"Time (s)";"X (m/s^2)";"Y (m/s^2)";"Z (m/s^2)"
2.291652729E1;2.531589439E0;-1.848187923E0;-4.219884373E0
2.292648829E1;2.624777099E0;-2.087049606E0;-5.233287245E0
2.293645029E1;2.884035040E0;-2.763955450E0;-5.207812681E0
2.294641129E1;3.512684398E0;-3.555812291E0;-4.330581813E0
2.295637329E1;4.357069116E0;-4.114926560E0;-3.112258299E0
2.296633429E1;4.980536671E0;-4.304768695E0;-2.014895842E0
2.297629629E1;5.471073625E0;-4.104762930E0;-1.619910870E0
2.298625829E1;6.052852871E0;-3.582887238E0;-2.225159671E0
2.299621929E1;6.490626891E0;-3.603301038E0;-3.028887529E0
2.300618129E1;6.580537187E0;-4.321682936E0;-3.447236805E0
2.301614229E1;6.356357278E0;-4.909559659E0;-3.783050294E0
2.302610429E1;5.776090121E0;-5.018768690E0;-4.106145796E0
2.303606529E1;4.704154282E0;-5.599373231E0;-4.232467289E0
2.304602729E1;3.619870877E0;-6.710067632E0;-4.615927691E0
2.305598829E1;2.898574434E0;-6.950495784E0;-5.343204959E0
2.306595029E1;2.478630914E0;-5.931557060E0;-5.386349224E0
2.307591129E1;2.251071315E0;-3.898010062E0;-3.591479137E0
2.308587329E1;2.355237122E0;-1.572427386E0;-1.160208623E0
2.309583529E1;1.735344555E0;-3.845035458E-1;1.444012005E0
2.310579629E1;9.725197247E-1;9.249535024E-2;3.603845998E0
2.311575829E1;9.895228431E-1;-1.137926638E-2;4.181127566E0
2.312571929E1;7.358574718E-1;-9.076983690E-1;5.027510862E0
2.313568129E1;-5.148242417E-1;-2.208589831E0;5.332763586E0
2.314564229E1;-2.004783083E0;-4.692882312E0;3.637658107E0
2.315560429E1;-2.784833226E0;-6.742697434E0;2.589315491E0
2.316556529E1;-2.772316968E0;-7.215747120E0;2.409406167E0
2.317552729E1;-3.297631115E0;-7.872257291E0;3.644011692E0
2.318548829E1;-4.453518938E0;-8.798720545E0;4.853547134E0
2.319545029E1;-5.064481637E0;-8.841749620E0;5.156575284E0
2.320541229E1;-5.200810640E0;-7.906386904E0;3.316863484E0
2.321537329E1;-4.086982132E0;-5.818407006E0;-5.113597664E-1
2.322533529E1;-2.608934653E0;-3.510846033E0;-3.916304830E0
2.323529629E1;-2.461081666E0;-1.187347305E0;-5.936616071E0
2.324525829E1;6.883152232E-2;4.219350815E-3;-4.709548631E0
2.325521929E1;1.112481310E0;3.622355944E-1;2.961310673E-1
2.326518129E1;2.779415488E-2;-7.723236322E-2;4.299973978E0
2.327514229E1;2.428882950E-1;1.043497614E0;4.753405379E0
2.328510429E1;3.755660035E-1;3.158282318E0;3.542711020E0
2.329506529E1;-1.202852659E0;3.991895880E0;3.379927752E0
2.330502729E1;-2.366672084E0;4.285667596E0;3.146160748E0
2.331498929E1;-2.303411496E0;4.616982529E0;3.356003577E0
2.332495029E1;-1.981414101E0;4.718548665E0;4.497383873E0
2.333491229E1;-1.684484596E0;4.685005528E0;5.530603543E0
2.334487329E1;-1.199304715E0;4.944896722E0;6.557126690E0
2.335483529E1;-7.092628001E-1;5.673952712E0;7.058090984E0
2.336479629E1;-6.278572060E-1;6.794578024E0;7.343262030E0
2.337475829E1;-5.760472939E-1;7.937395858E0;7.209705777E0
2.338471929E1;-4.267836658E-1;8.885591458E0;6.736142705E0
2.339468129E1;-4.607555502E-1;9.350144556E0;6.529581041E0
2.340464229E1;-1.082673885E0;9.417974011E0;6.226477754E0
2.341460429E1;-1.874368832E0;9.182025996E0;5.285604038E0
2.342456629E1;-2.704059204E0;8.645662658E0;4.072454140E0
2.343452729E1;-3.292492582E0;8.155002328E0;3.237484608E0
2.344448929E1;-3.950429766E0;7.491095429E0;3.177433996E0
2.345445029E1;-4.464129295E0;6.490562571E0;3.027689434E0
2.346441229E1;-4.843178851E0;4.747953728E0;2.394047724E0
2.347437329E1;-5.189743030E0;2.359746788E0;9.680939671E-1
2.348433529E1;-4.998313376E0;-2.001694876E-1;-1.254031583E0
2.349429629E1;-4.059357546E0;-3.139305180E0;-3.371606579E0
2.350425829E1;-1.846507580E0;-6.053328250E0;-5.966849685E0
2.351421929E1;7.482896756E-1;-9.914129555E0;-1.033201719E1
2.352418129E1;4.262494496E0;-1.429901271E1;-1.415999749E1
2.353414329E1;8.383637815E0;-1.502606252E1;-1.458736230E1
2.354410429E1;9.832650944E0;-1.151842777E1;-1.143571423E1
2.355406629E1;7.629933472E0;-6.943051109E0;-7.342377931E0
2.356402729E1;5.537337781E0;-3.573901822E0;-4.749183690E0
2.357398954E1;4.008609269E0;-1.363794054E0;-2.613606286E0
2.358395054E1;2.798022498E0;5.942688990E-1;-6.387352198E-2
2.359391254E1;1.690343945E0;2.557724154E0;1.385154225E0
2.360387354E1;1.069236472E-1;3.302127916E0;1.787087736E0
2.361383554E1;-2.986899843E0;2.851651990E-1;1.485557642E0
2.362379654E1;-7.566329214E0;-6.946683399E0;9.635726076E-1
2.363375854E1;-1.281491921E1;-1.475750224E1;5.928948033E-1
2.364371954E1;-1.526109135E1;-1.836643415E1;-1.992251330E0
2.365368154E1;-1.220161177E1;-1.151334888E1;-4.092211004E0
2.366364354E1;-7.174561672E0;-1.304202740E0;-3.420574379E-1
2.367360454E1;-3.301568338E0;4.126718055E0;5.581923970E0
2.368356654E1;1.759855206E0;8.103406497E0;1.038192318E1
2.369352754E1;4.385408523E0;1.032251313E1;1.311406744E1
2.370348954E1;4.446313414E0;1.099206610E1;1.269659729E1
2.371345054E1;3.662548535E0;9.744769047E0;1.292559647E1
2.372341254E1;2.246437835E0;6.019533682E0;1.369012577E1
2.373337354E1;1.347105223E0;2.537393970E0;1.212988281E1
2.374333554E1;-5.560950592E-1;-6.626123250E-1;1.021659316E1
2.375329654E1;-2.069969597E0;-3.308648146E0;7.513315433E0
2.376325854E1;-2.531422209E0;-5.462461261E0;4.893271655E0
2.377322054E1;-1.683177451E0;-7.670490344E0;2.611555960E0
2.378318154E1;2.139133680E-1;-8.933647385E0;-9.475915825E-1
2.379314354E1;2.402599569E0;-6.986925107E0;-4.676455729E0
2.380310454E1;3.836624823E0;-2.361534866E0;-6.043138307E0
2.381306654E1;3.220285023E0;8.564030850E-1;-6.519330872E0
2.382302754E1;1.797804513E0;2.413561052E0;-5.405874832E0
2.383298954E1;6.051283479E-2;3.103275806E0;-2.383795216E0
2.384295054E1;-8.123481157E-1;2.796209276E0;7.690211248E-1
2.385291254E1;2.041955879E-1;3.186620264E0;3.306981690E0
2.386287354E1;4.452119699E-1;3.482184736E0;4.514756827E0
2.387283554E1;-9.169018865E-3;3.516161152E0;3.433003805E0
2.388279654E1;3.713885334E-1;3.410098507E0;2.414580222E0
2.389275854E1;4.235565144E-1;2.903157189E0;2.557716553E0
2.390272054E1;5.067547917E-1;2.243049812E0;2.663031923E0
2.391268154E1;8.137774676E-1;1.367135738E0;1.632510450E0
2.392264354E1;8.060623589E-1;2.840372711E-1;1.836551964E-2
2.393260454E1;6.095549825E-1;-4.438557082E-1;-1.865843591E0
2.394256654E1;2.621344784E-1;-7.138421202E-1;-3.389963620E0
2.395252754E1;-5.715682536E-2;-4.758171737E-1;-4.027712415E0
2.396248954E1;-8.030799866E-2;-8.494717956E-2;-3.957652831E0
2.397245054E1;3.141314283E-1;3.974691617E-1;-3.279020305E0
2.398241254E1;7.264156803E-1;7.522624201E-1;-1.851214004E0
2.399237354E1;9.941433129E-1;9.026282483E-1;-7.884673561E-1
2.400233554E1;1.112358518E0;6.639788193E-1;-4.046963203E-1
2.401229754E1;1.171529417E0;2.047080964E-1;-8.415210441E-1
2.402225854E1;1.323492412E0;-1.874056005E-1;-1.831803440E0
2.403222054E1;1.473323513E0;-5.697836834E-1;-2.963470342E0
2.404218154E1;1.907887118E0;-9.751921946E-1;-3.919312053E0
2.405214354E1;2.527848683E0;-1.635933411E0;-4.363138233E0
2.406210454E1;3.407489187E0;-2.353375077E0;-3.677869117E0
2.407206654E1;4.407779093E0;-2.992038376E0;-3.017577552E0
2.408202754E1;4.815639050E0;-3.768727539E0;-2.418622110E0
2.409198954E1;4.906974020E0;-4.281944674E0;-1.865686301E0
2.410195054E1;4.938737265E0;-4.281969817E0;-1.897118593E0
2.411191254E1;5.411103412E0;-3.724038439E0;-2.695300952E0
2.412187354E1;6.033010930E0;-3.291709347E0;-3.227646083E0
2.413183554E1;6.346031095E0;-3.411513534E0;-3.067580309E0
2.414179654E1;6.135381643E0;-4.061694093E0;-3.220830569E0
2.415175854E1;5.638575304E0;-4.821502345E0;-3.897515680E0
2.416172054E1;4.842819247E0;-5.508657188E0;-4.347285262E0
2.417168154E1;3.898305639E0;-6.477333831E0;-4.375469426E0
2.418164354E1;3.092193578E0;-7.056371318E0;-4.602902434E0
2.419160454E1;2.088056497E0;-6.217429188E0;-4.527404940E0
2.420156654E1;6.300658455E-1;-4.648842838E0;-4.088446274E0
2.421152754E1;1.330402359E-1;-3.231939694E0;-3.598160750E0
2.422148954E1;5.579269919E-1;-2.022299294E0;-2.850922843E0
2.423145054E1;-1.454772636E-1;-1.227462713E0;-2.204783294E0
2.424141254E1;-7.101773778E-1;-5.457294077E-1;-7.256775425E-1
2.425137354E1;-6.871802786E-1;-9.742706734E-1;1.584394298E0
2.426133554E1;-1.300758438E0;-2.055859389E0;2.930785283E0
2.427129654E1;-3.022096573E0;-3.255210443E0;3.860966781E0
2.428125854E1;-5.159781897E0;-5.606973442E0;2.940487568E0
2.429122054E1;-5.770380900E0;-7.109271078E0;2.775220696E0
2.430118154E1;-5.550701008E0;-6.449489390E0;3.154922508E0
2.431114354E1;-5.822876033E0;-5.705492594E0;2.816229850E0
2.432110454E1;-6.066006768E0;-5.416491036E0;2.469534109E0
2.433106654E1;-6.402337443E0;-5.376693717E0;1.896033496E0
2.434102754E1;-6.369739215E0;-5.159015912E0;5.059092844E-1
2.435098954E1;-5.820644150E0;-5.019796631E0;-1.147157199E0
2.436095054E1;-4.156226029E0;-4.331091106E0;-2.494447925E0
2.437091254E1;-1.430509907E0;-2.601001736E0;-1.472538524E0
2.438087354E1;2.884055505E0;-1.372327480E0;-1.003686261E-1
2.439083554E1;3.062605498E0;-1.185739321E0;2.225112308E0
2.440079654E1;1.494440440E0;-1.202451832E0;2.650435266E0
2.441075854E1;1.942775700E0;9.551777601E-1;2.599930526E0
2.442072054E1;1.413835987E0;2.889305720E0;3.032937310E0
2.443068154E1;5.074542649E-2;3.975842350E0;2.405395708E0
2.444064354E1;-5.182038593E-1;5.035830866E0;1.470374469E0
2.445060454E1;-4.962146739E-1;5.800897518E0;1.762219528E0
2.446056654E1;-7.995428596E-1;6.134801014E0;3.329520367E0
2.447052754E1;-9.965250300E-1;6.321066408E0;5.205465024E0
2.448048954E1;-5.528834029E-1;6.786092545E0;6.796030473E0
2.449045054E1;3.547461882E-2;7.355872135E0;7.220800284E0
2.450041254E1;2.292423555E-1;7.682317507E0;7.315334558E0
2.451037354E1;1.609807174E-1;7.854771777E0;7.749871559E0
2.452033554E1;-4.401995905E-2;8.109274762E0;7.722563308E0
2.453029654E1;-3.531597655E-1;8.300435445E0;7.267052929E0
2.454025854E1;-9.193753318E-1;7.863902789E0;6.816906787E0
2.455022054E1;-1.857079053E0;7.286272727E0;6.771269853E0
2.456018154E1;-2.974258747E0;6.984935299E0;6.706983225E0
2.457014354E1;-3.945367539E0;6.762487335E0;6.147886498E0
2.458010454E1;-4.389717044E0;6.394670573E0;5.477968662E0
2.459006654E1;-4.846682795E0;5.685133173E0;4.853909369E0
2.460002754E1;-5.392565984E0;4.621998271E0;3.076386216E0
2.460998954E1;-5.451163271E0;2.838103407E0;7.628452957E-1
2.461995054E1;-5.045485203E0;2.197453809E-1;-2.025450067E0
2.462991254E1;-4.066740825E0;-3.277324612E0;-7.882389346E0
2.463987354E1;-2.323909641E0;-8.277096283E0;-1.679989959E1
2.464983554E1;1.151258582E0;-1.319180968E1;-1.805716789E1
2.465979654E1;5.980293603E0;-1.530131084E1;-1.286475503E1
2.466975854E1;6.788835474E0;-1.391306022E1;-1.036553343E1
2.467972054E1;3.903570179E0;-8.703463554E0;-9.410707676E0
2.468968154E1;2.727589277E0;-3.442927115E0;-7.341408463E0
2.469964354E1;1.470302403E0;-4.702190495E-1;-4.120406278E0
2.470960454E1;4.854887608E-1;1.639206097E0;-1.985888683E0
2.471956654E1;-2.228739336E-1;3.434621730E0;-1.316282795E0
2.472952754E1;-3.606682482E-1;4.943943626E0;-8.973675084E-1
2.473948954E1;-1.880954258E-1;5.801428446E0;-1.026898246E0
2.474945054E1;-6.528903057E-1;5.035465415E0;3.066151249E-1
2.475941254E1;-3.369905624E0;2.187478459E-1;8.712944815E-1
2.476937354E1;-8.171587955E0;-8.348902431E0;1.030630231E-2
2.477933554E1;-1.295147274E1;-1.563612475E1;1.807901485E0
2.478929654E1;-1.581193883E1;-2.001191314E1;5.078079922E0
2.479925854E1;-1.191138873E1;-1.662758448E1;1.326478293E0
2.480921954E1;-3.951710306E0;-4.071337906E0;-2.117322104E0
2.481918154E1;4.502955392E-1;1.993849667E0;4.683269489E0
2.482914354E1;5.098101958E0;6.849811408E0;1.166022042E1
2.483910454E1;7.576191713E0;1.067962715E1;1.506046403E1
2.484906654E1;7.067687434E0;9.749564348E0;1.354688887E1
2.485902754E1;6.372903144E0;6.955080001E0;1.375419839E1
2.486898954E1;5.655356812E0;4.576840224E0;1.413817218E1
2.487895054E1;3.544322512E0;1.556243463E0;1.299170159E1
2.488891254E1;1.958979796E0;-1.289584701E0;1.095201501E1
2.489887354E1;-7.701192319E-2;-3.666021196E0;8.397615584E0
2.490883554E1;-1.142358535E0;-5.304182396E0;5.520698944E0
2.491879654E1;-1.156770752E0;-6.733837148E0;2.591554974E0
2.492875854E1;-7.737152696E-2;-7.637771080E0;-5.410137744E-1
2.493871954E1;2.212118333E0;-6.934162171E0;-3.370630971E0
2.494868154E1;3.031127889E0;-4.051362648E0;-5.535810488E0
2.495864254E1;2.135744049E0;-3.696159500E-1;-6.916227007E0
2.496860454E1;-2.703486469E-1;1.835895907E0;-6.187800761E0
2.497856654E1;-1.927566215E0;3.332291363E0;-3.531922907E0
2.498852754E1;-2.254815871E0;4.427911642E0;2.581422919E-1
2.499848954E1;-1.164164849E0;5.000520700E0;3.410691415E0
2.500845054E1;-4.921890852E-1;5.372639843E0;3.885353179E0
2.501841254E1;-3.871222213E-1;5.680064807E0;2.024092636E0
2.502837354E1;-1.029713680E0;4.812971258E0;1.615669885E0
2.503833554E1;-4.741621193E-1;3.396845793E0;2.031758920E0
2.504829654E1;5.989186049E-2;2.040371869E0;1.278143454E0
2.505825854E1;8.816361594E-1;4.119474524E-1;7.939021969E-1
2.506821954E1;1.981701784E0;-1.311067956E0;-6.802500124E-1
2.507818154E1;3.178742895E0;-2.268640736E0;-3.801365528E0
2.508814254E1;3.894885310E0;-2.160100041E0;-7.147375628E0
2.509810454E1;2.967800790E0;-1.333044716E0;-8.036773381E0
2.510806554E1;1.918426432E0;-6.917934394E-1;-5.911057307E0
2.511802754E1;1.243182075E0;-4.814679229E-1;-2.937852228E0
2.512798954E1;1.242130161E0;-4.624288040E-1;-2.582994358E-1
2.513795054E1;1.107717291E0;-5.302857417E-1;1.816485197E0
2.514791254E1;8.976510984E-1;-4.301311237E-1;1.941933993E0
2.515787354E1;4.989087054E-1;-5.571156907E-1;1.003434831E-1
2.516783554E1;5.473537642E-1;-6.764573622E-1;-2.861508349E0
2.517779654E1;1.276663232E0;-9.625423282E-1;-5.858855705E0
2.518775854E1;2.355553164E0;-1.551279761E0;-7.028591781E0
2.519771954E1;3.967810029E0;-2.476136785E0;-6.640864080E0
2.520768154E1;5.850538625E0;-3.503804231E0;-5.297207837E0
2.521764254E1;6.785227157E0;-4.757076554E0;-3.518997929E0
2.522760454E1;7.208015932E0;-5.459949882E0;-1.674854378E0
2.523756554E1;7.739290438E0;-5.054729651E0;-4.446696407E-1
2.524752754E1;8.093731109E0;-4.163879449E0;-5.544259715E-1
2.525748854E1;7.866863819E0;-3.457136434E0;-2.199633651E0
2.526745054E1;7.052476487E0;-3.072597220E0;-3.636326404E0
2.527741154E1;5.548380833E0;-3.071671606E0;-4.148347198E0
2.528737354E1;3.743550890E0;-3.183685547E0;-4.249587059E0
2.529733554E1;2.299016436E0;-3.809159866E0;-4.745149111E0
2.530729654E1;1.579811835E0;-4.908698949E0;-4.406764601E0
2.531725854E1;4.197160631E-1;-6.410248141E0;-3.951863503E0
2.532721954E1;1.123141953E-1;-6.639670079E0;-3.903093047E0
2.533718154E1;4.787524760E-2;-6.535939304E0;-3.573841011E0
2.534714254E1;9.241465867E-2;-5.207416239E0;-2.149490268E0
2.535710454E1;5.560178760E-1;-2.593202720E0;-8.522492230E-2
2.536706554E1;8.190633506E-1;-5.678909397E-1;1.120577584E-1
2.537702754E1;5.988542855E-1;1.666661114E-1;-4.106873775E-1
2.538698854E1;-1.702937532E0;-1.994119223E0;8.887381876E-1
2.539695054E1;-2.878321141E0;-4.923888845E0;3.559619998E0
2.540691154E1;-4.105594111E0;-7.044573975E0;5.795071353E0
2.541687354E1;-5.146922700E0;-7.602429339E0;6.010029033E0
2.542683454E1;-5.363229918E0;-6.506471676E0;5.091160144E0
2.543679654E1;-5.682353992E0;-5.609219942E0;4.328650478E0
2.544675854E1;-6.394560646E0;-4.956682370E0;3.594994775E0
2.545671954E1;-7.154523849E0;-4.484352475E0;2.930115777E0
2.546668154E1;-6.789751732E0;-3.842781941E0;1.468676584E0
2.547664254E1;-6.222589356E0;-3.636885105E0;9.703746736E-3
2.548660454E1;-5.204684420E0;-3.466431752E0;-1.627271930E0
2.549656554E1;-2.846328101E0;-2.515114324E0;-2.401998768E0
2.550652754E1;-6.816388723E-1;-1.341020903E0;-1.846846865E0
2.551648854E1;3.766410872E0;-4.448140669E-1;-2.299136889E-1
2.552645054E1;3.827749919E0;-5.693053812E-1;3.639586227E0
2.553641154E1;1.121514454E0;-6.927237314E-1;5.075649819E0
2.554637354E1;1.562551731E0;1.951673700E0;3.775179942E0
2.555633454E1;8.134023687E-1;3.728485832E0;3.727070513E0
2.556629654E1;-6.952530176E-1;4.651772878E0;3.513916406E0
2.557625667E1;-1.270153234E0;5.747074483E0;2.691224566E0
2.558621867E1;-1.558935228E0;6.690992845E0;2.710276841E0
2.559617967E1;-1.371150143E0;7.127602683E0;3.866968364E0
2.560614167E1;-1.341266778E0;6.974202735E0;5.569311526E0
2.561610367E1;-9.502080654E-1;7.016282222E0;6.794523060E0
2.562606467E1;-4.825167672E-1;7.236134607E0;7.063644669E0
2.563602667E1;-8.223041698E-2;7.546656257E0;7.059249317E0
2.564598767E1;8.425771974E-2;7.886788791E0;7.129216515E0
2.565594967E1;-2.586027601E-1;8.223781956E0;7.237197046E0
2.566591067E1;-8.476134773E-1;8.411951203E0;7.059328254E0
2.567587267E1;-1.467531699E0;8.051566252E0;6.530742298E0
2.568583367E1;-2.247339329E0;7.308486884E0;5.766387252E0
2.569579567E1;-2.836178504E0;6.509617478E0;4.618547829E0
2.570575667E1;-3.306293180E0;5.640355781E0;3.950985251E0
2.571571867E1;-3.788599302E0;4.813667076E0;3.642447562E0
2.572567967E1;-4.137542421E0;3.800838693E0;3.114186418E0
2.573564167E1;-4.141341064E0;2.189053699E0;2.322020845E0
2.574560267E1;-3.498638216E0;1.702399296E-1;1.008690308E0
2.575556467E1;-2.259392487E0;-2.099981309E0;-1.069957434E0
2.576552567E1;-1.350459040E0;-5.021845495E0;-3.969432632E0
2.577548767E1;-4.002556524E-1;-8.715284286E0;-8.333878595E0
2.578544967E1;1.564909913E0;-1.267687697E1;-1.365856367E1
2.579541067E1;4.918599454E0;-1.530917651E1;-1.730684734E1
2.580537267E1;7.906954084E0;-1.415770655E1;-1.721776968E1
2.581533367E1;7.126161929E0;-9.599031290E0;-1.140356273E1
2.582529567E1;5.120502641E0;-4.755959151E0;-5.952815198E0
2.583525667E1;3.293602091E0;-1.715315210E0;-3.391905188E0
2.584521867E1;1.579923663E0;9.011775541E-1;-1.208154329E0
2.585517967E1;3.568687275E-2;3.385722050E0;3.697776255E-1
2.586514167E1;-1.345190845E0;5.578102815E0;1.673813720E0
2.587510267E1;-3.161096291E0;5.666037337E0;2.653743036E0
2.588506467E1;-6.526449857E0;7.767464662E-1;1.357156002E0
2.589502567E1;-1.025407030E1;-7.193532963E0;1.633735442E-1
2.590498767E1;-1.242146474E1;-1.391135868E1;4.131002310E-1
2.591494867E1;-1.072673816E1;-1.461125636E1;2.862694457E-1
2.592491067E1;-5.787916700E0;-7.566958959E0;-3.393033993E-1
2.593487167E1;-1.309108408E0;-5.487003779E-1;1.673881255E0
2.594483367E1;1.996452993E0;2.868466828E0;4.594031915E0
2.595479567E1;3.283854783E0;4.693681042E0;6.197001940E0
2.596475667E1;2.309920616E0;6.018990476E0;8.039422170E0
2.597471867E1;2.169595481E0;7.324319975E0;1.027806494E1
2.598467967E1;3.169170418E0;7.018031124E0;1.201336885E1
2.599464167E1;1.988281509E0;3.822156472E0;1.221326995E1
2.600460267E1;8.933814615E-1;1.123208027E0;1.128293467E1
2.601456467E1;2.500927225E-1;-4.924489939E-1;1.060761167E1
2.602452567E1;-5.465193665E-1;-2.457574798E0;7.866076784E0
2.603448767E1;-9.358506659E-1;-4.357668455E0;5.082975211E0
2.604444867E1;-5.986581114E-1;-6.247727705E0;2.617463987E0
2.605441067E1;4.914552596E-1;-6.787606974E0;2.704196906E-1
2.606437167E1;2.712147950E0;-5.115808496E0;-1.816517065E0
2.607433367E1;3.842086122E0;-2.507816999E0;-2.884689928E0
2.608429467E1;3.402927482E0;-3.070747161E-1;-3.479693238E0
2.609425667E1;2.705014347E0;1.373998030E0;-3.729804379E0
2.610421767E1;2.521607365E0;2.153832995E0;-2.039280778E0
2.611417967E1;1.328071074E0;2.484641560E0;1.394572993E-1
2.612414067E1;1.286422527E-1;3.420883112E0;1.045968647E0
2.613410267E1;-3.806838521E-1;4.542286688E0;1.657739432E0
2.614406467E1;-7.822935735E-1;5.195235320E0;2.970800119E0
2.615402567E1;-1.211139625E0;4.446592326E0;3.149185220E0
2.616398767E1;-1.559933933E0;3.511755860E0;1.606854622E0
2.617394867E1;-2.095359523E0;2.847525026E0;1.749724905E0
2.618391067E1;-2.548860067E0;1.602280346E0;7.532019945E-1
2.619387167E1;-2.253932357E0;3.807203972E-1;-8.183217774E-1
2.620383367E1;-1.940940697E0;-2.055413246E-1;-2.915139304E0
2.621379467E1;-1.742440590E0;-8.557809412E-2;-3.997938977E0
2.622375667E1;-1.546793339E0;2.992663443E-1;-3.934718882E0
2.623371767E1;-1.084773694E0;6.741348481E-1;-2.981833815E0
2.624367967E1;-4.798672476E-1;6.938025427E-1;-1.473410782E0
2.625364067E1;-1.573652378E-1;3.655848795E-1;-3.833412655E-1
2.626360267E1;1.480044302E-1;1.439257050E-1;1.630040002E-1
2.627356367E1;6.736018744E-1;5.050474048E-2;5.814132106E-1
2.628352567E1;1.277315196E0;-3.822816038E-1;3.490815519E-1
2.629348667E1;1.940681227E0;-1.157589070E0;-1.155069213E0
2.630344867E1;2.498671369E0;-2.090581325E0;-2.671216856E0
2.631340967E1;3.080462894E0;-2.709065883E0;-3.376505669E0
2.632337167E1;3.865811784E0;-2.803896611E0;-3.740787496E0
2.633333367E1;5.028026002E0;-2.800221636E0;-3.950615122E0
2.634329467E1;5.844336483E0;-3.389954849E0;-3.641447688E0
2.635325667E1;6.270127219E0;-4.143060438E0;-2.983701416E0
2.636321767E1;6.526390216E0;-4.492142136E0;-2.429367538E0
2.637317967E1;6.732791081E0;-4.064496079E0;-2.205599273E0
2.638314067E1;6.818821165E0;-3.210640626E0;-1.786388409E0
2.639310267E1;6.473127344E0;-2.709886247E0;-1.309173166E0
2.640306367E1;5.701506547E0;-2.750857102E0;-1.470666246E0
2.641302567E1;4.482291040E0;-3.196689754E0;-2.354426406E0
2.642298667E1;3.005363888E0;-3.722473724E0;-3.269729664E0
2.643294867E1;1.382216291E0;-4.241519948E0;-3.727407313E0
2.644290967E1;4.358286506E-1;-5.052184943E0;-4.204198048E0
2.645287167E1;-1.273728222E-2;-5.801436632E0;-4.379718305E0
2.646283267E1;-2.644222015E-1;-5.877145795E0;-4.242122211E0
2.647279467E1;-3.964055532E-1;-4.935831199E0;-3.819362673E0
2.648275567E1;-3.746287680E-1;-3.793378231E0;-3.205689204E0
2.649271767E1;-7.825270236E-2;-2.678708893E0;-2.528953514E0
2.650267867E1;5.277229071E-1;-8.642781150E-1;-2.041404487E0
2.651264067E1;9.364766103E-1;1.039833164E0;-2.101648350E0
2.652260167E1;7.509690160E-1;1.866403754E0;-1.152623030E0
2.653256367E1;3.716291463E-1;1.146620863E0;8.404822862E-1
2.654252467E1;-2.090905845E-2;-6.353455889E-1;2.199508520E0
2.655248667E1;-1.206242582E0;-2.752332355E0;3.143592943E0
2.656244867E1;-3.063148412E0;-5.813157960E0;2.644895614E0
2.657240967E1;-4.253063814E0;-7.629757470E0;3.668463578E0
2.658237179E1;-4.330150581E0;-6.689976014E0;4.956877667E0
2.659233279E1;-4.947978204E0;-6.161122255E0;5.244297552E0
2.660229479E1;-6.195843607E0;-6.747509692E0;5.088832952E0
2.661225579E1;-7.183203857E0;-7.098528573E0;4.207673925E0
2.662221779E1;-6.342102351E0;-6.377667455E0;1.695911517E0
2.663217879E1;-3.547018663E0;-4.655458378E0;-1.951790791E0
2.664214079E1;-1.697336776E0;-2.803585539E0;-3.713018192E0
2.665210179E1;1.917101161E0;-1.588967405E0;-3.351403572E0
2.666206379E1;2.526732742E0;-1.812686554E0;-2.298727876E0
2.667202479E1;1.837763654E0;-1.816654474E0;1.354877927E0
2.668198679E1;2.384901802E0;-7.348733854E-1;3.352558397E0
2.669194779E1;2.491174654E0;7.967030132E-1;3.991007396E0
2.670190979E1;1.387342253E0;2.282278197E0;3.599970756E0
2.671187079E1;2.979063550E-1;3.840686883E0;3.006575431E0
2.672183279E1;-8.343273608E-1;4.783101926E0;2.384183764E0
2.673179379E1;-1.090122434E0;5.769120825E0;2.689237682E0
2.674175579E1;-1.192398861E0;6.352005780E0;3.808415515E0
2.675171679E1;-1.344739294E0;6.726881885E0;5.209178005E0
2.676167879E1;-1.258345074E0;7.213812861E0;6.506062371E0
2.677164079E1;-9.217509093E-1;7.958974423E0;6.965356482E0
2.678160179E1;-7.703735858E-1;8.444359980E0;6.808285652E0
2.679156379E1;-1.013321449E0;8.551781518E0;6.852864239E0
2.680152479E1;-1.069815420E0;8.949675187E0;6.911126481E0
2.681148679E1;-1.083053735E0;9.040989985E0;6.339197454E0
2.682144779E1;-1.699572459E0;8.482003185E0;5.868536355E0
2.683140979E1;-2.645921216E0;7.679951724E0;5.155271940E0
2.684137079E1;-3.449795254E0;7.008227683E0;3.946591361E0
2.685133279E1;-3.695761304E0;6.145364594E0;2.745365982E0
2.686129379E1;-4.474090612E0;4.660333201E0;1.941419730E0
2.687125579E1;-5.224521684E0;2.793594401E0;1.042592757E0
2.688121679E1;-5.327159615E0;3.505253756E-1;9.861387670E-2
2.689117879E1;-4.486223000E0;-2.431029609E0;-1.114666122E0
2.690113979E1;-2.627023600E0;-4.876786015E0;-3.212291880E0
2.691110179E1;-6.750826818E-1;-7.547814006E0;-6.717109433E0
2.692106279E1;1.938071322E0;-9.844852914E0;-9.304007685E0
2.693102479E1;3.772615353E0;-1.187065820E1;-1.112262741E1
2.694098579E1;5.499478814E0;-1.204769435E1;-1.367117728E1
2.695094779E1;6.759597057E0;-8.555848841E0;-1.317609704E1
2.696090879E1;6.499818129E0;-4.562281827E0;-9.354249301E0
2.697087079E1;5.688304119E0;-1.677798890E0;-4.442258078E0
2.698083179E1;4.159799262E0;5.714168108E-1;-4.493555993E-1
