"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)"
5.739817003E0;1.211264253E0;2.005440712E0;5.120301247E-2
5.758128038E0;6.104810238E-1;2.717539787E0;8.356238604E-1
5.776439257E0;7.022130489E-2;2.857122421E0;1.066521168E0
5.794746935E0;6.250560284E-1;3.040767670E0;4.671711922E-1
5.813061632E0;1.220421433E0;3.047353268E0;-6.927122474E-1
5.831373033E0;1.439389229E0;2.576401234E0;-1.889826179E0
5.849671007E0;1.172330618E0;1.588288307E0;-3.141280651E0
5.867985094E0;1.016232014E0;4.612989426E-1;-4.351247787E0
5.886295397E0;2.497480392E0;-2.744283676E-1;-4.416201591E0
5.904606737E0;4.999711514E0;-6.754732132E-1;-3.519183159E0
5.922916857E0;6.857679367E0;-1.037755013E0;-1.564419508E0
5.941237108E0;6.594251156E0;-1.032454491E0;-6.335675716E-3
5.959541368E0;4.397337437E0;-4.250459671E-1;-7.815235853E-2
5.977862352E0;2.156062603E0;-6.762123108E-1;-2.039879322E0
5.996173326E0;2.236585617E0;-2.025680542E0;-2.362603426E0
6.014478686E0;3.331104994E0;-3.848816872E0;-1.501233816E0
6.032795519E0;2.592928410E0;-5.746386528E0;-2.084425211E0
6.051106798E0;1.071737885E0;-5.679891586E0;-2.139565229E0
6.069418382E0;-1.771578789E-1;-4.855119705E0;8.295352459E-1
6.087729418E0;-9.358849525E-1;-4.273504257E0;4.188997746E0
6.106040331E0;-1.667304039E0;-4.962376595E0;3.589928150E0
6.124351549E0;-2.763822794E0;-6.236094475E0;1.856798768E0
6.142659960E0;-3.962991714E0;-6.943283081E0;7.005760670E-1
6.160973986E0;-1.866576791E0;-4.783161163E0;8.190219402E-1
6.179282397E0;-6.306811571E-1;-1.312994957E0;1.560356140E0
6.197595995E0;-1.730022311E0;1.906640053E0;2.438432693E0
6.215907579E0;-1.984677911E0;4.280577183E0;2.367814302E0
6.234218614E0;-1.162679672E0;4.737522125E0;3.202125549E0
6.252529589E0;4.990518093E-2;4.911028385E0;4.694876194E0
6.270840868E0;4.621859789E-1;5.802467346E0;5.437798023E0
6.289152208E0;6.281015873E-1;6.718348503E0;6.091613770E0
6.307463243E0;1.283160448E-1;6.752362251E0;5.964518547E0
6.325774523E0;-1.078644156E0;6.263794422E0;5.342976570E0
6.344087023E0;-1.432785034E0;5.656923294E0;3.814919949E0
6.362396898E0;-8.861273527E-1;4.834464073E0;1.714879513E0
6.380705004E0;-4.767323732E-1;3.233847618E0;-1.249346733E0
6.399018846E0;1.415723205E0;3.853845596E-1;-4.039373398E0
6.417330187E0;2.623240471E0;-6.011288643E0;-9.071962357E0
6.435641405E0;2.131628513E0;-1.147992706E1;-1.238020706E1
6.453952684E0;-7.629474998E-1;-7.786521912E0;-6.134232521E0
6.472253344E0;5.544590950E-2;-1.461696625E-1;-3.130445480E0
6.490574999E0;5.514332056E-1;3.881438255E0;-3.686716080E0
6.508886156E0;-4.588315487E-1;-2.057221413E0;-2.339894295E0
6.527195421E0;1.902633667E0;-1.075632000E1;1.539817810E0
6.545508348E0;2.156165838E-1;-1.157386971E1;1.471942425E1
6.563808153E0;-8.366099000E-1;-3.496964455E0;1.025608253E1
6.582116075E0;-9.414458275E-1;2.298569202E0;3.406183720E0
6.600433337E0;-4.287188530E0;2.764655590E0;3.468154669E0
6.618750292E0;-4.382270813E0;1.799633026E0;2.801843643E0
6.637054308E0;-1.980136395E0;8.648920059E-1;2.298839092E0
6.655369554E0;-1.124685168E0;-3.188390732E-1;2.669690132E0
6.673682482E0;3.547403812E-1;-1.567852020E0;2.626670361E0
6.691997850E0;3.044888973E0;-1.764212608E0;1.975842476E0
6.710309191E0;3.917727709E0;-8.691291809E-1;5.230047703E-1
6.728620287E0;3.288027287E0;4.027433395E-1;-3.792786598E-1
6.746931505E0;2.705418825E0;2.282210350E0;-1.739256382E-1
6.765242540E0;1.634162903E0;3.665389061E0;7.886985540E-1
6.783548754E0;2.419301867E-1;4.084540367E0;1.429726362E0
6.801864916E0;-1.188092232E-1;3.952910900E0;1.193646312E0
6.820175951E0;-3.107985258E-1;3.197216034E0;1.125577688E-1
6.838487108E0;-4.573556781E-1;2.082361221E0;-1.122505546E0
6.856798143E0;-1.221790075E0;7.892408371E-1;-2.551198959E0
6.875109423E0;-1.765233994E0;6.163692474E-2;-3.540275574E0
6.893420519E0;3.498494625E-2;-5.647373199E-2;-4.147727013E0
6.911730577E0;4.159318924E0;-3.080434799E-1;-3.645459890E0
6.930042833E0;7.973908901E0;-1.285851479E0;-2.117104769E0
6.948354174E0;9.511414528E0;-2.006617546E0;-1.183739662E0
6.966665331E0;8.926945686E0;-1.525600433E0;-6.306381226E-1
6.984964403E0;6.907025337E0;1.265048981E-1;-9.933753014E-1
7.003287645E0;6.159263611E0;3.985290527E-1;-1.248954892E0
7.021594591E0;6.202323914E0;-1.979297638E0;-2.271363735E-1
7.039910021E0;3.550183296E0;-4.187949181E0;-1.127309799E0
7.058221056E0;-3.138956428E-1;-5.561921120E0;-1.610694528E0
7.076532518E0;-1.487702608E0;-6.013927460E0;-6.728532314E-1
7.094843553E0;-2.438245535E0;-6.649157524E0;3.259931803E0
7.113155810E0;-3.907028437E0;-8.448707581E0;4.006824017E0
7.131465929E0;-4.860869408E0;-8.789726257E0;1.985798955E0
7.149776964E0;-3.700436592E0;-5.891527176E0;-2.330918312E-1
7.168088427E0;-2.599092484E0;-2.972267151E0;2.338385582E-1
7.186399340E0;-4.042092562E-1;-7.316083908E-1;6.426954269E-1
