"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
1.481746177E1;6.876373887E-1;-9.998708725E0;-1.251745343E0
1.481991032E1;5.991029739E-1;-9.888638496E0;-1.414756417E0
1.482235797E1;5.201398134E-1;-9.797711372E0;-1.520040631E0
1.482480657E1;4.651049078E-1;-9.697213173E0;-1.668395638E0
1.482725589E1;4.363910258E-1;-9.649356842E0;-1.788036704E0
1.482970443E1;4.890331328E-1;-9.568000793E0;-1.922034740E0
1.483215214E1;5.584250093E-1;-9.510572433E0;-1.998904228E0
1.483460068E1;6.062814593E-1;-9.503394127E0;-2.008475542E0
1.483705000E1;6.732804775E-1;-9.546464920E0;-1.958226204E0
1.483949854E1;8.288139701E-1;-9.632606506E0;-1.941177368E0
1.484194625E1;1.034895778E0;-9.687641144E0;-1.924427629E0
1.484439479E1;1.300499082E0;-9.721140862E0;-1.778465390E0
1.484684417E1;1.614257932E0;-9.766604424E0;-1.570289850E0
1.484929266E1;1.989931107E0;-9.785747528E0;-1.383649707E0
1.485174037E1;2.377867460E0;-9.723533630E0;-1.108175993E0
1.485418896E1;2.761018276E0;-9.656535149E0;-7.537391186E-1
1.485663828E1;3.136691332E0;-9.539286613E0;-3.732803464E-1
1.485908677E1;3.524627686E0;-9.416953087E0;-1.645065658E-2
1.486153448E1;3.879064560E0;-9.263813019E0;2.802593410E-1
1.486398308E1;4.226023674E0;-9.115457535E0;5.724828243E-1
1.486643240E1;4.532604218E0;-8.969495773E0;7.591229677E-1
1.486888094E1;4.814957142E0;-8.871090889E0;9.053842425E-1
1.487132860E1;5.004289627E0;-8.847162247E0;9.556335211E-1
1.487377719E1;5.126323223E0;-8.856734276E0;9.388837814E-1
1.487622651E1;5.272285461E0;-8.969495773E0;8.476574421E-1
1.487867506E1;5.394319534E0;-9.101100922E0;7.280163169E-1
1.488112271E1;5.456532955E0;-9.328418732E0;5.724828243E-1
1.488357130E1;5.432604790E0;-9.584750175E0;4.217349887E-1
1.488602063E1;5.384748459E0;-9.886245728E0;2.539383173E-1
1.488846917E1;5.303392410E0;-1.016889763E1;1.295115203E-1
1.489091683E1;5.238786221E0;-1.047039413E1;9.870393202E-3
1.489336542E1;5.155037403E0;-1.078654575E1;-1.121635586E-1
1.489581474E1;5.023432255E0;-1.109043407E1;-2.341975123E-1
1.489826328E1;4.877170563E0;-1.141615677E1;-3.254238665E-1
1.490071099E1;4.683351994E0;-1.167697430E1;-4.498506486E-1
1.490315959E1;4.494318962E0;-1.189262772E1;-5.527420044E-1
1.490560891E1;4.276273251E0;-1.210080338E1;-6.987041831E-1
1.490805740E1;4.022634029E0;-1.223958683E1;-8.545367718E-1
1.491050511E1;3.751945972E0;-1.235713387E1;-1.036391258E0
1.491295370E1;3.450450182E0;-1.243609715E1;-1.160818100E0
1.491540302E1;3.160619497E0;-1.246959686E1;-1.275673628E0
1.491785151E1;2.883052111E0;-1.251984596E1;-1.400399446E0
1.492029922E1;2.619542599E0;-1.256052399E1;-1.515254974E0
1.492274782E1;2.430509567E0;-1.261795235E1;-1.627717614E0
1.492519714E1;2.263011932E0;-1.268734360E1;-1.723430514E0
1.492764568E1;2.140978098E0;-1.273519993E1;-1.823929071E0
1.493009334E1;2.088036776E0;-1.278544998E1;-1.912463546E0
1.493254193E1;2.080858469E0;-1.282164097E1;-2.020439625E0
1.493499125E1;2.129014015E0;-1.282164097E1;-2.118545294E0
1.493743979E1;2.217548370E0;-1.280728436E1;-2.202294111E0
1.493988750E1;2.303689957E0;-1.279741383E1;-2.314756870E0
1.494233604E1;2.413759947E0;-1.278544998E1;-2.403291225E0
1.494478537E1;2.514258385E0;-1.274477196E1;-2.549552441E0
1.494723391E1;2.576471806E0;-1.270887947E1;-2.666800737E0
1.494968162E1;2.655434847E0;-1.259163094E1;-2.788834810E0
1.495213016E1;2.744268417E0;-1.242652607E1;-2.894119024E0
1.495457953E1;2.832803011E0;-1.223480129E1;-2.953939438E0
1.495702802E1;2.902194738E0;-1.203858948E1;-3.001796007E0
1.495947573E1;3.005086184E0;-1.181127167E1;-3.006581545E0
1.496192433E1;3.081656456E0;-1.156211948E1;-2.980260611E0
1.496437365E1;3.170190811E0;-1.126062298E1;-2.937189817E0
1.496682219E1;3.242274761E0;-1.095882893E1;-2.874976397E0
1.496926985E1;3.302095175E0;-1.068604660E1;-2.774477959E0
1.497171844E1;3.359523058E0;-1.041057301E1;-2.678765059E0
1.497416776E1;3.378665686E0;-1.014736271E1;-2.618944407E0
1.497661630E1;3.388236761E0;-9.936494827E0;-2.566302299E0
1.497906396E1;3.440878868E0;-9.711569786E0;-2.465504646E0
1.498151256E1;3.436093330E0;-9.572786331E0;-2.341077805E0
1.498396188E1;3.440878868E0;-9.479466438E0;-2.221436739E0
1.498641042E1;3.450450182E0;-9.347561836E0;-2.089831591E0
1.498885808E1;3.421736479E0;-9.251849174E0;-1.989332914E0
1.499130667E1;3.385843992E0;-9.103493690E0;-1.919641972E0
1.499375599E1;3.282952785E0;-8.969495773E0;-1.857428551E0
1.499620453E1;3.131905794E0;-8.835198402E0;-1.850250125E0
1.499865224E1;2.952444077E0;-8.751449585E0;-1.847857237E0
1.500110078E1;2.708376169E0;-8.662915230E0;-1.907677889E0
1.500355011E1;2.420938253E0;-8.720342636E0;-1.977368832E0
1.500599865E1;2.064108610E0;-8.835198402E0;-2.111366987E0
1.500844636E1;1.662114382E0;-9.031708717E0;-2.235793591E0
1.501089490E1;1.243071318E0;-9.333204269E0;-2.336292267E0
1.501334427E1;8.718847632E-1;-9.716355324E0;-2.487040043E0
1.501579276E1;5.392823815E-1;-1.016411209E1;-2.666800737E0
1.501824047E1;2.398804724E-1;-1.078893852E1;-2.925225735E0
1.502068907E1;-9.750752151E-2;-1.161476135E1;-3.174378395E0
1.502313839E1;-4.399802685E-1;-1.262752342E1;-3.430410385E0
1.502558693E1;-8.183453679E-1;-1.379103374E1;-3.607479334E0
1.502803459E1;-1.261017561E0;-1.506730461E1;-3.612264872E0
1.503048318E1;-1.787737608E0;-1.642941856E1;-3.463909864E0
1.503293250E1;-2.388635159E0;-1.775564194E1;-3.171985626E0
1.503538104E1;-3.049652576E0;-1.902952003E1;-2.642872572E0
1.503782870E1;-3.736691713E0;-2.013799477E1;-1.912463546E0
1.504027729E1;-4.411766529E0;-2.097099686E1;-1.038784146E0
1.504272662E1;-4.928915501E0;-2.149293137E1;-3.559323773E-2
1.504517516E1;-5.288137913E0;-2.168675041E1;1.036989570E0
1.504762282E1;-5.615954876E0;-2.157907295E1;2.102393866E0
1.505007141E1;-5.853143215E0;-2.133021927E1;3.122334480E0
1.505252073E1;-5.999105453E0;-2.097338867E1;3.960121393E0
1.505496927E1;-5.948856354E0;-2.051366806E1;4.539483547E0
1.505741698E1;-5.762216091E0;-1.998216248E1;4.817350388E0
1.505986552E1;-5.410171986E0;-1.937887192E1;4.773980141E0
1.506231485E1;-4.986343384E0;-1.874686813E1;4.575376034E0
1.506476339E1;-4.524229527E0;-1.806461525E1;4.130012035E0
1.506721110E1;-3.975973845E0;-1.732971954E1;3.576970816E0
1.506965969E1;-3.348755360E0;-1.662563133E1;2.889931440E0
1.507210901E1;-2.726322412E0;-1.591705608E1;2.217249393E0
1.507455756E1;-2.120639086E0;-1.529462337E1;1.563709617E0
1.507700521E1;-1.495813251E0;-1.479901028E1;9.269196987E-1
1.507945381E1;-9.379864931E-1;-1.441107368E1;3.667000830E-1
1.508190313E1;-4.088735580E-1;-1.402822208E1;-1.049850956E-1
1.508435167E1;1.968096644E-1;-1.371446323E1;-5.407779217E-1
1.508679933E1;7.881359458E-1;-1.346321678E1;-8.784649968E-1
1.508924792E1;1.369890928E0;-1.325952721E1;-1.048355460E0
1.509169724E1;1.824826360E0;-1.311356544E1;-1.129711390E0
1.509414578E1;2.105085611E0;-1.298196030E1;-1.153639674E0
1.509659344E1;2.301297188E0;-1.286710453E1;-1.136889815E0
1.509904203E1;2.475973129E0;-1.275673580E1;-1.093819022E0
1.510149136E1;2.679662228E0;-1.263470173E1;-1.060319543E0
1.510393990E1;2.849552631E0;-1.255095291E1;-1.000499010E0
1.510638761E1;2.935694218E0;-1.245284748E1;-8.641080856E-1
1.510883615E1;3.029014349E0;-1.238345528E1;-6.819544435E-1
1.511128552E1;3.112763166E0;-1.229970646E1;-5.192425251E-1
1.511373401E1;3.210868835E0;-1.219412327E1;-4.283152521E-1
1.511618172E1;3.220739365E0;-1.208883953E1;-3.326023519E-1
1.511863026E1;3.259024382E0;-1.198834038E1;-2.461616248E-1
1.512107964E1;3.242274761E0;-1.188305664E1;-2.632105052E-1
1.512352813E1;3.191726208E0;-1.179691505E1;-3.062812984E-1
1.512597584E1;3.184547901E0;-1.169880867E1;-3.972085714E-1
1.512842443E1;3.129513025E0;-1.163390350E1;-5.144568682E-1
1.513087375E1;3.012264490E0;-1.161236858E1;-6.532405615E-1
1.513332229E1;2.851945400E0;-1.161236858E1;-8.063812256E-1
1.513576995E1;2.677269459E0;-1.158843994E1;-9.741778970E-1
1.513821854E1;2.459223509E0;-1.149512005E1;-1.074676514E0
1.514066787E1;2.239083767E0;-1.146879864E1;-1.158425212E0
1.514311641E1;1.985145450E0;-1.140180016E1;-1.201496124E0
1.514556406E1;1.678864241E0;-1.138026428E1;-1.208674550E0
1.514801266E1;1.353141189E0;-1.138504982E1;-1.201496124E0
1.515046198E1;1.046859860E0;-1.138265705E1;-1.208674550E0
1.515291052E1;8.144569993E-1;-1.137069321E1;-1.242174029E0
1.515535818E1;5.416752100E-1;-1.136351490E1;-1.273280740E0
1.515780677E1;3.236292601E-1;-1.133480072E1;-1.263709426E0
1.516025610E1;1.369891018E-1;-1.122951698E1;-1.218245864E0
1.516270464E1;-4.965107143E-2;-1.116969585E1;-1.144068360E0
1.516515235E1;-2.461616248E-1;-1.106650543E1;-1.024427176E0
1.516760094E1;-4.663013220E-1;-1.098275661E1;-9.047860503E-1
1.517005021E1;-6.314060688E-1;-1.086790180E1;-7.992027402E-1
1.517249875E1;-7.848458290E-1;-1.072193909E1;-6.484549642E-1
1.517494646E1;-9.523434043E-1;-1.052064323E1;-5.216353536E-1
1.517739506E1;-1.138983607E0;-1.033400249E1;-3.373879790E-1
1.517984438E1;-1.273280740E0;-1.009232807E1;-2.632105052E-1
1.518229292E1;-1.371386528E0;-9.857531548E0;-1.767697781E-1
1.518474058E1;-1.443171144E0;-9.544072151E0;-1.432702541E-1
1.518718917E1;-1.464706540E0;-9.237491608E0;-1.600200087E-1
1.518963849E1;-1.491027594E0;-8.919246674E0;-1.767697781E-1
1.519208703E1;-1.464706540E0;-8.610273361E0;-2.437688112E-1
1.519453469E1;-1.424028635E0;-8.270193100E0;-3.014956415E-1
1.519698328E1;-1.395314693E0;-7.963912010E0;-3.565305769E-1
1.519943261E1;-1.385743380E0;-7.626224995E0;-4.067798555E-1
1.520188115E1;-1.383350611E0;-7.355835915E0;-4.546363056E-1
1.520432881E1;-1.385743380E0;-7.073183537E0;-4.594219327E-1
1.520677740E1;-1.364207983E0;-6.798008919E0;-4.809573591E-1
1.520922672E1;-1.328315616E0;-6.551249504E0;-4.929214716E-1
1.521167526E1;-1.244267821E0;-6.335895061E0;-4.953143001E-1
1.521412297E1;-1.153340459E0;-6.142076492E0;-5.072783828E-1
1.521657151E1;-1.093519926E0;-5.995815277E0;-5.048855543E-1
1.521902089E1;-1.040877819E0;-5.811567783E0;-4.666004181E-1
1.522146938E1;-1.040877819E0;-5.679962635E0;-4.091726840E-1
1.522391709E1;-1.067198873E0;-5.562714577E0;-3.469592929E-1
1.522636568E1;-1.064806104E0;-5.476273537E0;-2.751746178E-1
1.522881500E1;-1.074377418E0;-5.368596554E0;-2.054836452E-1
1.523126349E1;-1.048056364E0;-5.260919571E0;-1.576271951E-1
1.523371120E1;-1.064806104E0;-5.186742306E0;-8.105687052E-2
1.523615979E1;-1.081555843E0;-5.148457050E0;-9.272187948E-3
1.523860912E1;-1.083948612E0;-5.105386257E0;9.122636169E-2
1.524105766E1;-1.112662554E0;-5.102993488E0;2.132603228E-1
1.524350532E1;-1.143769264E0;-5.088636398E0;3.164508045E-1
1.524595391E1;-1.162911773E0;-5.079065323E0;4.504488707E-1
1.524840323E1;-1.177268744E0;-5.088636398E0;5.820540786E-1
1.525085177E1;-1.229910851E0;-5.076672554E0;7.471588850E-1
1.525329943E1;-1.239482164E0;-5.095814705E0;9.197412133E-1
1.525574802E1;-1.309173107E0;-5.112564564E0;1.118345499E0
1.525819735E1;-1.359422326E0;-5.134099960E0;1.278664589E0
1.526064589E1;-1.414457321E0;-5.169992447E0;1.415055513E0
1.526309354E1;-1.455135226E0;-5.210670471E0;1.534995675E0
1.526554214E1;-1.498206019E0;-5.217848778E0;1.676172256E0
1.526799151E1;-1.543669701E0;-5.217848778E0;1.771885157E0
1.527044000E1;-1.598704576E0;-5.258526802E0;1.829312921E0
1.527288771E1;-1.656132340E0;-5.239384174E0;1.872383714E0
1.527533631E1;-1.754238129E0;-5.234598637E0;1.905883193E0
1.527778563E1;-1.823629975E0;-5.181956768E0;1.884347796E0
1.528023412E1;-1.893320918E0;-5.131707191E0;1.865205288E0
1.528268183E1;-1.914856315E0;-5.043172836E0;1.822134495E0
1.528513042E1;-1.926820397E0;-4.913661480E0;1.719243050E0
1.528757974E1;-1.941177368E0;-4.808377266E0;1.628315806E0
1.529002828E1;-1.972284079E0;-4.717449665E0;1.537388563E0
1.529247594E1;-1.981855392E0;-4.650450706E0;1.417448282E0
1.529492453E1;-1.984248161E0;-4.559523582E0;1.312164068E0
1.529737386E1;-1.974676847E0;-4.521238327E0;1.230808139E0
1.529982240E1;-1.977069736E0;-4.468596458E0;1.202094316E0
1.530227006E1;-2.000998020E0;-4.418346882E0;1.127916813E0
1.530471865E1;-2.020140409E0;-4.353441715E0;1.130309582E0
1.530716797E1;-2.034497499E0;-4.303192616E0;1.099202871E0
1.530961651E1;-2.082353830E0;-4.272085667E0;1.115952611E0
1.531206422E1;-2.123031855E0;-4.233800411E0;1.106381416E0
1.531451276E1;-2.151745796E0;-4.171586990E0;1.106381416E0
1.531696209E1;-2.192423820E0;-4.085445404E0;1.120738268E0
1.531941063E1;-2.228316069E0;-4.035196304E0;1.106381416E0
1.532185834E1;-2.273779631E0;-3.996911049E0;1.101595759E0
1.532430693E1;-2.266601324E0;-3.944268942E0;1.111167073E0
1.532675625E1;-2.328814745E0;-3.905983925E0;1.072881818E0
1.532920474E1;-2.297708035E0;-3.860520124E0;9.819545746E-1
1.533165245E1;-2.285743713E0;-3.802793503E0;8.718847632E-1
1.533410104E1;-2.213959217E0;-3.788436413E0;7.375875711E-1
1.533655037E1;-2.113460541E0;-3.783650875E0;6.275177598E-1
1.533899891E1;-1.986641049E0;-3.759722471E0;4.504488707E-1
1.534144657E1;-1.835893154E0;-3.752544165E0;2.898306549E-1
1.534389516E1;-1.644168258E0;-3.733401537E0;1.103689447E-1
1.534634448E1;-1.464706540E0;-3.714258909E0;-1.121635586E-1
1.534879302E1;-1.203589797E0;-3.740580082E0;-3.278166950E-1
1.535124068E1;-9.427721500E-1;-3.766901016E0;-6.508477330E-1
1.535368927E1;-6.960122585E-1;-3.831806421E0;-9.550353289E-1
1.535613860E1;-4.088735580E-1;-4.006482601E0;-1.275673628E0
1.535858714E1;-2.006980032E-1;-4.209872246E0;-1.651645780E0
1.536103479E1;1.734796353E-2;-4.537988186E0;-2.073081732E0
1.536348339E1;1.872383654E-1;-4.925625324E0;-2.491825581E0
1.536593271E1;4.025924206E-1;-5.344668388E0;-2.910868645E0
1.536838125E1;6.206383705E-1;-5.823532104E0;-3.375375509E0
1.537082896E1;7.713862062E-1;-6.319145679E0;-3.854238987E0
1.537327756E1;9.173483849E-1;-6.915257454E0;-4.313960075E0
1.537572688E1;1.144965649E0;-7.461120129E0;-4.845465660E0
1.537817537E1;1.422533035E0;-8.114660263E0;-5.479863167E0
1.538062308E1;1.745863199E0;-8.801698685E0;-6.236293793E0
1.538307167E1;2.148156643E0;-9.524930000E0;-6.968796730E0
1.538552099E1;2.595614433E0;-1.025982571E1;-7.792526245E0
1.538796953E1;3.110370398E0;-1.103779221E1;-8.575278282E0
1.539041719E1;3.634697676E0;-1.184237862E1;-9.339186668E0
1.539286578E1;4.077668667E0;-1.264905834E1;-1.003101158E1
1.539531511E1;4.709673405E0;-1.345125294E1;-1.055055332E1
1.539776365E1;5.310570717E0;-1.428664684E1;-1.081615639E1
1.540021131E1;5.875576019E0;-1.517258930E1;-1.085683441E1
1.540265990E1;6.517151356E0;-1.605105400E1;-1.057687473E1
1.540510922E1;7.130013466E0;-1.699681664E1;-1.012911701E1
1.540755776E1;7.822137356E0;-1.798565102E1;-9.518648148E0
1.541000542E1;8.442177773E0;-1.895743561E1;-8.745467186E0
1.541245401E1;8.968897820E0;-1.983620071E1;-8.012665749E0
1.541490334E1;9.390034676E0;-2.049691963E1;-7.414160728E0
1.541735188E1;9.856933594E0;-2.082024956E1;-7.143772125E0
1.541979959E1;1.019940662E1;-2.072214317E1;-7.048058987E0
1.542224813E1;1.036211872E1;-2.035334969E1;-7.095915318E0
1.542469750E1;1.035015392E1;-1.976920128E1;-7.184450150E0
1.542714599E1;1.024487019E1;-1.895504379E1;-7.383054256E0
1.542959370E1;1.009412193E1;-1.802393723E1;-7.613064289E0
1.543204229E1;9.825826645E0;-1.708295822E1;-7.727920055E0
1.543449162E1;9.462118149E0;-1.618056488E1;-7.739883900E0
1.543694016E1;8.985647202E0;-1.527548027E1;-7.526623726E0
1.543938782E1;8.339285851E0;-1.443021584E1;-7.222734928E0
1.544183641E1;7.599305630E0;-1.359721470E1;-6.851548672E0
1.544428573E1;6.792625427E0;-1.275673580E1;-6.590730667E0
1.544673427E1;6.023931026E0;-1.197876930E1;-6.413362980E0
1.544918193E1;5.317749023E0;-1.123430252E1;-6.322435856E0
1.545163052E1;4.676173687E0;-1.053260708E1;-6.207580090E0
1.545407985E1;4.068097591E0;-1.004447079E1;-6.298507214E0
1.545652839E1;3.357130051E0;-9.443573952E0;-6.107081413E0
1.545897610E1;2.787339211E0;-8.863912582E0;-5.774179935E0
1.546142464E1;2.167299032E0;-8.409276009E0;-5.357829094E0
1.546387396E1;1.518245935E0;-7.963912010E0;-4.898108006E0
1.546632250E1;9.245268703E-1;-7.559226036E0;-4.330709934E0
1.546877021E1;2.638086975E-1;-7.214659214E0;-3.770490170E0
1.547121881E1;-3.969094455E-1;-6.943971157E0;-3.205485106E0
1.547366813E1;-1.057627559E0;-6.774080753E0;-2.676372051E0
1.547611662E1;-1.773380637E0;-6.728617191E0;-2.051546335E0
1.547856432E1;-2.491825581E0;-6.838686943E0;-1.405185103E0
1.548101292E1;-3.157329559E0;-7.077969551E0;-8.569296002E-1
1.548346224E1;-3.751048565E0;-7.403692245E0;-2.775674164E-1
1.548591078E1;-4.227519512E0;-7.753044605E0;2.347957194E-1
1.548835844E1;-4.545764923E0;-8.160123825E0;6.538388133E-1
1.549080703E1;-4.627120972E0;-8.483453751E0;9.436694384E-1
1.549325636E1;-4.459623337E0;-8.856734276E0;1.099202871E0
1.549570490E1;-4.141377926E0;-9.230313301E0;1.168594718E0
1.549815256E1;-3.643371582E0;-9.596714020E0;1.221236825E0
1.550060115E1;-3.028116941E0;-9.977172852E0;1.331306696E0
1.550305047E1;-2.391327143E0;-1.032443142E1;1.436890006E0
1.550549901E1;-1.792523265E0;-1.066929722E1;1.546959877E0
1.550794672E1;-1.208375454E0;-1.096840000E1;1.671386600E0
1.551039526E1;-6.505486369E-1;-1.122233772E1;1.807777524E0
1.551284459E1;-1.453639716E-1;-1.143529987E1;1.939382792E0
1.551529313E1;3.475574851E-1;-1.164586735E1;2.100000858E0
1.551774084E1;7.953144312E-1;-1.194048405E1;2.217249393E0
1.552018943E1;1.221535921E0;-1.227099228E1;2.253141642E0
1.552263875E1;1.659721613E0;-1.261795235E1;2.241177559E0
1.552508724E1;2.092822552E0;-1.303220940E1;2.104786634E0
1.552753495E1;2.483151674E0;-1.353021526E1;1.791027784E0
1.552998354E1;2.832803011E0;-1.408086395E1;1.302592874E0
1.553243287E1;3.103191853E0;-1.472961807E1;6.299105883E-1
1.553488141E1;3.275774240E0;-1.549562073E1;-2.174477577E-1
1.553732907E1;3.404986620E0;-1.640549088E1;-1.261316657E0
1.553977766E1;3.541377544E0;-1.742543221E1;-2.463111877E0
1.554222698E1;3.742374659E0;-1.847408676E1;-3.765704632E0
1.554467552E1;3.986741543E0;-1.952244186E1;-5.079962254E0
1.554712318E1;4.360321045E0;-2.045624161E1;-6.245865345E0
1.554957177E1;4.874777794E0;-2.116242218E1;-6.987939358E0
1.555202110E1;5.327320576E0;-2.150489616E1;-7.052844524E0
1.555446964E1;5.911468506E0;-2.140678978E1;-6.459125519E0
1.555691729E1;6.431009769E0;-2.082024956E1;-5.230710506E0
1.555936589E1;6.862017155E0;-1.976441574E1;-3.538087368E0
1.556181526E1;7.082156658E0;-1.843819427E1;-1.472184181E0
1.556426375E1;6.924230576E0;-1.687957001E1;5.653043389E-1
1.556671146E1;6.280261993E0;-1.525155258E1;2.353640079E0
1.556916006E1;5.102395058E0;-1.365703487E1;3.696911097E0
1.557160938E1;3.732803345E0;-1.192134190E1;4.496412754E0
1.557405792E1;2.349153519E0;-1.009472084E1;4.893920422E0
1.557650558E1;1.118644595E0;-8.308478355E0;4.941776752E0
1.557895417E1;-6.640082598E-2;-6.649653912E0;4.824528694E0
1.558140349E1;-1.167697430E0;-5.203492165E0;4.429413795E0
1.558385203E1;-2.216351986E0;-3.913162231E0;3.816552162E0
1.558629969E1;-3.147758245E0;-2.826222658E0;2.897109985E0
1.558874828E1;-4.074079514E0;-1.928315997E0;1.795813441E0
1.559119761E1;-4.945665359E0;-1.214955688E0;4.911268353E-1
1.559364615E1;-5.730810165E0;-6.810571551E-1;-9.550353289E-1
1.559609380E1;-6.554539204E0;-3.984049559E-1;-2.484647274E0
1.559854240E1;-7.272685528E0;-3.170489967E-1;-3.847060680E0
1.560099172E1;-8.038987160E0;-4.704887569E-1;-4.972285271E0
1.560344026E1;-8.711668968E0;-8.102695942E-1;-5.594718456E0
1.560588797E1;-9.398708344E0;-1.310668588E0;-5.659324646E0
1.560833651E1;-9.932606697E0;-1.748854280E0;-5.292923450E0
1.561078584E1;-1.015274620E1;-1.980958104E0;-4.462315083E0
1.561323438E1;-9.901499748E0;-1.947458506E0;-3.310769320E0
1.561568209E1;-9.279067039E0;-1.782353759E0;-1.936391711E0
1.561813068E1;-8.318946838E0;-1.600499272E0;-4.713860750E-1
1.562058000E1;-7.198507786E0;-1.533201098E0;8.790631890E-1
1.562302849E1;-6.015855312E0;-1.617249012E0;2.114357948E0
1.562547620E1;-4.797310352E0;-1.990529299E0;3.151048422E0
1.562792479E1;-3.636193037E0;-2.648854733E0;4.017549038E0
1.563037412E1;-2.513360977E0;-3.620938778E0;4.733302116E0
1.563282266E1;-1.493420482E0;-4.813162804E0;5.298307419E0
1.563527032E1;-5.356931686E-1;-6.204289913E0;5.657529831E0
1.563771891E1;3.164508045E-1;-7.726723194E0;5.872884274E0
1.564016823E1;1.054038405E0;-9.349954605E0;5.846562862E0
1.564261677E1;1.709970832E0;-1.103300571E1;5.602495193E0
1.564506443E1;2.167299032E0;-1.277587795E1;5.197809219E0
1.564751302E1;2.490330219E0;-1.449272823E1;4.764409065E0
1.564996235E1;2.756232500E0;-1.612283897E1;4.245166302E0
1.565241089E1;2.990729094E0;-1.761446571E1;3.775874138E0
1.565485860E1;3.335594654E0;-1.877079582E1;3.241975546E0
1.565730714E1;3.711267948E0;-1.968066788E1;2.669791937E0
1.565975651E1;4.135096550E0;-2.018585205E1;2.102393866E0
1.566220500E1;4.568496704E0;-2.045384789E1;1.635494232E0
1.566465271E1;4.968397141E0;-2.040359879E1;1.180558920E0
1.566710131E1;5.303392410E0;-2.005873299E1;8.742775917E-1
1.566955063E1;5.566901684E0;-1.945305061E1;6.610172391E-1
1.567199917E1;5.710471153E0;-1.861047745E1;4.217349887E-1
1.567444682E1;5.708078384E0;-1.749721718E1;2.467598319E-1
1.567689542E1;5.576473236E0;-1.614916039E1;1.127617657E-1
1.567934474E1;5.379962444E0;-1.475354576E1;5.054837838E-2
1.568179328E1;5.100002289E0;-1.342253876E1;5.084747914E-3
1.568424094E1;4.767100811E0;-1.229252815E1;-1.097707376E-1
1.568668953E1;4.365106583E0;-1.134197903E1;-2.485544533E-1
1.568913886E1;3.934099436E0;-1.060229778E1;-3.445664644E-1
1.569158740E1;3.452843189E0;-1.007318497E1;-4.091726840E-1
1.569403506E1;2.964408159E0;-9.704391479E0;-4.067798555E-1
1.569648365E1;2.423331022E0;-9.479466438E0;-3.326023519E-1
1.569893297E1;1.894218206E0;-9.302098274E0;-2.341975123E-1
1.570138151E1;1.374676585E0;-9.244669914E0;-1.073779166E-1
1.570382922E1;8.766704202E-1;-9.187242508E0;3.379862010E-2
1.570627776E1;3.858426511E-1;-9.144171715E0;1.893320978E-1
1.570872714E1;-9.511470050E-2;-9.146564484E0;4.313062727E-1
1.571117563E1;-5.165506005E-1;-9.175278664E0;6.418746710E-1
1.571362334E1;-8.997012973E-1;-9.172885895E0;8.623134494E-1
1.571607193E1;-1.213161111E0;-9.247062683E0;1.092024446E0
1.571852125E1;-1.409671664E0;-9.309276581E0;1.319342613E0
1.572096979E1;-1.634596944E0;-9.390632629E0;1.530210137E0
1.572341745E1;-1.792523265E0;-9.479466438E0;1.652244091E0
1.572586604E1;-1.835893154E0;-9.577571869E0;1.692921996E0
1.572831537E1;-1.809273005E0;-9.666106224E0;1.714457393E0
1.573076391E1;-1.790130496E0;-9.723533630E0;1.757528186E0
1.573321157E1;-1.694417477E0;-9.764211655E0;1.750349760E0
1.573566016E1;-1.562812328E0;-9.778569221E0;1.810170293E0
1.573810948E1;-1.368993640E0;-9.833603859E0;1.812563181E0
1.574055802E1;-1.153340459E0;-9.862318039E0;1.831705689E0
1.574300573E1;-9.355936646E-1;-9.922138214E0;1.879562140E0
1.574545427E1;-6.409773827E-1;-9.969994545E0;1.860419631E0
1.574790360E1;-4.112663865E-1;-1.005882835E1;1.879562140E0
1.575035214E1;-1.671984792E-1;-1.011386299E1;1.927418590E0
1.575279985E1;4.845465720E-2;-1.015932655E1;1.936989903E0
1.575524839E1;2.303091735E-1;-1.018325520E1;1.896311998E0
1.575769776E1;3.595215976E-1;-1.019521904E1;1.853241086E0
1.576014625E1;5.344967842E-1;-1.019521904E1;1.817348838E0
1.576259396E1;7.139584422E-1;-1.018804073E1;1.664208174E0
1.576504256E1;8.694919348E-1;-1.021675491E1;1.467996716E0
1.576749188E1;9.675976634E-1;-1.020718288E1;1.266700506E0
1.576994042E1;1.109073281E0;-1.023350430E1;1.070489049E0
1.577238808E1;1.243071318E0;-1.020718288E1;8.452646136E-1
1.577483667E1;1.259821177E0;-1.020000458E1;6.777670383E-1
1.577728599E1;1.341177106E0;-1.013061333E1;5.318048596E-1
1.577973453E1;1.398604870E0;-1.005643559E1;3.954139352E-1
1.578218219E1;1.377069473E0;-9.984351158E0;2.898306549E-1
1.578463078E1;1.367498159E0;-9.895816803E0;1.701895148E-1
1.578708011E1;1.367498159E0;-9.780961990E0;6.251249462E-2
1.578952865E1;1.300499082E0;-9.656535149E0;2.991028305E-4
1.579197636E1;1.195214868E0;-9.532108307E0;-4.755735025E-2
1.579442490E1;1.094716311E0;-9.426525116E0;1.944168471E-2
1.579687427E1;9.293124676E-1;-9.302098274E0;4.576273263E-2
1.579932276E1;8.359923959E-1;-9.196813583E0;9.840483218E-2
1.580177047E1;7.666005492E-1;-9.089137077E0;1.845464408E-1
1.580421907E1;6.804589629E-1;-9.007781029E0;2.419741899E-1
