"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
3.402434482E0;5.119144917E0;-1.807657814E1;2.181356907E0
3.404883023E0;5.152644634E0;-1.722892189E1;1.901097536E0
3.407332346E0;5.035396099E0;-1.613001823E1;1.664208174E0
3.409780888E0;4.848456860E0;-1.489472294E1;1.412662625E0
3.412228544E0;4.568496704E0;-1.363310719E1;1.192523003E0
3.414677138E0;4.204488277E0;-1.245045471E1;1.013061285E0
3.417126409E0;3.824029684E0;-1.141376400E1;7.926225066E-1
3.419574950E0;3.474378586E0;-1.054217815E1;5.916253924E-1
3.422022607E0;3.105584621E0;-9.843174934E0;4.001995921E-1
3.424471200E0;2.715554714E0;-9.299705505E0;2.443670183E-1
3.426920523E0;2.346760750E0;-8.928817749E0;1.845464408E-1
3.429369013E0;1.966002941E0;-8.677271843E0;1.582254022E-1
3.431816669E0;1.549651742E0;-8.536095619E0;1.749751568E-1
3.434265263E0;1.185643673E0;-8.497810364E0;2.060818523E-1
3.436714586E0;8.359923959E-1;-8.504988670E0;2.276172489E-1
3.439163075E0;4.842474759E-1;-8.567202568E0;3.690928817E-1
3.441610784E0;2.111666054E-1;-8.648558617E0;5.126622319E-1
3.444059325E0;-3.050848842E-2;-8.777770996E0;6.945167780E-1
3.446508648E0;-2.174477577E-1;-8.904889107E0;8.524430394E-1
3.448957190E0;-3.490529954E-1;-9.029315948E0;1.036989570E0
3.451404846E0;-4.567300081E-1;-9.151350021E0;1.295414329E0
3.453853388E0;-4.519443810E-1;-9.268598557E0;1.513460279E0
3.456302711E0;-4.423730969E-1;-9.412167549E0;1.800599098E0
3.458751253E0;-4.208376706E-1;-9.556035995E0;2.064108610E0
3.461198909E0;-3.466601670E-1;-9.704391479E0;2.315355062E0
3.463647503E0;-1.983051747E-1;-9.828818321E0;2.494816780E0
3.466096773E0;-3.529413417E-2;-9.931709290E0;2.552543640E0
3.468545315E0;1.154536903E-1;-1.003489971E1;2.645863533E0
3.470992971E0;2.494517565E-1;-1.014257717E1;2.679363251E0
3.473441565E0;3.619144261E-1;-1.023111153E1;2.770290375E0
3.475890888E0;4.746761918E-1;-1.028375340E1;2.791825771E0
3.478339378E0;5.919244885E-1;-1.036271667E1;2.753540754E0
3.480787034E0;6.708876491E-1;-1.037707329E1;2.720041037E0
3.483235628E0;7.474579811E-1;-1.041057301E1;2.643470764E0
3.485684950E0;7.977072597E-1;-1.043928719E1;2.487638235E0
3.488133440E0;8.527421951E-1;-1.043450165E1;2.353640079E0
3.490581148E0;7.139584422E-1;-1.047039413E1;2.257927179E0
3.493029690E0;6.972087026E-1;-1.045364380E1;2.025823355E0
3.495479013E0;7.307082415E-1;-1.038185883E1;1.769492388E0
3.497927555E0;7.043871880E-1;-1.034836006E1;1.537388563E0
3.500375211E0;5.991029739E-1;-1.033878803E1;1.300199986E0
3.502823753E0;5.177469850E-1;-1.030050373E1;1.048953652E0
3.505273075E0;3.906283081E-1;-1.027896786E1;8.117650747E-1
3.507721617E0;2.159522474E-1;-1.020957565E1;5.078766346E-1
3.510169273E0;4.606183618E-2;-1.016411209E1;3.403790295E-1
3.512617867E0;-1.214357466E-1;-1.006122112E1;1.701895148E-1
3.515067138E0;-2.509472668E-1;-1.002772141E1;4.815555736E-2
3.517515680E0;-3.849453330E-1;-1.001097202E1;-5.234299600E-2
3.519963336E0;-5.356931686E-1;-9.974780083E0;-1.576271951E-1
3.522411930E0;-6.577271223E-1;-9.910174370E0;-2.437688112E-1
3.524861253E0;-7.920243144E-1;-9.850353241E0;-3.254238665E-1
3.527309742E0;-8.853443861E-1;-9.804889679E0;-3.732803464E-1
3.529757398E0;-1.031306505E0;-9.768997192E0;-4.283152521E-1
3.532205992E0;-1.155733347E0;-9.723533630E0;-4.235295951E-1
3.534655315E0;-1.275673628E0;-9.666106224E0;-3.637090325E-1
3.537103805E0;-1.337886930E0;-9.644570351E0;-2.847459018E-1
3.539551513E0;-1.407278776E0;-9.601499557E0;-2.389831543E-1
3.542000055E0;-1.328315616E0;-9.558428764E0;-1.743769497E-1
3.544449378E0;-1.455135226E0;-9.608678818E0;-4.486542661E-3
3.546897867E0;-1.452742457E0;-9.601499557E0;1.199402362E-1
3.549345575E0;-1.450349569E0;-9.563215256E0;3.068794906E-1
3.551794117E0;-1.438385487E0;-9.536893845E0;5.413761139E-1
3.554243440E0;-1.445564032E0;-9.520144463E0;6.634100676E-1
3.556691982E0;-1.333101273E0;-9.477072716E0;7.256234884E-1
3.559139638E0;-1.143769264E0;-9.409774780E0;7.328019142E-1
3.561588180E0;-9.906286001E-1;-9.306883812E0;6.681957245E-1
3.564037503E0;-8.542376757E-1;-9.259027481E0;6.394818425E-1
3.566486044E0;-7.345965505E-1;-9.201599121E0;5.964110494E-1
3.568933700E0;-5.883352757E-1;-9.079565048E0;6.634100676E-1
3.571382294E0;-4.495515525E-1;-9.036494255E0;7.519445419E-1
3.573831617E0;-3.394817114E-1;-8.998209953E0;8.356932998E-1
3.576280107E0;-1.887338907E-1;-8.933603287E0;9.460622668E-1
3.578727763E0;1.256231871E-2;-8.823234558E0;1.060917735E0
3.581176357E0;1.728814393E-1;-8.782556534E0;1.087238789E0
3.583625680E0;3.403790295E-1;-8.722735405E0;1.077667475E0
3.586074169E0;4.674977362E-1;-8.655736923E0;1.027418256E0
3.588521878E0;5.727819204E-1;-8.648558617E0;9.795617461E-1
3.590970419E0;7.139584422E-1;-8.638986588E0;9.532406926E-1
3.593419742E0;8.455637097E-1;-8.593523026E0;7.471588850E-1
3.595868284E0;9.870393276E-1;-8.516953468E0;6.131607890E-1
3.598315940E0;1.123430252E0;-8.457132339E0;5.198407173E-1
3.600764482E0;1.223928809E0;-8.433204651E0;4.887340367E-1
3.603213805E0;1.281356573E0;-8.437990189E0;4.743770957E-1
3.605662346E0;1.374676585E0;-8.406883240E0;4.408775866E-1
3.608110003E0;1.427318692E0;-8.375776291E0;4.265206456E-1
3.610558596E0;1.465603828E0;-8.349455833E0;4.528416991E-1
3.613007867E0;1.592722535E0;-8.306085587E0;3.188436031E-1
3.615456409E0;1.619043589E0;-8.260622025E0;2.419741899E-1
3.617904065E0;1.631007791E0;-8.205587387E0;1.677966863E-1
3.620352659E0;1.638186216E0;-8.186444283E0;1.199402362E-1
3.622801982E0;1.633400559E0;-8.203194618E0;4.576273263E-2
3.625250471E0;1.631007791E0;-8.231907845E0;-1.884347759E-2
3.627698128E0;1.619043589E0;-8.219944000E0;-3.559323773E-2
3.630146721E0;1.623829246E0;-8.251050949E0;-1.743769497E-1
3.632596044E0;1.616650820E0;-8.306085587E0;-2.799602449E-1
3.635044534E0;1.604686737E0;-8.392526627E0;-4.019941986E-1
3.637492242E0;1.566401482E0;-8.483453751E0;-4.498506486E-1
3.639940784E0;1.540080428E0;-8.574380875E0;-5.527420044E-1
3.642390107E0;1.506281853E0;-8.689236641E0;-5.694918036E-1
3.644838648E0;1.501496196E0;-8.816056252E0;-5.814558864E-1
3.647286305E0;1.515853167E0;-8.979066849E0;-6.699903607E-1
3.649734846E0;1.511067510E0;-9.060422897E0;-6.939185858E-1
3.652184169E0;1.479960799E0;-9.139386177E0;-6.963114142E-1
3.654632711E0;1.441675663E0;-9.110671997E0;-6.628118753E-1
3.657080367E0;1.475175142E0;-9.117850304E0;-6.843472719E-1
3.659528961E0;1.441675663E0;-9.096315384E0;-7.130611539E-1
3.661978232E0;1.479960799E0;-9.048459053E0;-7.322037220E-1
3.664426773E0;1.479960799E0;-8.988637924E0;-7.513462901E-1
3.666874430E0;1.422533035E0;-8.979066849E0;-7.154539824E-1
3.669323023E0;1.424925923E0;-8.955139160E0;-8.087740541E-1
3.671772346E0;1.477568030E0;-8.888139725E0;-8.665009141E-1
3.674220836E0;1.465603828E0;-8.830412865E0;-9.287142754E-1
3.676668492E0;1.436890006E0;-8.780163765E0;-9.119645357E-1
3.679117086E0;1.432104349E0;-8.794520378E0;-8.976075649E-1
3.681566409E0;1.446461320E0;-8.801698685E0;-1.010070205E0
3.684014898E0;1.542473316E0;-8.830412865E0;-1.120140076E0
3.686462607E0;1.609472275E0;-8.835198402E0;-1.091426253E0
3.688911148E0;1.671685696E0;-9.000602722E0;-1.096211910E0
3.691360471E0;1.762612939E0;-9.177671432E0;-1.060319543E0
3.693809013E0;1.865504384E0;-9.397810936E0;-1.048355460E0
3.696256669E0;2.023430586E0;-9.699605942E0;-1.148854017E0
3.698705263E0;2.196012974E0;-9.946066856E0;-1.141675472E0
3.701154534E0;2.394617319E0;-1.008275604E1;-9.598209858E-1
3.703603075E0;2.631506681E0;-1.029332447E1;-7.776673436E-1
3.706050732E0;2.856731176E0;-1.043450165E1;-5.288137794E-1
3.708499325E0;3.086441994E0;-1.046560764E1;-1.911267042E-1
3.710948648E0;3.333201885E0;-1.045364380E1;4.097708687E-2
3.713397138E0;3.601198196E0;-1.037707329E1;2.419741899E-1
3.715844794E0;3.792922974E0;-1.027657509E1;4.145565331E-1
3.718293388E0;3.960420609E0;-1.012343407E1;5.030909777E-1
3.720742711E0;4.094418526E0;-9.991530418E0;5.533402562E-1
3.723191200E0;4.216452599E0;-9.852746010E0;5.341976285E-1
3.725638857E0;4.288237095E0;-9.749855042E0;4.959124923E-1
3.728087450E0;4.403391838E0;-9.721140862E0;4.001995921E-1
3.730536773E0;4.434498787E0;-9.754640579E0;2.419741899E-1
3.732985263E0;4.479962349E0;-9.826425552E0;1.055833027E-1
3.735432971E0;4.489533424E0;-9.979565620E0;-6.879365072E-3
3.737881513E0;4.499104977E0;-1.015932655E1;-5.473581702E-2
3.740330836E0;4.515854359E0;-1.037707329E1;-1.336989701E-1
3.742779378E0;4.542175770E0;-1.060469055E1;-2.246262282E-1
3.745227034E0;4.515854359E0;-1.082961655E1;-2.919243574E-1
3.747675628E0;4.513461590E0;-1.105454159E1;-3.421736360E-1
3.750124898E0;4.511068821E0;-1.123190975E1;-4.283152521E-1
3.752573440E0;4.518247128E0;-1.138265705E1;-5.024927258E-1
3.755021096E0;4.513461590E0;-1.150229836E1;-5.886343718E-1
3.757469690E0;4.520640373E0;-1.160040379E1;-6.747759581E-1
3.759919013E0;4.534996986E0;-1.173470116E1;-7.561319470E-1
3.762367503E0;4.489533424E0;-1.184477139E1;-8.425726891E-1
3.764815159E0;4.441677094E0;-1.195244789E1;-9.311071038E-1
3.767263753E0;4.391427994E0;-1.210798168E1;-9.789635539E-1
3.769713075E0;4.312165737E0;-1.220847988E1;-1.012463093E0
3.772161565E0;4.245166302E0;-1.234277725E1;-1.017248750E0
3.774609273E0;4.159024715E0;-1.246481133E1;-1.108175993E0
3.777057815E0;4.065704823E0;-1.259641647E1;-1.175175071E0
3.779507138E0;3.993920088E0;-1.273519993E1;-1.246959686E0
3.781955680E0;3.898207188E0;-1.285274792E1;-1.390828133E0
3.784403336E0;3.835993767E0;-1.289581871E1;-1.551147223E0
3.786851878E0;3.708875179E0;-1.287189007E1;-1.709073544E0
3.789301200E0;3.541377544E0;-1.278784275E1;-1.919641972E0
3.791749742E0;3.352344513E0;-1.263230896E1;-2.082653046E0
3.794197398E0;3.139084101E0;-1.245524025E1;-2.298007011E0
3.796645992E0;2.938086987E0;-1.227817154E1;-2.496611357E0
3.799095315E0;2.741875648E0;-1.214148140E1;-2.681157827E0
3.801543805E0;2.552543640E0;-1.203619671E1;-2.855833769E0
3.803991461E0;2.385046005E0;-1.197398376E1;-3.054438114E0
3.806440055E0;2.241476536E0;-1.188784218E1;-3.236591816E0
3.808889378E0;2.138585329E0;-1.186391354E1;-3.375375509E0
3.811337867E0;2.054537296E0;-1.180170059E1;-3.509373426E0
3.813785575E0;1.997109652E0;-1.174666500E1;-3.569194078E0
3.816234117E0;1.954038739E0;-1.163390350E1;-3.593122244E0
3.818683440E0;1.913360834E0;-1.154776192E1;-3.535694599E0
3.821131982E0;1.901396751E0;-1.142812061E1;-3.504587889E0
3.823579638E0;1.889432549E0;-1.133240795E1;-3.399303675E0
3.826028232E0;1.860718727E0;-1.126301575E1;-3.246163130E0
3.828477503E0;1.832004786E0;-1.118883896E1;-3.073879719E0
3.830926044E0;1.820040703E0;-1.112662506E1;-2.879761934E0
3.833373700E0;1.776969910E0;-1.114576817E1;-2.659622431E0
3.835822294E0;1.781755567E0;-1.118883896E1;-2.386541367E0
3.838271617E0;1.707578063E0;-1.129412270E1;-2.046760559E0
3.840720107E0;1.642971873E0;-1.148554897E1;-1.668395638E0
3.843167763E0;1.534995675E0;-1.166261768E1;-1.194317579E0
3.845616357E0;1.400997639E0;-1.188544941E1;-6.723831892E-1
3.848065680E0;1.238285661E0;-1.206012535E1;-2.679961324E-1
3.850514169E0;1.168893814E0;-1.226142120E1;9.601201117E-2
3.852961878E0;1.080359459E0;-1.248873997E1;3.427718580E-1
3.855410419E0;9.675976634E-1;-1.274955750E1;4.935196638E-1
3.857859742E0;8.096713424E-1;-1.311117268E1;5.198407173E-1
3.860308284E0;5.679962635E-1;-1.355175114E1;4.336991012E-1
3.862755940E0;2.542374134E-1;-1.409043503E1;2.563311160E-1
3.865204482E0;-1.286142170E-1;-1.471047497E1;5.533402413E-2
3.867653805E0;-6.026921868E-1;-1.540947914E1;-1.528415531E-1
3.870102346E0;-1.232303619E0;-1.617817307E1;-3.110669553E-1
3.872550003E0;-1.910070658E0;-1.693699646E1;-4.354937077E-1
3.874998596E0;-2.585145712E0;-1.758814430E1;-5.192425251E-1
3.877447867E0;-3.229114056E0;-1.813639832E1;-5.264210105E-1
3.879896409E0;-3.784548044E0;-1.849562263E1;-4.498506486E-1
3.882344065E0;-4.172484398E0;-1.864158440E1;-2.919243574E-1
3.884792659E0;-4.337589264E0;-1.864636993E1;-1.576271951E-1
3.887241982E0;-4.361517429E0;-1.850519371E1;-6.879365072E-3
3.889690471E0;-4.234697819E0;-1.827757645E1;1.342971772E-1
3.892138180E0;-4.033401489E0;-1.796172333E1;2.180459648E-1
3.894586721E0;-3.782155275E0;-1.764796448E1;2.371885478E-1
3.897036044E0;-3.489931822E0;-1.729621887E1;2.419741899E-1
3.899484586E0;-3.245863914E0;-1.695613861E1;2.922234535E-1
3.901932242E0;-3.011367321E0;-1.663759422E1;2.706880569E-1
3.904380784E0;-2.723929405E0;-1.632892036E1;2.347957194E-1
3.906830107E0;-2.400898457E0;-1.599601936E1;1.821536273E-1
3.909278648E0;-2.008176327E0;-1.565863132E1;7.686942816E-2
3.911726305E0;-1.572383523E0;-1.529701614E1;-2.602194622E-2
3.914174898E0;-1.141376376E0;-1.496172142E1;-1.097707376E-1
3.916624169E0;-6.960122585E-1;-1.458365536E1;-2.871387303E-1
3.919072711E0;-1.935195327E-1;-1.421486187E1;-4.426721931E-1
3.921520367E0;3.164508045E-1;-1.388674641E1;-6.317051649E-1
3.923968961E0;8.623134494E-1;-1.361874962E1;-7.872386575E-1
3.926418284E0;1.377069473E0;-1.337946796E1;-8.880363107E-1
3.928866773E0;1.709970832E0;-1.319013596E1;-9.358927608E-1
3.931314482E0;1.899003863E0;-1.307049465E1;-1.010070205E0
3.933763023E0;1.997109652E0;-1.295563889E1;-1.043569803E0
3.936212346E0;2.136192322E0;-1.292931843E1;-1.055533886E0
3.938660836E0;2.172084808E0;-1.292931843E1;-1.115354419E0
3.941108544E0;2.200798512E0;-1.288624763E1;-1.134497046E0
3.943557086E0;2.210369825E0;-1.283599758E1;-1.057926655E0
3.946006409E0;2.040180445E0;-1.285274792E1;-7.322037220E-1
3.948454950E0;1.934896231E0;-1.284796238E1;-4.235295951E-1
3.950902607E0;1.853540182E0;-1.278066349E1;-3.661018610E-1
3.953351200E0;1.872682810E0;-1.267298698E1;-3.732803464E-1
3.955800523E0;1.899003863E0;-1.250788212E1;-3.756731451E-1
3.958249013E0;1.832004786E0;-1.237149143E1;-4.378865361E-1
3.960696669E0;1.762612939E0;-1.215344524E1;-5.168496966E-1
3.963145263E0;1.662114382E0;-1.200030422E1;-5.694918036E-1
3.965594586E0;1.564008713E0;-1.186630630E1;-6.101697683E-1
3.968043075E0;1.503889084E0;-1.172513008E1;-6.484549642E-1
3.970490784E0;1.415354609E0;-1.159801102E1;-6.652047038E-1
3.972939325E0;1.322034478E0;-1.151904774E1;-6.197410822E-1
3.975388648E0;1.202393413E0;-1.144008541E1;-5.527420044E-1
3.977837190E0;9.388837814E-1;-1.145204926E1;-5.072783828E-1
3.980284846E0;7.713862062E-1;-1.141854954E1;-4.450650215E-1
3.982733388E0;5.703890920E-1;-1.139222908E1;-3.732803464E-1
3.985182711E0;3.260220885E-1;-1.135633659E1;-2.656033039E-1
3.987631253E0;6.999006122E-2;-1.132044411E1;-2.126621157E-1
3.990078909E0;-1.863410622E-1;-1.127258778E1;-1.241276711E-1
3.992527503E0;-4.328017831E-1;-1.127019501E1;-3.798605874E-2
3.994976773E0;-6.577271223E-1;-1.123908806E1;2.183450572E-2
3.997425315E0;-8.685946465E-1;-1.120080280E1;7.686942816E-2
3.999872971E0;-1.069591761E0;-1.115773201E1;1.558325738E-1
4.002321565E0;-1.196411371E0;-1.104018497E1;2.132603228E-1
4.004770888E0;-1.323530078E0;-1.094686413E1;3.068794906E-1
4.007219378E0;-1.424028635E0;-1.080329514E1;3.930211067E-1
4.009667086E0;-1.514955878E0;-1.065254688E1;4.528416991E-1
4.012115628E0;-1.598704576E0;-1.044167995E1;5.006981492E-1
4.014564950E0;-1.660917997E0;-1.023589706E1;5.605186820E-1
4.017013492E0;-1.672882080E0;-1.002772141E1;5.461617708E-1
4.019461148E0;-1.586740494E0;-9.752247810E0;5.102694035E-1
4.021909690E0;-1.510170221E0;-9.469894409E0;4.983053207E-1
4.024359013E0;-1.443171144E0;-9.201599121E0;4.935196638E-1
4.026807555E0;-1.364207983E0;-8.902496338E0;4.360919297E-1
4.029255211E0;-1.335494161E0;-8.682058334E0;3.595215976E-1
4.031703805E0;-1.246660590E0;-8.399704933E0;2.778665423E-1
4.034153128E0;-1.155733347E0;-8.107481003E0;1.606182158E-1
4.036601617E0;-1.083948612E0;-7.870592117E0;6.011966988E-2
4.039049273E0;-1.057627559E0;-7.645367622E0;-1.645065658E-2
4.041497867E0;-1.004985452E0;-7.398906708E0;-7.387840003E-2
4.043947190E0;-9.212366939E-1;-7.171289444E0;-1.265204996E-1
4.046395680E0;-9.188438654E-1;-6.987041950E0;-1.504487246E-1
4.048843388E0;-8.877372146E-1;-6.769295216E0;-1.695913076E-1
4.051291930E0;-8.877372146E-1;-6.582355976E0;-1.600200087E-1
4.053741253E0;-8.709874153E-1;-6.398108482E0;-1.169492081E-1
4.056189794E0;-8.566305041E-1;-6.223432541E0;-1.001994461E-1
4.058637450E0;-8.374879360E-1;-6.069993019E0;-5.952146277E-2
4.061086044E0;-8.350951076E-1;-5.955137253E0;-4.486542661E-3
4.063535315E0;-8.949156404E-1;-5.857031822E0;6.251249462E-2
4.065983857E0;-9.044869542E-1;-5.761318684E0;1.199402362E-1
4.068431513E0;-8.781659007E-1;-5.653641701E0;1.677966863E-1
4.070880107E0;-8.877372146E-1;-5.581857204E0;2.276172489E-1
4.073329430E0;-8.925228715E-1;-5.526822090E0;3.140579760E-1
4.075777919E0;-9.212366939E-1;-5.459524155E0;4.480560422E-1
4.078225575E0;-9.906286001E-1;-5.421238899E0;5.940182209E-1
4.080674169E0;-1.033699393E0;-5.411667347E0;7.615157962E-1
4.083123492E0;-1.093519926E0;-5.373382568E0;9.005986452E-1
4.085571982E0;-1.134197950E0;-5.351847172E0;1.060917735E0
4.088019690E0;-1.201196909E0;-5.320740223E0;1.178166032E0
4.090468232E0;-1.237089276E0;-5.315954685E0;1.343270779E0
4.092917555E0;-1.246660590E0;-5.280062199E0;1.441675663E0
4.095366096E0;-1.249053478E0;-5.248955727E0;1.537388563E0
4.097813753E0;-1.275673628E0;-5.225027561E0;1.604387641E0
4.100262346E0;-1.294816136E0;-5.196313381E0;1.678565025E0
4.102711617E0;-1.323530078E0;-5.174777985E0;1.781456470E0
4.105160159E0;-1.400100350E0;-5.155635357E0;1.802991867E0
4.107607815E0;-1.416850090E0;-5.102993488E0;1.812563181E0
4.110056409E0;-1.426421404E0;-5.086243629E0;1.838884234E0
4.112505732E0;-1.445564032E0;-5.035994530E0;1.819741607E0
4.114954221E0;-1.464706540E0;-5.028815746E0;1.793420553E0
4.117401930E0;-1.495813251E0;-4.985744953E0;1.726421595E0
4.119850471E0;-1.524527073E0;-4.971388340E0;1.673779488E0
4.122299794E0;-1.529312730E0;-4.918447018E0;1.587637782E0
4.124748336E0;-1.565205097E0;-4.865804672E0;1.489532113E0
4.127195992E0;-1.550848126E0;-4.782055855E0;1.391127229E0
4.129644586E0;-1.579562068E0;-4.748556614E0;1.285843015E0
4.132093857E0;-1.605883121E0;-4.717449665E0;1.261914849E0
4.134542398E0;-1.663310885E0;-4.648057938E0;1.209272742E0
4.136990055E0;-1.735095501E0;-4.614558697E0;1.108774185E0
4.139438648E0;-1.749452472E0;-4.564309120E0;1.027418256E0
4.141887971E0;-1.787737608E0;-4.494917393E0;9.604191780E-1
4.144336461E0;-1.833500385E0;-4.449453831E0;9.221340418E-1
4.146784117E0;-1.888535261E0;-4.384548187E0;8.958129883E-1
4.149232711E0;-1.962712765E0;-4.312763691E0;9.125627279E-1
4.151682034E0;-2.008176327E0;-4.240979195E0;8.862416744E-1
4.154130575E0;-2.041675806E0;-4.169194221E0;8.742775917E-1
4.156578232E0;-2.079961061E0;-4.083052635E0;8.428717852E-1
4.159026773E0;-2.096710920E0;-4.018446445E0;8.045865893E-1
4.161476096E0;-2.103889227E0;-3.951447487E0;7.734799385E-1
4.163924638E0;-2.113460541E0;-3.877269983E0;7.136593461E-1
4.166372294E0;-2.094317913E0;-3.824328899E0;6.466603279E-1
4.168820888E0;-2.072782516E0;-3.774079561E0;6.370890141E-1
4.171270159E0;-2.017747641E0;-3.723830223E0;5.700899959E-1
4.173718700E0;-1.912463546E0;-3.659224033E0;5.054838061E-1
4.176166357E0;-1.821237087E0;-3.616153240E0;4.025924206E-1
4.178614950E0;-1.677667737E0;-3.611367464E0;3.188436031E-1
4.181064273E0;-1.514955878E0;-3.577867985E0;2.467598319E-1
4.183512763E0;-1.383350611E0;-3.587439299E0;1.247258782E-1
4.185960471E0;-1.172483087E0;-3.565903902E0;-1.166501082E-2
4.188409013E0;-9.786644578E-1;-3.635295868E0;-1.695913076E-1
4.190858336E0;-7.752745152E-1;-3.707080364E0;-3.206382394E-1
4.193306878E0;-5.787639618E-1;-3.843770504E0;-5.766702294E-1
4.195754534E0;-3.993022740E-1;-4.059124470E0;-9.311071038E-1
4.198203075E0;-1.743769497E-1;-4.379762650E0;-1.292423368E0
4.200652398E0;2.991028363E-3;-4.746163845E0;-1.759322882E0
4.203100940E0;2.159522474E-1;-5.181956768E0;-2.242972136E0
4.205548596E0;3.762713671E-1;-5.715855122E0;-2.681157827E0
4.207997190E0;5.225326419E-1;-6.276074886E0;-3.131307602E0
4.210446513E0;6.828517914E-1;-6.855436802E0;-3.581158161E0
4.212895003E0;8.718847632E-1;-7.453941822E0;-4.079164505E0
4.215342659E0;1.128215909E0;-8.102695465E0;-4.696811676E0
4.217791253E0;1.434497118E0;-8.782556534E0;-5.369792938E0
4.220240575E0;1.786541224E0;-9.515357971E0;-6.071189404E0
4.222689065E0;2.219941139E0;-1.025503922E1;-6.796513557E0
4.225136773E0;2.705983400E0;-1.106889820E1;-7.565207958E0
4.227585315E0;3.242274761E0;-1.196680546E1;-8.278568268E0
4.230034638E0;3.816851139E0;-1.288624763E1;-8.903393745E0
4.232483180E0;4.214059830E0;-1.394925880E1;-9.339186668E0
4.234930836E0;4.826921463E0;-1.500479221E1;-9.662218094E0
4.237379430E0;5.401497841E0;-1.614916039E1;-9.717252731E0
4.239828700E0;6.031408787E0;-1.726720619E1;-9.422935486E0
4.242277242E0;6.550651073E0;-1.854108620E1;-8.922536850E0
4.244724898E0;7.194918633E0;-1.969741631E1;-8.388637543E0
4.247173492E0;7.944170952E0;-2.068385887E1;-7.857132435E0
4.249622815E0;8.528319359E0;-2.146660995E1;-7.488338470E0
4.252071305E0;9.052646637E0;-2.195265198E1;-7.473981380E0
4.254519013E0;9.512367249E0;-2.201725769E1;-7.806882858E0
4.256967555E0;1.000798035E1;-2.166760635E1;-8.333602905E0
4.259416878E0;1.039083195E1;-2.098296165E1;-8.989535332E0
4.261865419E0;1.067587757E1;-2.011885262E1;-9.674181938E0
4.264313075E0;1.081705379E1;-1.916830444E1;-1.028225803E1
4.266761617E0;1.079312611E1;-1.810289955E1;-1.073719311E1
4.269210940E0;1.071177006E1;-1.693460464E1;-1.092413235E1
4.271659482E0;1.066152000E1;-1.576870155E1;-1.084726334E1
4.274107138E0;1.040997505E1;-1.471765423E1;-1.051466084E1
4.276555732E0;9.809077263E0;-1.374078369E1;-9.997511864E0
4.279005055E0;8.995218277E0;-1.282164097E1;-9.583254814E0
4.281453544E0;8.020741463E0;-1.196680546E1;-9.221639633E0
4.283901253E0;6.962515831E0;-1.112662506E1;-8.912964821E0
4.286349794E0;5.959324837E0;-1.034357452E1;-8.611170769E0
4.288799117E0;5.016253471E0;-9.646963120E0;-8.225926399E0
4.291247659E0;4.118346691E0;-9.010173798E0;-7.780561924E0
4.293695315E0;3.244667530E0;-8.485846519E0;-7.287341595E0
4.296143857E0;2.373081923E0;-7.966304779E0;-6.798906326E0
4.298593180E0;1.534995675E0;-7.520940781E0;-6.178866386E0
4.301041721E0;7.283154130E-1;-7.159325123E0;-5.855535984E0
4.303489378E0;-1.214357466E-1;-6.728617191E0;-5.144568920E0
4.305937971E0;-9.523434043E-1;-6.345466614E0;-4.333102703E0
4.308387294E0;-1.802094579E0;-6.024528980E0;-3.430410385E0
4.310835784E0;-2.642573595E0;-5.835496426E0;-2.472683191E0
4.313283440E0;-3.461217880E0;-5.734997749E0;-1.398006678E0
4.315732034E0;-4.258625984E0;-5.794818401E0;-2.967100143E-1
4.318181357E0;-4.957629204E0;-5.962316036E0;8.117650747E-1
4.320629898E0;-5.515456200E0;-6.233004093E0;1.917847395E0
4.323077555E0;-5.932106495E0;-6.623034000E0;2.921038151E0
4.325526096E0;-6.154638767E0;-7.034898758E0;3.785445452E0
4.327975419E0;-6.025426388E0;-7.583154202E0;4.424628258E0
4.330423961E0;-5.577669621E0;-8.255836487E0;4.714159489E0
4.332871617E0;-4.854738235E0;-8.943174362E0;4.822135925E0
4.335320211E0;-3.952045679E0;-9.563215256E0;4.901099205E0
4.337769482E0;-2.989831924E0;-1.014257717E1;5.054239750E0
4.340218023E0;-2.044068813E0;-1.064776134E1;5.221737385E0
4.342665680E0;-1.182054400E0;-1.112662506E1;5.399105072E0
4.345114273E0;-4.974080026E-1;-1.154058361E1;5.583352566E0
4.347563596E0;1.465603858E-1;-1.186391354E1;5.640780449E0
4.350012086E0;7.354938388E-1;-1.211037445E1;5.571388245E0
4.352459794E0;1.231107235E0;-1.234756279E1;5.267200947E0
4.354908336E0;1.616650820E0;-1.256052399E1;4.685445786E0
4.357357659E0;1.949253201E0;-1.280219936E1;3.814159393E0
4.359806200E0;2.172084808E0;-1.310638714E1;2.743969440E0
4.362253857E0;2.241476536E0;-1.349671650E1;1.518245935E0
4.364702450E0;2.282154560E0;-1.400190067E1;9.361918271E-2
4.367151721E0;2.260619164E0;-1.463629818E1;-1.398006678E0
4.369600263E0;2.215155602E0;-1.541905022E1;-3.013760090E0
4.372047919E0;2.174477577E0;-1.630259895E1;-4.567599297E0
4.374496513E0;2.193620205E0;-1.726242065E1;-6.018547058E0
4.376945836E0;2.277369022E0;-1.821775436E1;-7.172485828E0
4.379394325E0;2.487937450E0;-1.904387665E1;-7.885846138E0
4.381842034E0;2.751446962E0;-1.969981003E1;-8.151748657E0
