"Time (s)";"Gyroscope x (rad/s)";"Gyroscope y (rad/s)";"Gyroscope z (rad/s)"
1.115316136E1;1.379293084E0;6.100836992E-1;5.705313683E-1
1.115560990E1;1.363411069E0;5.526640415E-1;5.790832043E-1
1.115805761E1;1.345085621E0;4.940227270E-1;5.851916671E-1
1.116050615E1;1.330425382E0;4.414898455E-1;5.888567567E-1
1.116295547E1;1.318208337E0;3.987305462E-1;5.900784731E-1
1.116540401E1;1.305991411E0;3.694098890E-1;5.937435627E-1
1.116785167E1;1.294996142E0;3.510844707E-1;5.974085927E-1
1.117030026E1;1.282779217E0;3.449759781E-1;6.059604883E-1
1.117274959E1;1.275449038E0;3.498627543E-1;6.169557571E-1
1.117519813E1;1.264453769E0;3.657447994E-1;6.291726828E-1
1.117764578E1;1.255901933E0;3.791834414E-1;6.462764144E-1
1.118009438E1;1.249793530E0;3.865135908E-1;6.646018028E-1
1.118254370E1;1.244906664E0;3.938437700E-1;6.841489077E-1
1.118499224E1;1.241241574E0;3.999522328E-1;7.036960125E-1
1.118743990E1;1.227802992E0;4.109475017E-1;7.207997441E-1
1.118988849E1;1.225359559E0;4.256078303E-1;7.366818190E-1
1.119233782E1;1.216807723E0;4.341596961E-1;7.513421178E-1
1.119478636E1;1.207034230E0;4.463766217E-1;7.696675658E-1
1.119723401E1;1.196038961E0;4.537068009E-1;7.855495811E-1
1.119968261E1;1.183822036E0;4.610369802E-1;8.002098799E-1
1.120213193E1;1.166718245E0;4.683671296E-1;8.148702383E-1
1.120458047E1;1.152057886E0;4.842491746E-1;8.270871639E-1
1.120702813E1;1.131289124E0;5.001311898E-1;8.368607163E-1
1.120947672E1;1.112963676E0;5.233433843E-1;8.515210748E-1
1.121192604E1;1.093416572E0;5.538857579E-1;8.612946272E-1
1.121437459E1;1.079977989E0;5.905365944E-1;8.735115528E-1
1.121682224E1;1.065317631E0;6.247440577E-1;8.820634484E-1
1.121927084E1;1.049435616E0;6.589514613E-1;8.930587173E-1
1.122172016E1;1.034775257E0;6.943806410E-1;9.064973593E-1
1.122416870E1;1.021336675E0;7.237012982E-1;9.223793745E-1
1.122661636E1;9.993461370E-1;7.469134927E-1;9.382613897E-1
1.122906495E1;9.834640622E-1;7.640172243E-1;9.541434050E-1
1.123151427E1;9.675820470E-1;7.676823139E-1;9.724688530E-1
1.123396282E1;9.517000318E-1;7.652388811E-1;9.859074950E-1
1.123641047E1;9.394831061E-1;7.615737915E-1;1.000567794E0
1.123885907E1;9.272661209E-1;7.579087615E-1;1.017671585E0
1.124130839E1;9.187142849E-1;7.481352091E-1;1.029888511E0
1.124375693E1;9.077190161E-1;7.359182239E-1;1.040883780E0
1.124620459E1;9.040539265E-1;7.212579250E-1;1.051878929E0
1.124865318E1;8.967237473E-1;7.188144922E-1;1.061652541E0
1.125110250E1;8.906152844E-1;7.212579250E-1;1.072647810E0
1.125355104E1;8.857285380E-1;7.261446714E-1;1.082421303E0
1.125599870E1;8.845068216E-1;7.395833135E-1;1.090973258E0
1.125844729E1;8.857285380E-1;7.566870451E-1;1.093416572E0
1.126089662E1;8.906152844E-1;7.737907767E-1;1.092194915E0
1.126334516E1;8.967237473E-1;7.823426127E-1;1.087308168E0
1.126579282E1;9.028322697E-1;7.835643291E-1;1.082421303E0
1.126824141E1;8.991671801E-1;7.652388811E-1;1.077534556E0
1.127069073E1;8.967237473E-1;7.298097610E-1;1.072647810E0
1.127313927E1;8.942803741E-1;6.894938350E-1;1.071426034E0
1.127558693E1;8.857285380E-1;6.528429985E-1;1.072647810E0
1.127803552E1;8.735115528E-1;6.296308041E-1;1.073869467E0
1.128048485E1;8.612946272E-1;6.284091473E-1;1.075091124E0
1.128293339E1;8.502993584E-1;6.430694461E-1;1.070204377E0
1.128538104E1;8.380824327E-1;6.748335361E-1;1.061652541E0
1.128782964E1;8.270871639E-1;7.188144922E-1;1.051878929E0
1.129027896E1;8.258655071E-1;7.664605975E-1;1.042105436E0
1.129272750E1;8.234221339E-1;8.079982400E-1;1.034775257E0
1.129517516E1;8.197570443E-1;8.336538076E-1;1.023779988E0
1.129762375E1;8.173136115E-1;8.507575393E-1;1.016449809E0
1.130007308E1;8.099834919E-1;8.593093753E-1;1.011563063E0
1.130252162E1;8.099834919E-1;8.593093753E-1;1.007897973E0
1.130496927E1;7.989882231E-1;8.532009125E-1;1.004232883E0
1.130741787E1;7.855495811E-1;8.397622705E-1;1.001789451E0
1.130986719E1;7.708892226E-1;8.287670016E-1;9.993461370E-1
1.131231573E1;7.550072074E-1;8.189934492E-1;9.969027042E-1
1.131476339E1;7.427902818E-1;8.128849864E-1;9.956810474E-1
1.131721198E1;7.330167294E-1;8.079982400E-1;9.944593310E-1
1.131966130E1;7.281299233E-1;8.006680608E-1;9.920159578E-1
1.132210985E1;7.220214605E-1;7.921161652E-1;9.871291518E-1
1.132455750E1;7.122479081E-1;7.798992395E-1;9.810206890E-1
1.132700610E1;7.061394453E-1;7.652388811E-1;9.749122262E-1
1.132945542E1;7.000309825E-1;7.505785823E-1;9.700254202E-1
1.133190396E1;6.951441765E-1;7.346965671E-1;9.663603902E-1
1.133435162E1;6.865923405E-1;7.127060294E-1;9.626953006E-1
1.133680021E1;6.829272509E-1;6.992673874E-1;9.614735842E-1
1.133924953E1;6.731536984E-1;6.784985662E-1;9.565867782E-1
1.134169808E1;6.633801460E-1;6.479562521E-1;9.517000318E-1
1.134414573E1;6.487197876E-1;6.161921620E-1;9.431481957E-1
1.134659432E1;6.328377724E-1;5.917583108E-1;9.358180165E-1
1.134904365E1;6.169557571E-1;5.697677732E-1;9.297095537E-1
1.135149219E1;6.010736823E-1;5.514423847E-1;9.260444641E-1
1.135393985E1;5.827482939E-1;5.441122055E-1;9.248227477E-1
1.135638844E1;5.644228458E-1;5.477772951E-1;9.223793745E-1
1.135883776E1;5.473191738E-1;5.538857579E-1;9.187142849E-1
1.136128630E1;5.216635466E-1;5.575508475E-1;9.138274789E-1
1.136373396E1;5.021164417E-1;5.612159371E-1;9.101623893E-1
1.136618256E1;4.825693369E-1;5.697677732E-1;9.064973593E-1
1.136863188E1;4.593571424E-1;5.709894896E-1;9.028322697E-1
1.137108042E1;4.410317242E-1;5.709894896E-1;9.003888369E-1
1.137352808E1;4.251496792E-1;5.697677732E-1;9.003888369E-1
1.137597667E1;4.092676640E-1;5.624375939E-1;8.967237473E-1
1.137842599E1;3.909422457E-1;5.489989519E-1;8.869501948E-1
1.138087448E1;3.726168275E-1;5.331169367E-1;8.783983588E-1
1.138332219E1;3.518480062E-1;5.160132051E-1;8.698465228E-1
1.138577078E1;3.335226178E-1;4.964661002E-1;8.612946272E-1
1.138822011E1;3.115321100E-1;4.818057716E-1;8.564078808E-1
1.139066865E1;2.944283783E-1;4.720322192E-1;8.490777016E-1
1.139311631E1;2.614426315E-1;4.537068009E-1;8.356390595E-1
1.139556490E1;2.272351831E-1;4.390464723E-1;8.197570443E-1
1.139801422E1;1.942494214E-1;4.353813827E-1;7.977665067E-1
1.140046276E1;1.649287641E-1;4.366030693E-1;7.733326554E-1
1.140291042E1;1.331647038E-1;4.353813827E-1;7.440119386E-1
1.140535901E1;1.026223376E-1;4.414898455E-1;7.122479081E-1
1.140780834E1;7.452336699E-2;4.414898455E-1;6.792621613E-1
1.141025688E1;4.520269856E-2;4.353813827E-1;6.426113248E-1
1.141270453E1;2.809897438E-2;4.280512035E-1;6.071822047E-1
1.141515313E1;1.099525020E-2;4.085040987E-1;5.717530251E-1
1.141760245E1;-3.665083554E-3;3.669664860E-1;5.314370990E-1
1.142005094E1;-1.710372418E-2;3.156553209E-1;4.935645759E-1
1.142249865E1;-2.565558441E-2;2.619007528E-1;4.556920528E-1
1.142494724E1;-3.298575059E-2;2.057028115E-1;4.165978432E-1
1.142739656E1;-3.542914242E-2;1.507265568E-1;3.775036037E-1
1.142984506E1;-2.565558441E-2;1.006370857E-1;3.408527672E-1
1.143229276E1;-2.932066843E-2;4.566083103E-2;3.005368412E-1
1.143474136E1;-2.932066843E-2;-3.206948051E-3;2.663294077E-1
1.143719068E1;-3.054236248E-2;-4.963133857E-2;2.296785712E-1
1.143963917E1;-3.298575059E-2;-8.750387281E-2;1.966928244E-1
1.144208688E1;-3.665083647E-2;-1.119377613E-1;1.661504507E-1
1.144453547E1;-4.642439261E-2;-1.241547018E-1;1.343863904E-1
1.144698479E1;-5.375456065E-2;-1.192679256E-1;1.075091213E-1
1.144943334E1;-6.352811307E-2;-1.009425074E-1;8.185353130E-2
1.145188099E1;-7.574506104E-2;-7.162184268E-2;5.741964281E-2
1.145432959E1;-9.407047927E-2;-3.252761811E-2;3.420744836E-2
1.145677891E1;-1.099525094E-1;1.389677543E-2;9.773556143E-3
1.145922740E1;-1.343863904E-1;5.909947306E-2;-1.588202827E-2
1.146167511E1;-1.575985998E-1;1.091889441E-1;-4.031591862E-2
1.146412370E1;-1.844758689E-1;1.531699449E-1;-6.719319522E-2
1.146657302E1;-2.113531530E-1;1.983726472E-1;-9.284878522E-2
1.146902151E1;-2.394521236E-1;2.276933193E-1;-1.221694499E-1
1.147146922E1;-2.699944973E-1;2.460187376E-1;-1.563768983E-1
1.147391782E1;-2.993151546E-1;2.545706034E-1;-1.869192570E-1
1.147636714E1;-3.347443044E-1;2.582356930E-1;-2.186833173E-1
1.147881563E1;-3.665083647E-1;2.594573796E-1;-2.492256761E-1
1.148126334E1;-4.019374847E-1;2.594573796E-1;-2.773246467E-1
1.148371193E1;-4.349232614E-1;2.692309320E-1;-3.054236174E-1
1.148616125E1;-4.703523815E-1;2.838912606E-1;-3.323009014E-1
1.148860974E1;-5.118899941E-1;3.034383655E-1;-3.579564989E-1
1.149105745E1;-5.558710098E-1;3.266505599E-1;-3.848337829E-1
1.149350604E1;-6.084038615E-1;3.547495604E-1;-4.129327536E-1
1.149595537E1;-6.682668924E-1;3.865135908E-1;-4.422534108E-1
1.149840386E1;-7.317950130E-1;4.194993675E-1;-4.740174711E-1
1.150085157E1;-8.026533127E-1;4.537068009E-1;-5.070032477E-1
1.150330016E1;-8.808417320E-1;4.830274582E-1;-5.412106514E-1
1.150574948E1;-9.639169574E-1;5.123481154E-1;-5.778614879E-1
1.150819797E1;-1.054322362E0;5.392253995E-1;-6.145123243E-1
1.151064568E1;-1.147171140E0;5.563291311E-1;-6.523848772E-1
1.151309427E1;-1.240019917E0;5.661026835E-1;-6.902574301E-1
1.151554360E1;-1.340198874E0;5.636593103E-1;-7.293516397E-1
1.151799209E1;-1.440377831E0;5.502206683E-1;-7.684458494E-1
1.152043979E1;-1.538113356E0;5.221216679E-1;-8.099834919E-1
1.152288839E1;-1.635848999E0;4.793623984E-1;-8.527427912E-1
1.152533771E1;-1.728697777E0;4.268295169E-1;-8.930587173E-1
1.152778620E1;-1.816659689E0;3.620797098E-1;-9.394831061E-1
1.153023391E1;-1.905996203E0;2.863346636E-1;-9.859074950E-1
1.153268250E1;-1.985406280E0;2.044811249E-1;-1.034775257E0
1.153513182E1;-2.059929609E0;1.177408099E-1;-1.086086392E0
1.153758032E1;-2.122236013E0;2.000524849E-2;-1.137397647E0
1.154002802E1;-2.179655790E0;-7.528692484E-2;-1.189930439E0
1.154247662E1;-2.228523493E0;-1.681357026E-1;-1.240019917E0
1.154492594E1;-2.268839359E0;-2.597627938E-1;-1.288887739E0
1.154737443E1;-2.305490255E0;-3.428380191E-1;-1.338977218E0
1.154982214E1;-2.340919495E0;-4.100312293E-1;-1.387844920E0
1.155227073E1;-2.367796659E0;-4.601207078E-1;-1.430604339E0
1.155472006E1;-2.394674063E0;-4.918847680E-1;-1.472141862E0
1.155716854E1;-2.417886257E0;-5.053234100E-1;-1.510014415E0
1.155961625E1;-2.439876556E0;-5.004366040E-1;-1.546665311E0
1.156206485E1;-2.460645437E0;-4.808894992E-1;-1.583316088E0
1.156451417E1;-2.480192661E0;-4.491254389E-1;-1.612636805E0
1.156696266E1;-2.513178349E0;-4.161396921E-1;-1.640735745E0
1.156941037E1;-2.541277409E0;-3.697153032E-1;-1.661504507E0
1.157185896E1;-2.573041439E0;-3.196258247E-1;-1.676164865E0
1.157430828E1;-2.610913992E0;-2.707580328E-1;-1.685938478E0
1.157675677E1;-2.650008202E0;-2.133384049E-1;-1.688381791E0
1.157920448E1;-2.687880754E0;-1.559187621E-1;-1.684716702E0
1.158165308E1;-2.731861591E0;-1.021642014E-1;-1.677386522E0
1.158410240E1;-2.774621010E0;-5.207473040E-2;-1.661504507E0
1.158655089E1;-2.811271906E0;-8.093725890E-3;-1.639514089E0
1.158899860E1;-2.840592384E0;3.344388679E-2;-1.607749939E0
1.159144719E1;-2.861361265E0;7.498150319E-2;-1.571099162E0
1.159389651E1;-2.876021624E0;1.104106456E-1;-1.530783176E0
1.159634500E1;-2.869913101E0;1.409530044E-1;-1.492910743E0
1.159879271E1;-2.854031086E0;1.543916464E-1;-1.464811683E0
1.160124130E1;-2.827153921E0;1.580567211E-1;-1.440377831E0
1.160369063E1;-2.792946339E0;1.519482583E-1;-1.424495816E0
1.160613912E1;-2.748965263E0;1.458397806E-1;-1.406170368E0
1.160858683E1;-2.698875904E0;1.482831687E-1;-1.381736517E0
1.161103542E1;-2.645121336E0;1.617218107E-1;-1.352415800E0
1.161348474E1;-2.584036589E0;1.922641695E-1;-1.316986680E0
1.161593323E1;-2.524173498E0;2.276933193E-1;-1.280335903E0
1.161838094E1;-2.466753960E0;2.680092454E-1;-1.242463350E0
1.162082953E1;-2.408112526E0;3.071034551E-1;-1.204590797E0
1.162327886E1;-2.358023167E0;3.425326049E-1;-1.167939901E0
1.162572735E1;-2.316485405E0;3.694098890E-1;-1.137397647E0
1.162817506E1;-2.281056404E0;3.889569938E-1;-1.111742020E0
1.163062365E1;-2.252957344E0;3.975088596E-1;-1.094638348E0
1.163307297E1;-2.222414970E0;4.011739492E-1;-1.082421303E0
1.163552151E1;-2.202867985E0;4.011739492E-1;-1.077534556E0
1.163796917E1;-2.184542418E0;3.914003670E-1;-1.081199646E0
1.164041776E1;-2.167438745E0;3.779617548E-1;-1.090973258E0
1.164286709E1;-2.150335073E0;3.571929336E-1;-1.108076930E0
1.164531558E1;-2.140561581E0;3.254288733E-1;-1.132510781E0
1.164776328E1;-2.124679565E0;2.899997234E-1;-1.161831498E0
1.165021188E1;-2.111240864E0;2.521272004E-1;-1.192373872E0
1.165266120E1;-2.094137192E0;2.069245130E-1;-1.222916245E0
1.165510974E1;-2.077033281E0;1.641651988E-1;-1.249793530E0
1.165755740E1;-2.059929609E0;1.275143623E-1;-1.277892470E0
1.166000599E1;-2.036717415E0;1.128540337E-1;-1.296217918E0
1.166245532E1;-2.009840250E0;1.128540337E-1;-1.312099934E0
1.166490386E1;-1.976854444E0;1.201841980E-1;-1.321873426E0
1.166735151E1;-1.945090413E0;1.104106456E-1;-1.327981949E0
1.166980011E1;-1.912104607E0;8.597674966E-2;-1.327981949E0
1.167224943E1;-1.880340576E0;4.321744293E-2;-1.326760292E0
1.167469797E1;-1.845980406E0;-4.428642802E-3;-1.323095202E0
1.167714563E1;-1.810551286E0;-5.085303262E-2;-1.316986680E0
1.167959422E1;-1.778787255E0;-9.849911928E-2;-1.310878277E0
1.168204354E1;-1.737249613E0;-1.412584335E-1;-1.304769754E0
1.168449209E1;-1.701820493E0;-1.840177327E-1;-1.297439575E0
1.168693974E1;-1.662726283E0;-2.243336588E-1;-1.291331053E0
1.168938834E1;-1.621188641E0;-2.622061968E-1;-1.284000993E0
1.169183766E1;-1.575985909E0;-2.939702570E-1;-1.275449038E0
1.169428615E1;-1.532004952E0;-3.196258247E-1;-1.268118858E0
1.169673386E1;-1.489245653E0;-3.440597057E-1;-1.263232112E0
1.169918245E1;-1.448929667E0;-3.623851240E-1;-1.260788798E0
1.170163177E1;-1.402505279E0;-3.855973184E-1;-1.258345366E0
1.170408026E1;-1.359745979E0;-4.100312293E-1;-1.255901933E0
1.170652797E1;-1.318208337E0;-4.454603493E-1;-1.259567022E0
1.170897656E1;-1.276670814E0;-4.906630516E-1;-1.264453769E0
1.171142589E1;-1.236354828E0;-5.334223509E-1;-1.269340634E0
1.171387438E1;-1.199704051E0;-5.847335458E-1;-1.275449038E0
1.171632209E1;-1.158166409E0;-6.445965767E-1;-1.282779217E0
1.171877068E1;-1.119072199E0;-7.069029808E-1;-1.287665963E0
1.172122000E1;-1.082421303E0;-7.716528177E-1;-1.292552829E0
1.172366849E1;-1.044548869E0;-8.437327743E-1;-1.292552829E0
1.172611620E1;-6.340594292E-1;-6.604785919E-1;-1.242463350E0
1.172856479E1;1.185043678E-1;2.912214398E-1;-1.021336675E0
1.173101412E1;3.494046330E-1;7.090409398E-1;-1.005454540E0
1.173346261E1;1.734806150E-1;3.608580232E-1;-1.139840961E0
1.173591032E1;-8.063183725E-2;-1.595838517E-1;-1.252236843E0
1.173835891E1;-2.895416021E-1;-5.810684562E-1;-1.294996142E0
1.174080823E1;-4.312581718E-1;-8.632798791E-1;-1.293774486E0
1.174325672E1;-5.277720094E-1;-1.011104941E0;-1.266897202E0
1.174570443E1;-6.059604883E-1;-1.073411345E0;-1.237576604E0
1.174815302E1;-6.804838181E-1;-1.124722481E0;-1.215586066E0
1.175060235E1;-7.782194018E-1;-1.238340139E0;-1.207034230E0
1.175305089E1;-9.138274789E-1;-1.488787532E0;-1.208255887E0
1.175549854E1;-1.056765795E0;-1.822310090E0;-1.198482275E0
1.175794714E1;-1.163053155E0;-2.100856543E0;-1.169161677E0
1.176039646E1;-1.204590797E0;-2.224247694E0;-1.132510781E0
1.176284495E1;-1.183822036E0;-2.202257156E0;-1.099525094E0
1.176529266E1;-1.117850542E0;-2.091082811E0;-1.073869467E0
1.176774125E1;-1.021336675E0;-1.938371062E0;-1.056765795E0
1.177019058E1;-9.187142849E-1;-1.790546060E0;-1.046992183E0
1.177263912E1;-8.050966859E-1;-1.654937983E0;-1.043327093E0
1.177508677E1;-6.927008033E-1;-1.549872160E0;-1.048213840E0
1.177753537E1;-5.913001299E-1;-1.476570487E0;-1.049435616E0
1.177998469E1;-5.008947253E-1;-1.431367874E0;-1.050657272E0
1.178243323E1;-4.190412164E-1;-1.403268814E0;-1.046992183E0
1.178488089E1;-3.481829464E-1;-1.392273664E0;-1.040883780E0
1.178732948E1;-2.870981991E-1;-1.386165142E0;-1.032331824E0
1.178977881E1;-2.247917950E-1;-1.377613306E0;-1.014006495E0
1.179222735E1;-1.673721522E-1;-1.358066201E0;-9.895725846E-1
1.179467500E1;-1.148392856E-1;-1.333632231E0;-9.626953006E-1
1.179712360E1;-5.253286287E-2;-1.290872931E0;-9.321529269E-1
1.179957292E1;1.099525020E-2;-1.224901438E0;-8.955020905E-1
1.180202146E1;6.963659078E-2;-1.174811959E0;-8.710681796E-1
1.180446912E1;1.246128380E-1;-1.133274436E0;-8.515210748E-1
1.180691771E1;1.722589284E-1;-1.101510286E0;-8.270871639E-1
1.180936703E1;2.174616307E-1;-1.100288630E0;-8.099834919E-1
1.181181558E1;2.589992285E-1;-1.097845197E0;-7.867712975E-1
1.181426323E1;3.042019308E-1;-1.088071704E0;-7.598940134E-1
1.181671182E1;3.469612300E-1;-1.067302823E0;-7.269082665E-1
1.181916115E1;3.933856487E-1;-1.039203882E0;-6.927008033E-1
1.182160969E1;4.422534108E-1;-1.002553105E0;-6.597150564E-1
1.182405735E1;4.886777997E-1;-9.597937465E-1;-6.242858768E-1
1.182650594E1;5.351021886E-1;-9.182561636E-1;-5.925218463E-1
1.182895526E1;5.790832043E-1;-8.718317747E-1;-5.583143830E-1
1.183140380E1;6.303943992E-1;-8.254073858E-1;-5.241069198E-1
1.183385146E1;6.755970716E-1;-7.899782062E-1;-4.911212027E-1
1.183630006E1;7.171346545E-1;-7.716528177E-1;-4.605788291E-1
1.183874938E1;7.550072074E-1;-7.582141757E-1;-4.312581718E-1
1.184119792E1;7.879929543E-1;-7.557707429E-1;-4.019374847E-1
1.184364558E1;8.160919547E-1;-7.667660117E-1;-3.738385141E-1
1.184609417E1;8.454126120E-1;-7.777612805E-1;-3.432961702E-1
1.184854349E1;8.747332692E-1;-7.936432958E-1;-3.151971996E-1
1.185099203E1;9.003888369E-1;-8.144121170E-1;-2.846548259E-1
1.185343969E1;9.297095537E-1;-8.364025950E-1;-2.565558553E-1
1.185588828E1;9.602518678E-1;-8.547280431E-1;-2.296785712E-1
1.185833761E1;9.920159578E-1;-8.693883419E-1;-1.991362125E-1
1.186078615E1;1.028666735E0;-8.816053271E-1;-1.698155403E-1
1.186323380E1;1.060430884E0;-8.962656260E-1;-1.429382563E-1
1.186568240E1;1.099525094E0;-9.011524320E-1;-1.111742035E-1
1.186813172E1;1.139840961E0;-9.060391784E-1;-7.818844914E-2
1.187058026E1;1.181378603E0;-9.060391784E-1;-4.520269856E-2
1.187302792E1;1.224137902E0;-9.023740888E-1;-6.108472589E-3
1.187547651E1;1.270562291E0;-8.913788795E-1;3.420744836E-2
1.187792584E1;1.316986680E0;-8.742751479E-1;7.207997888E-2
1.188037438E1;1.367076159E0;-8.412894011E-1;1.099525094E-1
1.188282203E1;1.419609070E0;-7.997517586E-1;1.478250325E-1
1.188527063E1;1.473363638E0;-7.533273697E-1;1.856975704E-1
1.188771995E1;1.527118206E0;-6.983511448E-1;2.235700935E-1
1.189016849E1;1.583316088E0;-6.384881139E-1;2.614426315E-1
1.189261615E1;1.640735745E0;-5.712949038E-1;3.017585576E-1
1.189506474E1;1.698155403E0;-4.967715442E-1;3.445178568E-1
1.189751407E1;1.753131628E0;-4.234698713E-1;3.860554695E-1
1.189996261E1;1.808107853E0;-3.513898849E-1;4.324798584E-1
1.190241026E1;1.864305854E0;-2.756448388E-1;4.813476503E-1
1.190485886E1;1.919282079E0;-2.072299272E-1;5.338805318E-1
1.190730818E1;1.974258304E0;-1.461452097E-1;5.888567567E-1
1.190975672E1;2.026791096E0;-8.872556686E-2;6.474980712E-1
1.191220438E1;2.079324007E0;-3.863608837E-2;7.061394453E-1
1.191465297E1;2.130635262E0;6.566607859E-3;7.672241330E-1
1.191710229E1;2.183168173E0;3.466558084E-2;8.258655071E-1
1.191955084E1;2.230814219E0;4.810422286E-2;8.857285380E-1
1.192199849E1;2.272351742E0;5.176930502E-2;9.431481957E-1
1.192444709E1;2.307780981E0;3.466558084E-2;9.932376146E-1
1.192689641E1;2.332214832E0;1.679830020E-3;1.040883780E0
1.192934495E1;2.345653534E0;-4.107947648E-2;1.086086392E0
1.193179261E1;2.340766668E0;-9.972081333E-2;1.128845692E0
1.193424120E1;2.318776131E0;-1.681357026E-1;1.166718245E0
1.193669052E1;2.277238607E0;-2.499892414E-1;1.199704051E0
1.193913906E1;2.227149010E0;-3.367295563E-1;1.232689738E0
1.194158672E1;2.157512426E0;-4.308000207E-1;1.260788798E0
1.194403532E1;2.075659037E0;-5.334223509E-1;1.284000993E0
1.194648464E1;1.986475229E0;-6.433748603E-1;1.302326322E0
1.194893318E1;1.882631302E0;-7.692093849E-1;1.310878277E0
1.195138084E1;1.773900390E0;-9.121476412E-1;1.305991411E0
1.195382943E1;1.665169597E0;-1.072189689E0;1.290109396E0
1.195627875E1;1.556438804E0;-1.249335408E0;1.257123709E0
1.195872729E1;1.450151443E0;-1.443584800E0;1.205812454E0
1.196117495E1;1.357302666E0;-1.642720938E0;1.139840961E0
1.196362354E1;1.275449038E0;-1.843078852E0;1.060430884E0
1.196607287E1;1.199704051E0;-2.025111437E0;9.700254202E-1
1.196852141E1;1.130067468E0;-2.188818455E0;8.698465228E-1
1.197096906E1;1.056765795E0;-2.323357582E0;7.635591030E-1
1.197341766E1;9.773555994E-1;-2.430866718E0;6.511631608E-1
1.197586698E1;8.808417320E-1;-2.509055138E0;5.375455618E-1
1.197831552E1;7.562289238E-1;-2.561588049E0;4.190412164E-1
1.198076318E1;6.108472347E-1;-2.577470064E0;3.017585576E-1
1.198321177E1;4.349232614E-1;-2.557922840E0;1.832541823E-1
1.198566110E1;2.382304370E-1;-2.502946615E0;6.474980712E-2
1.198810964E1;2.199050039E-2;-2.413763046E0;-5.375456065E-2
1.199055729E1;-2.015796006E-1;-2.281819820E0;-1.759240031E-1
1.199300589E1;-4.300364852E-1;-2.097191334E0;-3.029802442E-1
1.199545521E1;-6.377245188E-1;-1.861404300E0;-4.324798584E-1
1.199790375E1;-8.234221339E-1;-1.585301399E0;-5.729747415E-1
1.200035141E1;-9.944593310E-1;-1.262773991E0;-7.024743557E-1
1.200280000E1;-1.116628766E0;-9.219212532E-1;-8.197570443E-1
1.200524933E1;-1.192373872E0;-5.871769190E-1;-9.150491953E-1
1.200769787E1;-1.229024649E0;-2.854183912E-1;-9.883508682E-1
1.201014558E1;-1.225359559E0;-3.374931216E-2;-1.037218690E0
1.201259412E1;-1.192373872E0;1.678302884E-1;-1.073869467E0
1.201504344E1;-1.144727707E0;3.156553209E-1;-1.103190184E0
1.201749198E1;-1.073869467E0;4.231644273E-1;-1.126402378E0
1.201993969E1;-9.932376146E-1;4.989095032E-1;-1.144727707E0
1.202238823E1;-9.248227477E-1;5.331169367E-1;-1.155722976E0
1.202483756E1;-8.429692388E-1;5.380037427E-1;-1.149614573E0
1.202728610E1;-7.660024762E-1;5.111264586E-1;-1.131289124E0
1.202973381E1;-6.951441765E-1;4.695888162E-1;-1.095860004E0
1.203218235E1;-6.340594292E-1;4.109475017E-1;-1.054322362E0
1.203463167E1;-5.827482939E-1;3.474193811E-1;-1.005454540E0
1.203708021E1;-5.412106514E-1;2.814478874E-1;-9.529217482E-1
1.203952792E1;-5.094466209E-1;2.191414535E-1;-9.016105533E-1
1.204197646E1;-4.862344265E-1;1.629435122E-1;-8.478559852E-1
1.204442578E1;-4.679090083E-1;1.214058921E-1;-7.904363275E-1
1.204687433E1;-4.508052766E-1;1.006370857E-1;-7.342383862E-1
1.204932203E1;-4.214846194E-1;1.006370857E-1;-6.755970716E-1
1.205177058E1;-3.946073353E-1;1.152974218E-1;-6.169557571E-1
1.205421990E1;-3.591781855E-1;1.531699449E-1;-5.570927262E-1
1.205666844E1;-3.017585576E-1;1.898207814E-1;-4.923428893E-1
1.205911615E1;-2.260134816E-1;2.179197669E-1;-4.178195298E-1
1.206156469E1;-1.392731816E-1;2.179197669E-1;-3.432961702E-1
1.206401401E1;-4.764608666E-2;1.837123185E-1;-2.626643181E-1
1.206646256E1;5.497625470E-2;1.324011385E-1;-1.832541823E-1
1.206891026E1;1.466033459E-1;6.642963737E-2;-1.087308154E-1
1.207135881E1;2.272351831E-1;-1.053711493E-2;-3.298575059E-2
1.207380813E1;2.944283783E-1;-8.750387281E-2;4.031591862E-2
1.207625667E1;3.481829464E-1;-1.730224788E-1;1.062874198E-1
1.207870438E1;3.860554695E-1;-2.658712566E-1;1.673721522E-1
1.208115292E1;4.007157981E-1;-3.660502136E-1;2.186833173E-1
1.208360224E1;3.982724249E-1;-4.760027230E-1;2.541124523E-1
1.208605078E1;3.762819171E-1;-5.883986354E-1;2.785463631E-1
1.208849849E1;3.506263196E-1;-6.885775924E-1;2.944283783E-1
1.209094703E1;3.103103936E-1;-7.826480269E-1;2.907632887E-1
1.209339636E1;2.602209449E-1;-8.583931327E-1;2.785463631E-1
1.209584490E1;2.040229887E-1;-9.158127308E-1;2.553341687E-1
1.209829261E1;1.343863904E-1;-9.524635673E-1;2.223484069E-1
1.210074115E1;4.520269856E-2;-9.671239257E-1;1.808107942E-1
1.210319047E1;-6.474980712E-2;-9.597937465E-1;1.356080920E-1
1.210563901E1;-1.991362125E-1;-9.365815520E-1;8.063183725E-2
1.210808672E1;-3.567348123E-1;-9.048175216E-1;1.954711229E-2
1.211053532E1;-5.338805318E-1;-8.657232523E-1;-5.741964281E-2
1.211298464E1;-7.122479081E-1;-8.217422962E-1;-1.514901221E-1
