"Time (s)";"Gyroscope x (rad/s)";"Gyroscope y (rad/s)";"Gyroscope z (rad/s)"
5.181209013E0;1.246128380E-1;-8.816053271E-1;-5.888567567E-1
5.183656721E0;1.685938388E-1;-8.388460279E-1;-5.619794726E-1
5.186105263E0;2.113531530E-1;-7.887565494E-1;-5.351021886E-1
5.188554586E0;2.553341687E-1;-7.362236381E-1;-5.021164417E-1
5.191003128E0;3.005368412E-1;-6.824691296E-1;-4.691306949E-1
5.193450784E0;3.420744538E-1;-6.238277555E-1;-4.349232614E-1
5.195899325E0;3.848337829E-1;-5.602996349E-1;-3.994941115E-1
5.198348648E0;4.239279926E-1;-5.089884996E-1;-3.640649617E-1
5.200797190E0;4.666872919E-1;-4.564556181E-1;-3.261924386E-1
5.203244846E0;5.008947253E-1;-4.100312293E-1;-2.870981991E-1
5.205693440E0;5.387672782E-1;-3.709369898E-1;-2.516690791E-1
5.208142763E0;5.741963983E-1;-3.379512429E-1;-2.150182426E-1
5.210591253E0;6.022953987E-1;-3.135173619E-1;-1.808107942E-1
5.213038961E0;6.401679516E-1;-2.903051674E-1;-1.466033459E-1
5.215487503E0;6.731536984E-1;-2.744231224E-1;-1.123958975E-1
5.217936825E0;7.024743557E-1;-2.670929730E-1;-7.941014320E-2
5.220385367E0;7.354601026E-1;-2.609844804E-1;-4.764608666E-2
5.222833023E0;7.684458494E-1;-2.622061968E-1;-1.832541823E-2
5.225281617E0;8.026533127E-1;-2.670929730E-1;1.221694518E-2
5.227730940E0;8.380824327E-1;-2.768665254E-1;4.031591862E-2
5.230179430E0;8.747332692E-1;-2.915268540E-1;7.330167294E-2
5.232627086E0;9.174925685E-1;-3.098522723E-1;1.050657257E-1
5.235075680E0;9.578084946E-1;-3.318427801E-1;1.356080920E-1
5.237525003E0;1.003011227E0;-3.538332880E-1;1.722589284E-1
5.239973544E0;1.050657272E0;-3.721587062E-1;2.064663768E-1
5.242421200E0;1.104411840E0;-3.843756318E-1;2.455606014E-1
5.244869794E0;1.155722976E0;-3.953709006E-1;2.858765125E-1
5.247319065E0;1.205812454E0;-4.075878263E-1;3.261924386E-1
5.249767607E0;1.262010455E0;-4.088095427E-1;3.689517379E-1
5.252215263E0;1.316986680E0;-4.051444530E-1;4.153761268E-1
5.254663857E0;1.375627995E0;-4.002576768E-1;4.642439187E-1
5.257113180E0;1.433047652E0;-3.892624080E-1;5.118899941E-1
5.259561669E0;1.491688967E0;-3.782671690E-1;5.644228458E-1
5.262009378E0;1.545443535E0;-3.648285270E-1;6.145123243E-1
5.264457919E0;1.607749939E0;-3.513898849E-1;6.646018028E-1
5.266907242E0;1.668834686E0;-3.391729295E-1;7.122479081E-1
5.269355784E0;1.732362866E0;-3.269560039E-1;7.550072074E-1
5.271803440E0;1.798334360E0;-3.159607351E-1;7.977665067E-1
5.274252034E0;1.861862421E0;-3.049654961E-1;8.331956863E-1
5.276701357E0;1.929055691E0;-2.951919436E-1;8.612946272E-1
5.279149846E0;1.997470498E0;-2.866400778E-1;8.820634484E-1
5.281597555E0;2.067107201E0;-2.768665254E-1;8.991671801E-1
5.284046096E0;2.133078575E0;-2.695363462E-1;9.113841057E-1
5.286495419E0;2.191720009E0;-2.634278834E-1;9.223793745E-1
5.288943961E0;2.243031025E0;-2.695363462E-1;9.309312105E-1
5.291391617E0;2.279681921E0;-2.878617644E-1;9.370396733E-1
5.293840211E0;2.307780981E0;-3.196258247E-1;9.419264793E-1
5.296289534E0;2.318776131E0;-3.697153032E-1;9.492566586E-1
5.298738023E0;2.317554474E0;-4.356867969E-1;9.553651214E-1
5.301185732E0;2.307780981E0;-5.053234100E-1;9.663603902E-1
5.303634273E0;2.283347130E0;-5.822901726E-1;9.749122262E-1
5.306083596E0;2.246696234E0;-6.604785919E-1;9.859074950E-1
5.308532138E0;2.195384979E0;-7.447755337E-1;9.956810474E-1
5.310979794E0;2.125748396E0;-8.290724158E-1;9.993461370E-1
5.313428336E0;2.039008141E0;-9.133693576E-1;9.969027042E-1
5.315877659E0;1.926612258E0;-9.988879561E-1;9.797990322E-1
5.318326200E0;1.809329629E0;-1.083184958E0;9.504783154E-1
5.320773857E0;1.679829955E0;-1.158929944E0;9.101623893E-1
5.323222450E0;1.541778445E0;-1.228566527E0;8.539644480E-1
5.325671773E0;1.411057115E0;-1.283542752E0;7.818844914E-1
5.328120263E0;1.297439575E0;-1.315306902E0;6.988092661E-1
5.330567971E0;1.191152096E0;-1.315306902E0;6.084038615E-1
5.333016513E0;1.095860004E0;-1.273769259E0;5.155550838E-1
5.335465836E0;9.920159578E-1;-1.190693974E0;4.178195298E-1
5.337914378E0;8.674030900E-1;-1.062416077E0;3.164188862E-1
5.340362034E0;7.183563709E-1;-9.060391784E-1;2.150182426E-1
5.342810628E0;5.399889946E-1;-7.374453545E-1;1.136175916E-1
5.345259950E0;3.323009014E-1;-5.725166202E-1;4.886778072E-3
5.347708440E0;1.062874198E-1;-4.234698713E-1;-1.172826737E-1
5.350156148E0;-1.331647038E-1;-2.951919436E-1;-2.602209449E-1
5.352604690E0;-3.750602305E-1;-1.803526580E-1;-4.190412164E-1
5.355054013E0;-6.047387719E-1;-7.773031294E-2;-5.925218463E-1
5.357502555E0;-8.087617755E-1;4.321744293E-2;-7.708892226E-1
5.359950211E0;-9.761339426E-1;1.947075576E-1;-9.455915689E-1
5.362398805E0;-1.106855273E0;3.901786804E-1;-1.090973258E0
5.364848128E0;-1.149614573E0;6.076403260E-1;-1.200925708E0
5.367296617E0;-1.236354828E0;8.189934492E-1;-1.280335903E0
5.369744325E0;-1.244906664E0;9.961391687E-1;-1.330425382E0
5.372192867E0;-1.236354828E0;1.128082156E0;-1.362189412E0
5.374642190E0;-1.210699320E0;1.213600755E0;-1.380514860E0
5.377090732E0;-1.170383334E0;1.250251651E0;-1.382958174E0
5.379538388E0;-1.123958945E0;1.239256382E0;-1.368297815E0
5.381986982E0;-1.077534556E0;1.170841455E0;-1.330425382E0
5.384436253E0;-1.028666735E0;1.049893737E0;-1.271783948E0
5.386884794E0;-9.883508682E-1;9.045121074E-1;-1.193595529E0
5.389332450E0;-9.565867782E-1;7.408050299E-1;-1.098303318E0
5.391781044E0;-9.370396733E-1;5.709894896E-1;-9.859074950E-1
5.394230367E0;-9.199360013E-1;4.060607255E-1;-8.649597168E-1
5.396678909E0;-9.089407325E-1;2.460187376E-1;-7.366818190E-1
5.399126565E0;-8.918370008E-1;1.091889441E-1;-6.071822047E-1
5.401575107E0;-8.698465228E-1;-6.872031838E-3;-4.825693369E-1
5.404024430E0;-8.307522535E-1;-9.116895497E-2;-3.640649617E-1
5.406472971E0;-7.684458494E-1;-1.412584335E-1;-2.565558553E-1
5.408920628E0;-6.853706241E-1;-1.754658818E-1;-1.637070626E-1
5.411369221E0;-5.827482939E-1;-2.047865391E-1;-7.574506104E-2
5.413818544E0;-4.593571424E-1;-2.475458533E-1;1.466033421E-2
5.416267034E0;-3.213056624E-1;-3.000787199E-1;1.075091213E-1
5.418714742E0;-1.783674061E-1;-3.489464819E-1;1.930277348E-1
5.421163284E0;-3.665083647E-2;-3.807105422E-1;2.675510943E-1
5.423612607E0;9.773556143E-2;-3.770454824E-1;3.323009014E-1
5.426061148E0;2.211267054E-1;-3.318427801E-1;3.811686933E-1
5.428508805E0;3.457395434E-1;-2.365505993E-1;4.190412164E-1
5.430957398E0;4.422534108E-1;-1.217113137E-1;4.446968138E-1
5.433406721E0;5.302154422E-1;4.123218823E-3;4.556920528E-1
5.435855211E0;6.096255779E-1;1.238492802E-1;4.544703662E-1
5.438302919E0;6.719319820E-1;2.203631550E-1;4.398100376E-1
5.440751461E0;7.220214605E-1;2.863346636E-1;4.129327536E-1
5.443200784E0;7.488987446E-1;3.193204105E-1;3.775036037E-1
5.445649325E0;7.660024762E-1;3.303156495E-1;3.286358118E-1
5.448096982E0;7.647807598E-1;3.217637837E-1;2.724378705E-1
5.450545575E0;7.440119386E-1;3.095468581E-1;2.113531530E-1
5.452994898E0;6.988092661E-1;3.009949923E-1;1.453816444E-1
5.455443388E0;6.279509664E-1;3.034383655E-1;7.696675509E-2
5.457891044E0;5.302154422E-1;3.242071867E-1;7.330167107E-3
5.460339638E0;4.153761268E-1;3.608580232E-1;-6.597150117E-2
5.462788961E0;2.883199155E-1;4.060607255E-1;-1.429382563E-1
5.465237503E0;1.588202864E-1;4.573718905E-1;-2.235700935E-1
5.467685159E0;3.054236248E-2;5.184566379E-1;-3.017585576E-1
5.470133753E0;-9.407047927E-2;5.978667736E-1;-3.799470067E-1
5.472583075E0;-2.052446753E-1;7.127060294E-1;-4.556920528E-1
5.475031565E0;-3.066453338E-1;8.593093753E-1;-5.241069198E-1
5.477479221E0;-3.836120665E-1;1.027903199E0;-5.827482939E-1
5.479927815E0;-4.312581718E-1;1.192831993E0;-6.352811456E-1
5.482377138E0;-4.324798584E-1;1.341878772E0;-6.804838181E-1
5.484825680E0;-3.787252903E-1;1.439614296E0;-7.183563709E-1
5.487273336E0;-2.785463631E-1;1.473821759E0;-7.391251922E-1
5.489721930E0;-1.441599578E-1;1.437170863E0;-7.391251922E-1
5.492171200E0;1.221694518E-2;1.343100429E0;-7.183563709E-1
5.494619742E0;1.759240031E-1;1.222152710E0;-6.817055345E-1
5.497067398E0;3.384093940E-1;1.088987947E0;-6.316160560E-1
5.499515992E0;4.862344265E-1;9.582666159E-1;-5.729747415E-1
5.501965315E0;6.193991303E-1;8.422056437E-1;-5.045598149E-1
5.504413857E0;7.342383862E-1;7.420266867E-1;-4.288147688E-1
5.506861513E0;8.307522535E-1;6.540647149E-1;-3.445178568E-1
5.509310055E0;9.028322697E-1;5.734328628E-1;-2.516690791E-1
5.511759378E0;9.468132257E-1;4.903576374E-1;-1.502684206E-1
5.514207919E0;9.614735842E-1;3.975088596E-1;-3.176405653E-2
5.516655575E0;9.394831061E-1;3.009949923E-1;1.038440317E-1
5.519104169E0;8.918370008E-1;2.105895877E-1;2.541124523E-1
5.521553492E0;8.393041492E-1;1.385096163E-1;4.202629030E-1
5.524001982E0;8.050966859E-1;9.941539168E-2;5.900784731E-1
5.526449690E0;7.171346545E-1;1.043021679E-1;7.574505806E-1
5.528898232E0;7.195780873E-1;1.433963925E-1;9.272661209E-1
5.531347555E0;7.232431769E-1;2.179197669E-1;1.068982720E0
5.533796096E0;7.366818190E-1;3.217637837E-1;1.192373872E0
5.536243753E0;7.684458494E-1;4.439332485E-1;1.281557560E0
5.538692346E0;8.014315963E-1;5.758762360E-1;1.342642307E0
5.541141669E0;8.222004175E-1;7.029324770E-1;1.380514860E0
5.543590159E0;8.295305967E-1;8.153283596E-1;1.396396875E0
5.546037867E0;8.148702383E-1;8.984035850E-1;1.403727055E0
5.548486409E0;7.794411182E-1;9.509364963E-1;1.411057115E0
5.550935732E0;7.305732965E-1;9.753703475E-1;1.418387294E0
5.553384273E0;6.731536984E-1;9.790354371E-1;1.430604339E0
5.555831930E0;6.132906675E-1;9.607100487E-1;1.445264578E0
5.558280523E0;5.680879354E-1;9.240592122E-1;1.458703279E0
5.560729846E0;5.326588154E-1;8.690829277E-1;1.469698548E0
5.563178336E0;5.033381581E-1;8.006680608E-1;1.466033459E0
5.565626044E0;5.192201734E-1;7.139277458E-1;1.458703279E0
5.568074586E0;5.546492934E-1;6.149705052E-1;1.437934399E0
5.570523909E0;6.108472347E-1;5.111264586E-1;1.393953443E0
5.572972450E0;6.878139973E-1;4.085040987E-1;1.341420531E0
5.575420107E0;7.769976854E-1;3.156553209E-1;1.275449038E0
5.577868700E0;8.747332692E-1;2.472404242E-1;1.191152096E0
5.580318023E0;9.724688530E-1;2.105895877E-1;1.106855273E0
5.582766513E0;1.067761064E0;2.105895877E-1;1.016449809E0
5.585214169E0;1.152057886E0;2.496838123E-1;9.211576581E-1
5.587662763E0;1.226581335E0;3.205420971E-1;8.331956863E-1
5.590112086E0;1.288887739E0;4.133908749E-1;7.501204610E-1
5.592560628E0;1.338977218E0;5.147915483E-1;6.768187881E-1
5.595008284E0;1.380514860E0;6.161921620E-1;6.132906675E-1
5.597456878E0;1.412278891E0;7.163711190E-1;5.570927262E-1
5.599906200E0;1.433047652E0;8.067765236E-1;5.082249045E-1
5.602354690E0;1.451373100E0;8.935168386E-1;4.666872919E-1
5.604802346E0;1.461146593E0;9.692618847E-1;4.312581718E-1
5.607250940E0;1.474585295E0;1.035233378E0;4.043808877E-1
5.609700263E0;1.486802220E0;1.081657767E0;3.799470067E-1
5.612148805E0;1.501462579E0;1.104869962E0;3.616215885E-1
5.614596461E0;1.517344594E0;1.110978484E0;3.506263196E-1
5.617045003E0;1.534448266E0;1.099983215E0;3.469612300E-1
5.619494325E0;1.551552057E0;1.081657767E0;3.518480062E-1
5.621942867E0;1.572320819E0;1.060889006E0;3.628432751E-1
5.624390523E0;1.589424610E0;1.030346632E0;3.750602305E-1
5.626839117E0;1.606528282E0;9.936957955E-1;3.909422457E-1
5.629288440E0;1.622410297E0;9.509364963E-1;4.153761268E-1
5.631736930E0;1.632183909E0;8.971819282E-1;4.349232614E-1
5.634184638E0;1.637070656E0;8.348754644E-1;4.556920528E-1
5.636633180E0;1.633405566E0;7.664605975E-1;4.801259339E-1
5.639082503E0;1.626075387E0;6.943806410E-1;5.033381581E-1
5.641531044E0;1.607749939E0;6.161921620E-1;5.302154422E-1
5.643978700E0;1.582094431E0;5.318952799E-1;5.558710098E-1
5.646427294E0;1.550330400E0;4.488200247E-1;5.876350403E-1
5.648876617E0;1.519788027E0;3.718532622E-1;6.193991303E-1
5.651325107E0;1.485580564E0;2.936648130E-1;6.487197876E-1
5.653772815E0;1.448929667E0;2.203631550E-1;6.755970716E-1
5.656221357E0;1.415943980E0;1.531699449E-1;7.061394453E-1
5.658670680E0;1.382958174E0;9.941539168E-2;7.330167294E-1
5.661119221E0;1.351194143E0;7.620319724E-2;7.660024762E-1
5.663566878E0;1.318208337E0;6.765133142E-2;8.026533127E-1
5.666015471E0;1.290109396E0;6.520794332E-2;8.405258060E-1
5.668464794E0;1.269340634E0;7.253811508E-2;8.796200752E-1
5.670913284E0;1.257123709E0;8.719844371E-2;9.113841057E-1
5.673360992E0;1.244906664E0;1.006370857E-1;9.382613897E-1
5.675809534E0;1.237576604E0;1.177408099E-1;9.602518678E-1
5.678258857E0;1.224137902E0;1.324011385E-1;9.761339426E-1
5.680707398E0;1.220472813E0;1.519482583E-1;9.981244206E-1
5.683155055E0;1.211920977E0;1.629435122E-1;1.021336675E0
5.685603648E0;1.198482275E0;1.788255423E-1;1.046992183E0
5.688052971E0;1.189930439E0;2.020377368E-1;1.071426034E0
5.690501461E0;1.178935170E0;2.289150059E-1;1.093416572E0
5.692949169E0;1.167939901E0;2.619007528E-1;1.111742020E0
5.695397711E0;1.156944752E0;2.961082160E-1;1.125180602E0
5.697847034E0;1.142284393E0;3.290939629E-1;1.139840961E0
5.700295575E0;1.128845692E0;3.645231128E-1;1.153279662E0
5.702743232E0;1.116628766E0;4.011739492E-1;1.165496588E0
5.705191825E0;1.110520363E0;4.219427407E-1;1.174048424E0
5.707641148E0;1.105633497E0;4.537068009E-1;1.176491857E0
5.710089638E0;1.094638348E0;5.062396526E-1;1.181378603E0
5.712537346E0;1.087308168E0;5.636593103E-1;1.185043693E0
5.714985888E0;1.081199646E0;6.247440577E-1;1.187487125E0
5.717435211E0;1.086086392E0;6.968240142E-1;1.188708782E0
5.719883753E0;1.093416572E0;7.689039707E-1;1.187487125E0
5.722331409E0;1.101968408E0;8.263236284E-1;1.182600260E0
5.724780003E0;1.108076930E0;8.568660021E-1;1.176491857E0
5.727229325E0;1.109298587E0;8.629744649E-1;1.170383334E0
5.729677815E0;1.109298587E0;8.422056437E-1;1.166718245E0
5.732125523E0;1.101968408E0;7.982246280E-1;1.165496588E0
5.734574065E0;1.095860004E0;7.444701195E-1;1.167939901E0
5.737023388E0;1.082421303E0;6.931589246E-1;1.172826767E0
5.739471930E0;1.064095974E0;6.503996253E-1;1.175270081E0
5.741919586E0;1.048213840E0;6.210789680E-1;1.176491857E0
5.744368180E0;1.029888511E0;6.076403260E-1;1.174048424E0
5.746817450E0;1.011563063E0;6.064186096E-1;1.166718245E0
5.749265992E0;9.907942414E-1;6.100836992E-1;1.154501319E0
5.751713648E0;9.736905098E-1;6.161921620E-1;1.144727707E0
5.754162242E0;9.553651214E-1;6.223006248E-1;1.132510781E0
5.756611565E0;9.333745837E-1;6.223006248E-1;1.120293856E0
5.759060107E0;9.138274789E-1;6.174138784E-1;1.109298587E0
5.761507763E0;8.918370008E-1;6.113054156E-1;1.098303318E0
5.763956357E0;8.674030900E-1;6.027535200E-1;1.087308168E0
5.766405628E0;8.417475224E-1;6.039752364E-1;1.078756213E0
5.768854169E0;8.136485219E-1;6.137487888E-1;1.067761064E0
5.771301878E0;7.867712975E-1;6.357392669E-1;1.059209108E0
5.773750419E0;7.574505806E-1;6.650599241E-1;1.050657272E0
5.776199742E0;7.293516397E-1;7.041541934E-1;1.040883780E0
5.778648284E0;7.061394453E-1;7.456917763E-1;1.031110168E0
5.781095940E0;6.817055345E-1;7.786775231E-1;1.016449809E0
5.783544534E0;6.621584296E-1;8.092198968E-1;1.001789451E0
5.785993805E0;6.438329816E-1;8.324320912E-1;9.846857786E-1
5.788442346E0;6.303943992E-1;8.532009125E-1;9.675820470E-1
5.790890003E0;6.169557571E-1;8.690829277E-1;9.529217482E-1
5.793338596E0;6.059604883E-1;8.849649429E-1;9.394831061E-1
5.795787919E0;5.974085927E-1;9.045121074E-1;9.284878373E-1
5.798236461E0;5.900784731E-1;9.179506898E-1;9.174925685E-1
5.800684117E0;5.815265775E-1;9.240592122E-1;9.016105533E-1
5.803132711E0;5.729747415E-1;9.179506898E-1;8.832851648E-1
5.805581982E0;5.668662786E-1;9.142856598E-1;8.686248064E-1
5.808030523E0;5.619794726E-1;9.057337642E-1;8.539644480E-1
5.810478180E0;5.534276366E-1;8.898517489E-1;8.380824327E-1
5.812926773E0;5.448757410E-1;8.690829277E-1;8.209787011E-1
5.815376096E0;5.363239050E-1;8.446490765E-1;8.002098799E-1
5.817824638E0;5.338805318E-1;8.226585388E-1;7.818844914E-1
5.820272294E0;5.241069198E-1;8.067765236E-1;7.647807598E-1
5.822720836E0;5.241069198E-1;7.970029712E-1;7.440119386E-1
5.825170159E0;5.204418898E-1;7.872294188E-1;7.256865501E-1
5.827618700E0;5.106683373E-1;7.725690603E-1;7.061394453E-1
5.830066357E0;4.984513521E-1;7.603521347E-1;6.853706241E-1
5.832514950E0;4.850127101E-1;7.530219555E-1;6.658235192E-1
5.834964273E0;4.691306949E-1;7.456917763E-1;6.462764144E-1
5.837412815E0;4.508052766E-1;7.481352091E-1;6.279509664E-1
5.839860471E0;4.312581718E-1;7.469134927E-1;6.120689511E-1
5.842309013E0;4.104893506E-1;7.530219555E-1;5.986303091E-1
5.844758336E0;3.872771561E-1;7.591304183E-1;5.827482939E-1
5.847206878E0;3.591781855E-1;7.591304183E-1;5.680879354E-1
5.849654534E0;3.359659910E-1;7.603521347E-1;5.546492934E-1
5.852103128E0;3.005368412E-1;7.566870451E-1;5.424323678E-1
5.854552450E0;2.614426315E-1;7.469134927E-1;5.314370990E-1
5.857000992E0;2.272351831E-1;7.408050299E-1;5.265503526E-1
5.859448648E0;1.893626451E-1;7.346965671E-1;5.253286362E-1
5.861897190E0;1.490467340E-1;7.224795818E-1;5.216635466E-1
5.864346513E0;1.062874198E-1;7.065975666E-1;5.204418898E-1
5.866795055E0;6.352811307E-2;6.943806410E-1;5.155550838E-1
5.869242711E0;1.954711229E-2;6.870504618E-1;5.070032477E-1
5.871691305E0;-2.809897438E-2;6.919372082E-1;5.008947253E-1
5.874140628E0;-6.841489673E-2;7.004891038E-1;4.874561131E-1
5.876589117E0;-1.185043678E-1;6.992673874E-1;4.715740979E-1
5.879036825E0;-1.673721522E-1;6.833853722E-1;4.520269632E-1
5.881485367E0;-2.076880634E-1;6.626165509E-1;4.300364852E-1
5.883934690E0;-2.480039895E-1;6.345176101E-1;4.056025743E-1
5.886383232E0;-2.785463631E-1;6.027535200E-1;3.750602305E-1
5.888830888E0;-2.980934680E-1;5.599942207E-1;3.396310806E-1
5.891279482E0;-3.090887070E-1;5.147915483E-1;3.066453338E-1
5.893728805E0;-3.139754832E-1;4.561502039E-1;2.687727809E-1
5.896177346E0;-3.139754832E-1;3.852919042E-1;2.272351831E-1
5.898625003E0;-3.139754832E-1;3.034383655E-1;1.856975704E-1
5.901073596E0;-3.139754832E-1;2.215848416E-1;1.453816444E-1
5.903522867E0;-3.127537966E-1;1.324011385E-1;1.038440317E-1
5.905971409E0;-3.090887070E-1;5.421269313E-2;6.474980712E-2
5.908419065E0;-3.115321100E-1;-2.153236605E-2;2.321219631E-2
5.910867659E0;-3.115321100E-1;-8.017370105E-2;-1.221694518E-2
5.913316982E0;-3.151971996E-1;-1.265980899E-1;-4.764608666E-2
5.915765471E0;-3.200839758E-1;-1.595838517E-1;-8.063183725E-2
5.918213180E0;-3.335226178E-1;-1.779092699E-1;-1.123958975E-1
5.920661721E0;-3.494046330E-1;-1.791309565E-1;-1.453816444E-1
5.923111044E0;-3.665083647E-1;-1.620272398E-1;-1.734806150E-1
5.925559586E0;-3.897205591E-1;-1.351499557E-1;-2.028012872E-1
5.928007242E0;-4.190412164E-1;-1.058292910E-1;-2.357870489E-1
5.930455836E0;-4.581354558E-1;-7.650861889E-2;-2.687727809E-1
5.932905159E0;-5.057815313E-1;-4.718795046E-2;-3.042019308E-1
5.935353648E0;-5.583143830E-1;-2.275406010E-2;-3.396310806E-1
5.937801357E0;-6.193991303E-1;-9.315420873E-3;-3.762819171E-1
5.940249950E0;-6.853706241E-1;-7.635590737E-4;-4.117110670E-1
5.942699221E0;-7.525638342E-1;-5.650337320E-3;-4.508052766E-1
5.945147763E0;-8.209787011E-1;-1.420219894E-2;-4.850127101E-1
5.947595419E0;-8.893936276E-1;-2.641914412E-2;-5.204418898E-1
5.950044013E0;-9.565867782E-1;-3.497100621E-2;-5.570927262E-1
5.952493336E0;-1.020114899E0;-3.619270027E-2;-5.949652195E-1
5.954941878E0;-1.082421303E0;-3.008422814E-2;-6.328377724E-1
5.957389534E0;-1.147171140E0;-1.175880991E-2;-6.755970716E-1
5.959838075E0;-1.213142633E0;4.123218823E-3;-7.195780873E-1
5.962287398E0;-1.280335903E0;2.733541466E-2;-7.647807598E-1
5.964735940E0;-1.352415800E0;4.443913698E-2;-8.099834919E-1
5.967183596E0;-1.431825995E0;6.154286116E-2;-8.515210748E-1
5.969632190E0;-1.522231340E0;7.253811508E-2;-8.942803741E-1
5.972081513E0;-1.623632073E0;8.108997345E-2;-9.345963001E-1
5.974530055E0;-1.727476001E0;8.231166750E-2;-9.736905098E-1
5.976977711E0;-1.836206913E0;7.864658535E-2;-1.012784719E0
5.979426305E0;-1.945090413E0;7.498150319E-2;-1.050657272E0
5.981875575E0;-2.047712803E0;6.642963737E-2;-1.088529825E0
5.984324117E0;-2.150335073E0;5.665608495E-2;-1.128845692E0
5.986771773E0;-2.249292374E0;4.199574888E-2;-1.166718245E0
5.989220367E0;-2.334810972E0;2.489202656E-2;-1.207034230E0
5.991669690E0;-2.414221048E0;-5.650337320E-3;-1.248571754E0
5.994118180E0;-2.480192661E0;-3.497100621E-2;-1.286444306E0
5.996565888E0;-2.538833857E0;-8.139539510E-2;-1.324316859E0
5.999014482E0;-2.586479902E0;-1.241547018E-1;-1.357302666E0
6.001463805E0;-2.624352455E0;-1.693574041E-1;-1.385401607E0
6.003912294E0;-2.650008202E0;-2.072299272E-1;-1.411057115E0
6.006359950E0;-2.663446665E0;-2.353289127E-1;-1.431825995E0
6.008808544E0;-2.667111874E0;-2.475458533E-1;-1.453816533E0
6.011257867E0;-2.658560038E0;-2.475458533E-1;-1.479472041E0
6.013706409E0;-2.643899679E0;-2.414373755E-1;-1.512457848E0
6.016154065E0;-2.624352455E0;-2.255553454E-1;-1.550330400E0
6.018602659E0;-2.592588425E0;-1.986780763E-1;-1.591867924E0
6.021051930E0;-2.563267708E0;-1.705790907E-1;-1.634627223E0
6.023500471E0;-2.533947229E0;-1.375933439E-1;-1.676164865E0
6.025948128E0;-2.499739647E0;-1.021642014E-1;-1.712815762E0
6.028396721E0;-2.467975616E0;-5.818320066E-2;-1.743358135E0
6.030846044E0;-2.434989929E0;-1.298050396E-2;-1.761683464E0
6.033294586E0;-2.402004242E0;2.977880463E-2;-1.766570330E0
6.035742242E0;-2.362909794E0;6.765133142E-2;-1.760461807E0
6.038190836E0;-2.321372271E0;9.452861547E-2;-1.750688195E0
6.040640159E0;-2.279834747E0;1.140757278E-1;-1.736027956E0
6.043088648E0;-2.237075329E0;1.262926757E-1;-1.721367598E0
6.045536305E0;-2.189429283E0;1.275143623E-1;-1.715259075E0
6.047984898E0;-2.141783237E0;1.385096163E-1;-1.710372329E0
6.050434221E0;-2.094137192E0;1.653869003E-1;-1.698155403E0
6.052882763E0;-2.046491146E0;2.142546773E-1;-1.684716702E0
6.055330419E0;-2.002510071E0;2.765611112E-1;-1.661504507E0
6.057779013E0;-1.963415861E0;3.449759781E-1;-1.640735745E0
6.060228284E0;-1.935316801E0;4.170559645E-1;-1.615080118E0
6.062676825E0;-1.916991353E0;4.879142344E-1;-1.585759521E0
6.065124482E0;-1.910882950E0;5.526640415E-1;-1.555217147E0
6.067573075E0;-1.915769696E0;6.051968932E-1;-1.519788027E0
6.070022398E0;-1.923099875E0;6.442911625E-1;-1.486802220E0
6.072470940E0;-1.943868637E0;6.736118197E-1;-1.448929667E0
6.074918596E0;-1.965859175E0;6.907155514E-1;-1.409835458E0
6.077367190E0;-1.992736459E0;6.980457306E-1;-1.373184681E0
6.079816513E0;-2.019613743E0;6.919372082E-1;-1.338977218E0
6.082265003E0;-2.042825937E0;6.687250137E-1;-1.313321590E0
6.084712659E0;-2.063594818E0;6.284091473E-1;-1.293774486E0
6.087161253E0;-2.078255177E0;5.685460567E-1;-1.282779217E0
6.089610575E0;-2.086807013E0;4.940227270E-1;-1.277892470E0
6.092059117E0;-2.090471983E0;4.097257853E-1;-1.275449038E0
6.094506773E0;-2.083141804E0;3.095468581E-1;-1.279114127E0
6.096955367E0;-2.066038132E0;1.983726472E-1;-1.293774486E0
6.099404690E0;-2.050156116E0;9.697200358E-2;-1.310878277E0
6.101853180E0;-2.035495758E0;1.267508045E-2;-1.324316859E0
6.104300888E0;-2.022057056E0;-5.085303262E-2;-1.336533785E0
6.106749430E0;-2.007396698E0;-9.116895497E-2;-1.343863964E0
6.109198753E0;-1.991514802E0;-1.070509851E-1;-1.351194143E0
6.111647294E0;-1.968302608E0;-1.046075895E-1;-1.358524323E0
6.114094950E0;-1.938981891E0;-9.116895497E-2;-1.364632726E0
6.116543544E0;-1.904774427E0;-7.040014863E-2;-1.373184681E0
6.118992867E0;-1.866749167E0;-5.329642445E-2;-1.386623263E0
6.121441357E0;-1.825211644E0;-4.230117425E-2;-1.402505279E0
6.123889065E0;-1.780008912E0;-4.107947648E-2;-1.423274159E0
6.126337607E0;-1.732362866E0;-4.963133857E-2;-1.446486354E0
6.128786930E0;-1.683495045E0;-5.940489471E-2;-1.474585295E0
6.131235471E0;-1.630962133E0;-7.528692484E-2;-1.500240922E0
6.133683128E0;-1.574764252E0;-9.483403713E-2;-1.528339863E0
6.136131721E0;-1.519788027E0;-1.168245375E-1;-1.556438804E0
6.138581044E0;-1.466033459E0;-1.437018216E-1;-1.580872655E0
6.141029534E0;-1.406170368E0;-1.779092699E-1;-1.602863193E0
6.143477242E0;-1.349972486E0;-2.145601064E-1;-1.622410297E0
6.145925784E0;-1.291331053E0;-2.560977042E-1;-1.637070656E0
6.148375107E0;-1.232689738E0;-2.988570333E-1;-1.645622492E0
