"Time (s)";"X (rad/s)";"Y (rad/s)";"Z (rad/s)"
5.768647462E1;-1.380964279E0;3.614425957E-1;1.712828428E-1
5.769650662E1;-1.539665222E0;3.144881427E-1;-1.211772487E-1
5.770653862E1;-1.186149001E0;4.164866805E-1;-4.010528624E-1
5.771657062E1;-7.117513418E-1;2.989374101E-1;-6.773505211E-1
5.772660262E1;-3.178594410E-1;-1.491838545E-1;-8.616408110E-1
5.773663462E1;-7.013966143E-2;-8.453527689E-1;-1.000780821E0
5.774666562E1;3.434435725E-1;-1.392198563E0;-1.043203115E0
5.775669762E1;1.101136088E0;-1.575767040E0;-8.678485751E-1
5.776672963E1;1.663838267E0;-1.518665433E0;-4.681870639E-1
5.777676162E1;1.723520756E0;-1.364352345E0;6.786972284E-2
5.778679362E1;1.395341516E0;-1.066981792E0;5.944593549E-1
5.779682562E1;1.043666363E0;-5.151490569E-1;8.330340981E-1
5.780685762E1;1.012144327E0;-4.599399120E-2;8.656116128E-1
5.781688962E1;1.110214472E0;2.354552597E-1;8.650302291E-1
5.782692162E1;1.225766182E0;3.655823469E-1;8.253011703E-1
5.783695262E1;1.362126350E0;3.307783008E-1;6.465942860E-1
5.784698462E1;1.494531035E0;4.697155580E-2;3.826476634E-1
5.785701662E1;1.571288347E0;-1.773353219E-1;1.696342230E-1
5.786704862E1;1.507485867E0;-9.247933328E-2;6.343223900E-2
5.787708062E1;1.482139587E0;2.243500054E-1;-4.598959163E-2
5.788711262E1;1.590661407E0;5.700544715E-1;-4.964196309E-2
5.789714462E1;1.714190006E0;8.738814592E-1;-5.820615590E-2
5.790717662E1;1.735993028E0;1.164846659E0;-1.008269638E-1
5.791720863E1;1.624282479E0;1.333795667E0;-1.474543810E-1
5.792723962E1;1.381202579E0;1.459587216E0;-2.095799893E-1
5.793727162E1;1.049669981E0;1.676454306E0;-1.961286217E-1
5.794730362E1;7.964953780E-1;1.902858734E0;-1.781492382E-1
5.795733563E1;6.964300275E-1;2.030653715E0;-2.236637175E-1
5.796736762E1;7.643179297E-1;1.934230685E0;-2.892191708E-1
5.797739962E1;9.565800428E-1;1.560948133E0;-2.281091958E-1
5.798743162E1;1.247723579E0;1.052192211E0;-9.577424079E-2
5.799746362E1;1.439367056E0;7.548252940E-1;1.783860475E-2
5.800749562E1;1.428292155E0;6.826324463E-1;1.052409634E-1
5.801752662E1;1.300601006E0;7.190741301E-1;2.537971437E-1
5.802755862E1;1.191854000E0;8.304507732E-1;4.073356688E-1
5.803759062E1;1.050852180E0;1.021712661E0;4.869735241E-1
5.804762262E1;9.025323391E-1;1.223536253E0;5.535778403E-1
5.805765462E1;7.462202311E-1;1.384398699E0;6.088479757E-1
5.806768662E1;6.470671892E-1;1.400002718E0;6.438131928E-1
5.807771862E1;6.543919444E-1;1.226132154E0;6.353512406E-1
5.808775062E1;6.799533367E-1;1.042926550E0;6.019018888E-1
5.809778262E1;6.543265581E-1;8.817766309E-1;5.562524199E-1
5.810781362E1;5.526139736E-1;7.001838088E-1;4.679703116E-1
5.811784562E1;4.486537576E-1;3.127570152E-1;3.705492020E-1
5.812787763E1;4.069085419E-1;-5.027768388E-2;2.956852913E-1
5.813790962E1;3.897908032E-1;-1.002830639E-1;2.092875391E-1
5.814794162E1;2.858226299E-1;1.302978694E-1;1.393825710E-1
5.815797362E1;6.952068955E-2;3.539552093E-1;8.036558330E-2
5.816800562E1;-1.321039349E-1;5.565626025E-1;5.309819430E-2
5.817803762E1;-2.438054383E-1;7.565982342E-1;6.532103568E-2
5.818806962E1;-2.829117775E-1;8.750631809E-1;9.081790596E-2
5.819810062E1;-2.944171727E-1;9.156638980E-1;1.000462919E-1
5.820813262E1;-3.140981495E-1;9.013186693E-1;7.711117715E-2
5.821816462E1;-3.538002968E-1;8.850435615E-1;-8.606928401E-3
5.822819662E1;-3.994645476E-1;8.774698377E-1;-1.719321460E-1
5.823822862E1;-4.093467295E-1;8.610554338E-1;-3.598402441E-1
5.824826062E1;-4.306971431E-1;6.493653059E-1;-5.543646216E-1
5.825829262E1;-5.278196931E-1;3.860535324E-1;-7.124384046E-1
5.826832462E1;-6.794720888E-1;1.683524624E-2;-8.332659006E-1
5.827835663E1;-8.689296842E-1;-6.350054145E-1;-9.080908895E-1
5.828838762E1;-1.159763932E0;-1.249078870E0;-9.557917118E-1
5.829841962E1;-1.468637109E0;-1.675455928E0;-9.864542484E-1
5.830845162E1;-1.612170100E0;-1.898567677E0;-1.022062659E0
5.831848408E1;-1.624853969E0;-1.931932569E0;-1.050308228E0
5.832851608E1;-1.603637457E0;-1.860856056E0;-1.011783123E0
5.833854808E1;-1.575598359E0;-1.734447241E0;-9.567829370E-1
5.834858008E1;-1.494987369E0;-1.644152761E0;-8.117270470E-1
5.835861208E1;-1.301932216E0;-1.603944898E0;-6.508963704E-1
5.836864408E1;-1.156311631E0;-1.403011560E0;-5.001754165E-1
5.837867508E1;-1.231755018E0;-9.256846905E-1;-3.444257379E-1
5.838870708E1;-1.446755052E0;-1.801130623E-1;-1.056867614E-1
5.839873908E1;-1.672383904E0;7.558671832E-1;1.570734829E-1
5.840877108E1;-1.863252640E0;1.560526967E0;3.463338912E-1
5.841880308E1;-1.924292088E0;1.923741102E0;3.520828485E-1
5.842883508E1;-1.867227077E0;1.840597868E0;3.462662995E-1
5.843886708E1;-1.749460697E0;1.370583296E0;3.050887585E-1
5.844889908E1;-1.606871009E0;6.223921180E-1;1.879463345E-1
5.845893108E1;-1.426245570E0;-1.850258708E-1;5.818141252E-2
5.846896208E1;-1.289386988E0;-6.779148579E-1;-5.627926812E-2
5.847899408E1;-1.285327315E0;-5.918609500E-1;-1.430980563E-1
5.848902608E1;-1.337199330E0;-3.454186022E-1;-1.668410003E-1
5.849905808E1;-1.299545407E0;-2.089323848E-1;-1.490987539E-1
5.850909008E1;-1.162864327E0;-2.986677289E-1;-9.940066934E-2
5.851912208E1;-9.424850941E-1;-4.598454237E-1;-5.386461318E-2
5.852915408E1;-7.210717201E-1;-6.469358802E-1;-3.276055306E-2
5.853918608E1;-5.114479065E-1;-9.107001424E-1;2.054634318E-2
5.854921808E1;-2.960672081E-1;-1.168699503E0;2.198923845E-3
5.855924908E1;-1.261852235E-1;-1.418936849E0;-7.196318358E-2
5.856928108E1;1.104187444E-1;-1.597803116E0;-1.580231935E-1
5.857931308E1;3.826957941E-1;-1.633321643E0;-2.415468544E-1
5.858934508E1;5.522976518E-1;-1.504371285E0;-3.072029948E-1
5.859937708E1;6.605650187E-1;-1.140851855E0;-2.833890319E-1
5.860940908E1;7.780638933E-1;-6.831579804E-1;-2.172089517E-1
5.861944108E1;8.097648621E-1;-3.460417390E-1;-1.359465867E-1
5.862947308E1;7.554060221E-1;-5.640447140E-2;-2.698365971E-2
5.863950508E1;6.797575951E-1;9.308461845E-2;-1.890023937E-3
5.864953608E1;5.717377663E-1;1.458558589E-1;-6.385564804E-2
5.865956808E1;3.504580557E-1;1.247170269E-1;-1.814946681E-1
5.866960008E1;-9.422717616E-3;3.560502082E-2;-2.650808096E-1
5.867963208E1;-4.427110255E-1;-4.496385902E-2;-2.308927625E-1
5.868966408E1;-8.413262963E-1;-1.315432191E-1;-8.990313858E-2
5.869969608E1;-9.500767589E-1;-1.840021610E-1;1.621509343E-1
5.870972808E1;-6.660200953E-1;-1.765738726E-1;4.401875138E-1
5.871976008E1;-3.174533248E-1;4.091957211E-2;5.665577054E-1
5.872979108E1;-1.562258974E-2;3.733913898E-1;6.267158389E-1
5.873982308E1;2.136508077E-1;6.064065099E-1;6.446080208E-1
5.874985508E1;1.412168741E-1;5.648778081E-1;5.893775225E-1
5.875988708E1;-2.373184413E-1;3.231357932E-1;4.754970074E-1
5.876991908E1;-7.638487816E-1;-8.637909591E-2;3.356041908E-1
5.877995108E1;-1.266881585E0;-4.785942733E-1;1.350130290E-1
5.878998308E1;-1.650044441E0;-3.373487890E-1;-3.977462649E-2
5.880001508E1;-1.698714495E0;1.036735438E-2;-2.158609778E-1
5.881004708E1;-1.364017487E0;1.415739954E-1;-4.498186409E-1
5.882007808E1;-8.243512511E-1;6.024024263E-2;-6.255390644E-1
5.883011008E1;-2.460228205E-1;-2.527433932E-1;-6.567457914E-1
5.884014208E1;3.549639583E-1;-7.083684206E-1;-5.845357776E-1
5.885017408E1;1.086943150E0;-1.013435602E0;-4.154466391E-1
5.886020608E1;1.436671615E0;-1.228833437E0;-1.627573818E-1
5.887023808E1;1.388512492E0;-1.161917210E0;8.554080129E-2
5.888027008E1;1.139419198E0;-8.208101988E-1;2.758854628E-1
5.889030208E1;9.290274382E-1;-3.880845606E-1;4.311595559E-1
5.890033408E1;8.482505679E-1;-1.763318330E-1;5.457388759E-1
5.891036508E1;8.879284859E-1;-1.522217840E-1;6.515263915E-1
5.892039708E1;9.903203845E-1;-1.290341765E-1;7.234599590E-1
5.893042908E1;1.107264042E0;-4.687444121E-2;7.349842787E-1
5.894046108E1;1.246095419E0;-5.374136847E-3;6.821959019E-1
5.895049308E1;1.378262281E0;-4.839178175E-2;5.689918995E-1
5.896052508E1;1.466127396E0;6.634450983E-3;4.598419368E-1
5.897055708E1;1.551463485E0;9.366023540E-2;3.635099232E-1
5.898058908E1;1.593401909E0;2.956783175E-1;3.067819476E-1
5.899062108E1;1.666057348E0;5.039356947E-1;2.239121944E-1
5.900065208E1;1.737317443E0;7.568619251E-1;7.696776092E-2
5.901068408E1;1.773346186E0;1.046338081E0;-1.372723132E-1
5.902071608E1;1.673881173E0;1.275447726E0;-3.783882558E-1
5.903074808E1;1.424814343E0;1.370288372E0;-5.661219954E-1
5.904078008E1;1.101274967E0;1.484080672E0;-6.016453505E-1
5.905081208E1;8.333681226E-1;1.608218551E0;-5.585564375E-1
5.906084408E1;7.146111131E-1;1.710115552E0;-4.379056394E-1
5.907087608E1;7.769466043E-1;1.635770917E0;-2.545804679E-1
5.908090808E1;9.429965615E-1;1.378385901E0;-8.588943630E-2
5.909093908E1;1.173141599E0;1.089602351E0;5.823881552E-2
5.910097108E1;1.358528614E0;8.890244961E-1;1.830278784E-1
5.911100308E1;1.448886037E0;7.331062555E-1;2.958922684E-1
5.912103508E1;1.427113891E0;5.994027853E-1;4.117576182E-1
5.913106708E1;1.283477306E0;5.361414552E-1;5.452750921E-1
5.914109908E1;1.035954952E0;6.164885163E-1;6.335221529E-1
5.915113108E1;7.355977893E-1;7.987570763E-1;6.823642254E-1
5.916116308E1;4.736468792E-1;9.988374710E-1;7.216565013E-1
5.917119508E1;3.328676224E-1;1.097891450E0;7.638276815E-1
5.918122608E1;3.161551952E-1;9.729319215E-1;7.395377755E-1
5.919125808E1;3.650450706E-1;7.615038157E-1;6.560516357E-1
5.920129008E1;4.052684009E-1;6.299977303E-1;5.071428418E-1
5.921132208E1;4.475677907E-1;5.236994624E-1;3.274876773E-1
5.922135408E1;4.790104032E-1;3.866177499E-1;1.850548834E-1
5.923138608E1;5.106008649E-1;2.068026960E-1;1.116674617E-1
5.924141808E1;4.509831369E-1;8.982601762E-2;5.187443644E-2
5.925145008E1;2.623563409E-1;1.553601921E-1;-1.710670069E-2
5.926148208E1;5.443748832E-2;4.256406724E-1;-6.196578592E-2
5.927151308E1;-6.904903054E-2;7.194312811E-1;-7.831972092E-2
5.928154508E1;-1.013068333E-1;8.911540508E-1;-4.954160377E-2
5.929157708E1;-1.148211360E-1;1.048699260E0;2.359067835E-2
5.930160908E1;-1.000310034E-1;1.191060662E0;9.999490529E-2
5.931164046E1;-7.156088948E-2;1.288758397E0;1.753456444E-1
5.932167246E1;-5.171767250E-2;1.283698082E0;1.615808308E-1
5.933170446E1;-1.424403340E-1;1.261857510E0;4.799345508E-2
5.934173646E1;-2.608290315E-1;1.222915769E0;-1.494514346E-1
5.935176746E1;-3.647715747E-1;1.115954280E0;-3.707818389E-1
5.936179946E1;-4.735822082E-1;1.013789773E0;-5.722262859E-1
5.937183146E1;-6.419789791E-1;8.389606476E-1;-7.432692647E-1
5.938186346E1;-8.252888322E-1;4.255656004E-1;-8.417739868E-1
5.939189546E1;-9.444569349E-1;-1.217691675E-1;-9.021119475E-1
5.940192746E1;-1.097501636E0;-7.170650363E-1;-9.249482751E-1
5.941195946E1;-1.323898673E0;-1.240317941E0;-9.188797474E-1
5.942199146E1;-1.494445920E0;-1.694950938E0;-9.376651645E-1
5.943202346E1;-1.544465423E0;-1.994264483E0;-9.537914395E-1
5.944205446E1;-1.518178105E0;-1.983508229E0;-9.471015334E-1
5.945208646E1;-1.452098250E0;-1.820548177E0;-9.033601284E-1
5.946211846E1;-1.347501755E0;-1.671310663E0;-8.139474392E-1
5.947215046E1;-1.218133092E0;-1.499438882E0;-6.468776464E-1
5.948218246E1;-1.123905659E0;-1.316847563E0;-4.021794498E-1
5.949221446E1;-1.093575001E0;-1.154805660E0;-1.772547960E-1
5.950224646E1;-1.101381302E0;-8.816565871E-1;-3.679221869E-2
5.951227846E1;-1.227866292E0;-4.283952713E-1;1.046594456E-1
5.952231046E1;-1.444704056E0;2.174282074E-1;2.162128687E-1
5.953234146E1;-1.623349667E0;9.361383915E-1;2.956966460E-1
5.954237346E1;-1.802927494E0;1.500578523E0;3.310285509E-1
5.955240546E1;-1.844165683E0;1.474936128E0;2.498081475E-1
5.956243746E1;-1.744078398E0;1.006001949E0;1.003856361E-1
5.957246946E1;-1.627224803E0;5.437177420E-1;-4.125652835E-2
5.958250146E1;-1.538908601E0;1.641605794E-1;-2.373879552E-1
5.959253346E1;-1.438321948E0;-9.102618694E-2;-3.244763315E-1
5.960256546E1;-1.365745187E0;-3.053225279E-1;-2.784894109E-1
5.961259746E1;-1.291021109E0;-4.754605293E-1;-1.860046983E-1
5.962262846E1;-1.158218861E0;-6.107032895E-1;-3.750417754E-2
5.963266046E1;-9.693991542E-1;-8.191548586E-1;3.601831943E-2
5.964269246E1;-7.495616078E-1;-1.181103945E0;1.159246042E-1
5.965272446E1;-4.868030250E-1;-1.660783529E0;2.593022585E-1
5.966275646E1;-2.039628178E-1;-2.094937801E0;2.548744678E-1
5.967278846E1;-5.264754221E-2;-2.546788692E0;8.980557323E-2
5.968282046E1;1.769467592E-1;-2.768050432E0;-1.028749347E-1
5.969285246E1;3.786303699E-1;-2.689865828E0;-3.282859027E-1
5.970288446E1;5.848117471E-1;-2.378869772E0;-5.699719787E-1
5.971291546E1;8.964512944E-1;-1.968279004E0;-8.008968830E-1
5.972294746E1;1.058818460E0;-1.300769925E0;-9.484546185E-1
5.973297946E1;9.143849611E-1;-8.124437183E-2;-1.063692689E0
5.974301146E1;7.501723170E-1;1.069714785E0;-1.046045542E0
5.975304346E1;6.072903275E-1;1.447757483E0;-9.160174131E-1
5.976307546E1;3.969307244E-1;1.463093519E0;-8.095160127E-1
5.977310746E1;4.277561232E-2;1.536674619E0;-6.843759418E-1
5.978313946E1;-4.140806198E-1;1.460912228E0;-4.192012846E-1
5.979317046E1;-7.605382204E-1;1.116676450E0;-1.500879526E-1
5.980320246E1;-8.890194893E-1;7.490652204E-1;5.472376943E-2
5.981323446E1;-8.658568263E-1;5.160073042E-1;2.183249146E-1
5.982326646E1;-6.059794426E-1;4.438009858E-1;3.508035839E-1
5.983329846E1;-2.691501379E-1;2.239535451E-1;4.691895247E-1
5.984333046E1;2.766849287E-2;-1.937946975E-1;4.873248339E-1
5.985336246E1;1.229131296E-1;-4.924452007E-1;5.154520273E-1
5.986339446E1;-5.198251829E-2;-7.005933523E-1;5.257083774E-1
5.987342646E1;-3.286293447E-1;-6.840685010E-1;5.343940854E-1
5.988345746E1;-7.768827081E-1;-6.753794551E-1;4.222488701E-1
5.989348946E1;-1.369292617E0;-6.502165794E-1;2.593244910E-1
5.990352146E1;-1.814110637E0;-3.002771735E-1;1.313017868E-2
5.991355346E1;-1.797999978E0;-2.635511458E-1;-3.810468316E-1
5.992358546E1;-1.239459276E0;-4.517998695E-1;-5.954307318E-1
5.993361746E1;-5.256439447E-1;-6.362469792E-1;-4.543249011E-1
5.994364946E1;2.895887494E-1;-9.793894291E-1;-7.629877329E-2
5.995368146E1;9.791123867E-1;-1.636821628E0;1.829727441E-1
5.996371346E1;1.387397885E0;-2.098887205E0;2.503677607E-1
5.997374446E1;1.513891578E0;-1.853195548E0;3.623620272E-1
5.998377646E1;1.371680140E0;-1.264561772E0;6.043666601E-1
5.999380846E1;1.196001768E0;-8.470144272E-1;8.189992309E-1
6.000384046E1;1.128613472E0;-4.365779161E-1;1.000537515E0
6.001387246E1;1.132136226E0;-9.172398597E-2;9.861114621E-1
6.002390446E1;1.196790814E0;5.654497072E-3;9.661377668E-1
6.003393646E1;1.319417596E0;1.036171243E-2;9.761754274E-1
6.004396846E1;1.502540588E0;5.786079168E-2;9.444526434E-1
6.005400046E1;1.680762172E0;1.207610890E-1;9.022088647E-1
6.006403146E1;1.792430043E0;1.338947415E-1;7.324829698E-1
6.007406346E1;1.935169816E0;2.695197761E-1;5.311835408E-1
6.008409546E1;2.084777594E0;4.707239866E-1;2.678123713E-1
6.009412746E1;2.154421568E0;5.565608740E-1;4.427410290E-2
6.010415946E1;2.130353928E0;6.093212962E-1;-9.839649498E-2
6.011419146E1;1.973227739E0;6.988250613E-1;-1.872087270E-1
6.012422346E1;1.721209407E0;8.406367898E-1;-2.924888134E-1
6.013425546E1;1.423771262E0;1.135937691E0;-4.376765788E-1
6.014428746E1;1.152531743E0;1.538404226E0;-5.641205311E-1
6.015431846E1;9.678601623E-1;1.833645821E0;-6.333510876E-1
6.016435046E1;9.380838871E-1;1.864036322E0;-5.789486170E-1
6.017438246E1;1.033898115E0;1.651749492E0;-4.355798960E-1
6.018441446E1;1.238833904E0;1.345752001E0;-3.202506304E-1
6.019444646E1;1.431317806E0;1.027410746E0;-1.950908154E-1
6.020447846E1;1.557705045E0;8.131201863E-1;-5.661629140E-2
6.021451046E1;1.574463367E0;6.791760325E-1;1.106239334E-1
6.022454246E1;1.460607886E0;5.862663388E-1;2.694197297E-1
6.023457446E1;1.275787950E0;5.297073126E-1;3.964565396E-1
6.024460546E1;1.077111363E0;6.303492188E-1;4.208894372E-1
6.025463746E1;8.901650906E-1;8.024467230E-1;4.799640179E-1
6.026466946E1;7.555997968E-1;9.073107839E-1;5.542837977E-1
6.027470146E1;7.371928692E-1;8.582916856E-1;6.005045772E-1
6.028473346E1;7.950176001E-1;6.341283321E-1;5.732601881E-1
6.029476546E1;8.031486869E-1;4.064719677E-1;5.190252662E-1
6.030479746E1;6.765846610E-1;3.467809260E-1;4.415408671E-1
6.031482925E1;4.960157871E-1;3.190729022E-1;3.457787335E-1
6.032486025E1;3.915618062E-1;1.668743342E-1;2.343952209E-1
6.033489225E1;3.839993179E-1;-8.061078936E-2;1.484636366E-1
6.034492425E1;3.944019079E-1;-1.798699945E-1;1.112243906E-1
6.035495625E1;3.589309752E-1;-1.221939735E-2;6.911999732E-2
6.036498825E1;2.488585114E-1;2.797099352E-1;3.028069157E-3
6.037502025E1;5.408566818E-2;6.098814011E-1;-1.148304995E-2
6.038505225E1;-8.380348980E-2;8.265615106E-1;2.040351182E-2
6.039508425E1;-1.258459389E-1;9.308232069E-1;6.617471576E-2
6.040511625E1;-1.675869823E-1;1.033119202E0;1.031716168E-1
6.041514725E1;-2.034309357E-1;1.127333045E0;1.274189949E-1
6.042517925E1;-2.654801607E-1;1.161316276E0;8.553092927E-2
6.043521125E1;-3.703057468E-1;1.101580024E0;-3.627431393E-2
6.044524325E1;-4.621320665E-1;9.797231555E-1;-2.287790477E-1
6.045527525E1;-5.749393702E-1;8.319001794E-1;-4.237197638E-1
6.046530725E1;-6.905836463E-1;5.936276913E-1;-5.858045220E-1
6.047533925E1;-7.928572297E-1;2.221778780E-1;-6.987941265E-1
6.048537125E1;-9.150321484E-1;-2.435211092E-1;-7.780244946E-1
6.049540325E1;-1.076259136E0;-7.017422318E-1;-8.397885561E-1
6.050543425E1;-1.289162159E0;-1.261222601E0;-9.295213223E-1
6.051546625E1;-1.551151156E0;-1.863870144E0;-1.029998183E0
6.052549825E1;-1.739781499E0;-2.249233484E0;-1.146831512E0
6.053553025E1;-1.751727343E0;-2.266263247E0;-1.250222445E0
6.054556225E1;-1.628083348E0;-2.006757021E0;-1.273065209E0
6.055559425E1;-1.477974534E0;-1.704664826E0;-1.185141802E0
6.056562625E1;-1.334111929E0;-1.570366859E0;-1.011915445E0
6.057565825E1;-1.283080459E0;-1.416589379E0;-7.378956676E-1
6.058569025E1;-1.283390760E0;-1.187914610E0;-4.262739122E-1
6.059572125E1;-1.313406944E0;-8.042929769E-1;-2.790808976E-1
6.060575325E1;-1.403843641E0;-3.706867397E-1;-1.100956053E-1
6.061578525E1;-1.501110077E0;6.169326603E-2;1.269272417E-1
6.062581725E1;-1.607860208E0;4.813323617E-1;3.155003488E-1
6.063584925E1;-1.704240799E0;8.827535510E-1;4.882196486E-1
6.064588125E1;-1.766304970E0;1.060900331E0;4.892382920E-1
6.065591325E1;-1.744150877E0;9.625877738E-1;4.158050716E-1
6.066594525E1;-1.669025183E0;5.874482393E-1;2.515437007E-1
6.067597725E1;-1.584480166E0;8.955481648E-2;7.076504081E-2
6.068600825E1;-1.403118610E0;-3.146315515E-1;-1.018879563E-1
6.069604025E1;-1.261588693E0;-4.549883902E-1;-2.652712166E-1
6.070607225E1;-1.167284608E0;-4.587285221E-1;-4.168927073E-1
6.071610425E1;-1.031595945E0;-5.490076542E-1;-4.614923000E-1
6.072613625E1;-8.354423642E-1;-7.020049095E-1;-3.857274950E-1
6.073616825E1;-6.533752680E-1;-8.224051595E-1;-2.989424169E-1
6.074620025E1;-4.859388769E-1;-1.048504353E0;-2.075520456E-1
6.075623225E1;-3.000245392E-1;-1.506438136E0;-1.719428599E-1
6.076626325E1;-5.861964822E-2;-2.038898945E0;-2.253469676E-1
6.077629525E1;1.238765419E-1;-2.320462942E0;-3.320918381E-1
6.078632725E1;2.683311999E-1;-2.307999611E0;-4.343196750E-1
6.079635925E1;4.599876702E-1;-2.018619299E0;-5.365269780E-1
6.080639125E1;6.172667742E-1;-1.619012594E0;-6.103982925E-1
6.081642325E1;7.150109410E-1;-1.165439963E0;-6.159461141E-1
6.082645525E1;7.393224239E-1;-8.243385553E-1;-5.309023261E-1
6.083648725E1;7.388836145E-1;-6.483438015E-1;-3.970904052E-1
6.084651925E1;6.655582786E-1;-5.939567089E-1;-2.247170359E-1
6.085655025E1;5.454202890E-1;-6.374933720E-1;-1.472359747E-1
6.086658225E1;3.251438737E-1;-8.482466340E-1;-1.698757708E-1
6.087661425E1;8.393116295E-2;-1.051473022E0;-2.660997808E-1
6.088664625E1;-7.919064909E-2;-8.361909986E-1;-3.342796266E-1
6.089667825E1;-1.984202415E-1;-4.847571552E-1;-3.851784170E-1
6.090671025E1;-3.805879056E-1;-4.359379709E-1;-3.435236514E-1
6.091674225E1;-4.852190018E-1;-3.391919732E-1;-5.141343921E-2
6.092677425E1;-3.730781078E-1;-1.985067576E-1;3.607738614E-1
6.093680625E1;-1.163748428E-1;-2.292952687E-1;5.586491823E-1
6.094683725E1;1.537687629E-1;-7.140363008E-2;6.013290286E-1
6.095686925E1;1.748494208E-1;8.392080665E-2;6.304255724E-1
6.096690125E1;-1.022112146E-1;-8.270013332E-2;6.050962210E-1
6.097693325E1;-6.556040049E-1;-4.319558740E-1;4.907970428E-1
6.098696525E1;-1.426486373E0;-8.045669794E-1;3.023477793E-1
6.099699725E1;-1.958851218E0;-4.519229829E-1;8.637011051E-2
6.100702925E1;-2.079342365E0;1.085507125E-1;-3.107388914E-1
6.101706125E1;-1.670125842E0;4.242054820E-1;-7.162011266E-1
6.102709225E1;-8.694879413E-1;5.172272921E-1;-8.249715567E-1
6.103712425E1;-2.859559283E-2;4.330170155E-1;-6.933542490E-1
6.104715625E1;7.658898234E-1;1.156888679E-1;-5.176231861E-1
6.105718825E1;1.256851912E0;-4.058156312E-1;-3.068743646E-1
6.106722025E1;1.401440859E0;-6.795646548E-1;-1.413823217E-1
6.107725225E1;1.361624837E0;-5.186415315E-1;3.545672074E-2
6.108728425E1;1.166949630E0;-3.706067502E-1;2.592160404E-1
6.109731625E1;9.454926848E-1;-7.807383686E-2;4.975878298E-1
6.110734825E1;8.862309456E-1;2.393190414E-1;6.654918790E-1
6.111737925E1;9.513907433E-1;4.421072006E-1;7.645884156E-1
6.112741125E1;1.067892790E0;5.184690356E-1;8.125423789E-1
6.113744325E1;1.213978887E0;4.503383338E-1;7.937718034E-1
6.114747525E1;1.387906194E0;3.503241241E-1;7.201380730E-1
6.115750725E1;1.580264807E0;3.280545175E-1;6.014351249E-1
6.116753925E1;1.734645486E0;4.034762979E-1;4.651127160E-1
6.117757125E1;1.831444263E0;5.623042583E-1;3.582299352E-1
6.118760325E1;1.882791042E0;7.046244144E-1;2.628935874E-1
6.119763525E1;1.900037408E0;7.705336213E-1;1.371683478E-1
6.120766625E1;1.866618991E0;8.249068260E-1;-3.893236816E-2
6.121769825E1;1.731194496E0;8.766528964E-1;-1.877939999E-1
6.122773025E1;1.518751144E0;9.961766005E-1;-3.532886803E-1
6.123776225E1;1.238414764E0;1.278396726E0;-4.760846496E-1
6.124779425E1;9.555505514E-1;1.638567924E0;-5.284426212E-1
6.125782625E1;7.992977500E-1;1.935272813E0;-5.944156051E-1
6.126785825E1;8.044418693E-1;2.034486771E0;-5.414117575E-1
6.127789025E1;9.159330726E-1;1.838853478E0;-4.091618359E-1
6.128792225E1;1.082162738E0;1.524472952E0;-2.820118666E-1
6.129795325E1;1.257779837E0;1.234608531E0;-1.785168499E-1
6.130798525E1;1.359792233E0;9.989733696E-1;-9.368576109E-3
6.131801696E1;1.370966434E0;8.945125341E-1;2.078746706E-1
6.132804896E1;1.275346518E0;9.019597769E-1;4.547464848E-1
6.133808096E1;1.061870694E0;1.041078925E0;6.196333170E-1
6.134811296E1;7.872498035E-1;1.227674365E0;7.014059424E-1
6.135814496E1;5.527834296E-1;1.277802467E0;7.513456345E-1
6.136817696E1;4.123192728E-1;1.236528516E0;7.736274600E-1
6.137820896E1;4.000696838E-1;1.094764471E0;7.327507138E-1
6.138823996E1;4.232794046E-1;8.701040149E-1;6.108155251E-1
6.139827196E1;3.740728199E-1;7.697677612E-1;3.980956674E-1
6.140830396E1;3.112424612E-1;7.094306350E-1;1.384520978E-1
6.141833596E1;2.684814036E-1;3.202112913E-1;-1.091842055E-1
6.142836796E1;2.933766246E-1;-3.513471186E-1;-1.791153550E-1
6.143839996E1;3.270341754E-1;-7.235810757E-1;-1.254230291E-1
6.144843196E1;2.611955106E-1;-5.129924417E-1;-8.722610027E-2
6.145846396E1;9.144281596E-2;3.451793641E-2;-1.059172451E-1
6.146849596E1;-2.789928392E-2;4.424513578E-1;-1.155666709E-1
6.147852696E1;1.689153537E-2;4.924178123E-1;-1.116486713E-1
6.148855896E1;1.738561094E-1;4.399889708E-1;-8.513716608E-2
6.149859096E1;3.056546152E-1;4.698643684E-1;-2.553630061E-2
6.150862296E1;2.734149098E-1;6.066365838E-1;7.283900678E-2
6.151865496E1;1.067133173E-1;6.972540021E-1;9.227403253E-2
6.152868696E1;-1.042875368E-2;6.655877233E-1;4.869085737E-3
6.153871896E1;-1.062556077E-2;5.360110998E-1;-1.865922213E-1
6.154875096E1;-3.975468501E-2;4.255370200E-1;-4.080532491E-1
6.155878196E1;-1.690155417E-1;2.506890297E-1;-6.301606894E-1
6.156881396E1;-4.021475911E-1;-9.267234057E-2;-8.120561838E-1
6.157884596E1;-6.067635417E-1;-4.833848476E-1;-9.309519529E-1
6.158887796E1;-7.769352794E-1;-1.160313725E0;-1.014097214E0
6.159890996E1;-1.029105902E0;-1.882493973E0;-1.043841124E0
6.160894196E1;-1.262212873E0;-2.353035212E0;-1.044159889E0
