"Time (s)";"X (rad/s)";"Y (rad/s)";"Z (rad/s)"
2.299663051E2;1.806135774E0;5.980150700E-1;9.142187238E-1
2.299763371E2;1.858226180E0;4.798167348E-1;1.098804593E0
2.299863691E2;1.856571317E0;2.046754509E-1;1.204556346E0
2.299964021E2;1.885812759E0;-8.454694599E-2;1.193384886E0
2.300064341E2;1.849639773E0;-4.101649821E-1;1.100710869E0
2.300164661E2;1.833544731E0;-5.401927829E-1;8.723409772E-1
2.300264981E2;1.899815679E0;-2.252686769E-1;6.378917694E-1
2.300365301E2;2.024303436E0;3.764923811E-1;4.021700025E-1
2.300465621E2;2.112630844E0;9.271989465E-1;3.113812394E-2
2.300565941E2;2.100602627E0;1.130354881E0;-2.181590647E-1
2.300666261E2;1.940285563E0;1.097850442E0;-3.702572584E-1
2.300766581E2;1.721422434E0;1.200504541E0;-4.420422316E-1
2.300866901E2;1.464227200E0;1.449106336E0;-4.938835800E-1
2.300967221E2;1.164672256E0;1.788478851E0;-5.010905862E-1
2.301067541E2;8.818601966E-1;2.025406361E0;-4.479613602E-1
2.301167871E2;7.968073487E-1;2.054145813E0;-3.524451852E-1
2.301268191E2;9.150687456E-1;1.857282519E0;-2.267743349E-1
2.301368511E2;1.060126662E0;1.551797271E0;-7.154901326E-2
2.301468831E2;1.231379867E0;1.277006388E0;7.130321115E-2
2.301569151E2;1.343638301E0;1.171013832E0;2.288239747E-1
2.301669471E2;1.400187373E0;1.220373034E0;3.949144185E-1
2.301769791E2;1.447537184E0;1.277426243E0;5.760071278E-1
2.301870111E2;1.495159268E0;1.113055110E0;7.721683383E-1
2.301970431E2;1.459444761E0;8.620956540E-1;8.917899132E-1
2.302070751E2;1.250300884E0;7.342154980E-1;9.709441066E-1
2.302171071E2;9.499545097E-1;8.515092731E-1;9.713627100E-1
2.302271391E2;7.823796272E-1;1.190513968E0;9.468333721E-1
2.302371711E2;8.360336423E-1;1.585963964E0;8.558460474E-1
2.302472041E2;5.749985576E-1;1.295582771E0;6.190409660E-1
2.302572361E2;1.428863257E-1;7.907778621E-1;3.700936437E-1
2.302672681E2;-3.246125951E-2;2.527282536E-1;1.818547547E-1
2.302773001E2;-1.340046674E-1;-7.907334715E-2;8.544171602E-2
2.302873321E2;-2.544799745E-1;-7.515450567E-2;1.033285074E-2
2.302973641E2;-3.500448465E-1;1.323649287E-1;-4.147562385E-2
2.303073961E2;-4.113864899E-1;3.842533529E-1;-9.243068844E-2
2.303174281E2;-4.545841217E-1;5.616984367E-1;-1.586382538E-1
2.303274601E2;-4.765594602E-1;6.666754484E-1;-2.060497105E-1
2.303374921E2;-5.097166896E-1;7.069557309E-1;-1.969734877E-1
2.303475241E2;-5.642473102E-1;7.659130692E-1;-1.334887892E-1
2.303575561E2;-5.319064260E-1;8.041212559E-1;-9.093468636E-2
2.303675891E2;-4.963575304E-1;7.887135148E-1;-1.551791877E-1
2.303776211E2;-4.073563218E-1;5.908882618E-1;-3.342134953E-1
2.303876531E2;-3.086118996E-1;2.191253901E-1;-5.528749824E-1
2.303976851E2;-3.581310213E-1;-1.197476462E-1;-7.306053638E-1
2.304077171E2;-5.087687373E-1;-3.462516367E-1;-8.605676293E-1
2.304177491E2;-6.847496033E-1;-4.957008362E-1;-9.560791254E-1
2.304277811E2;-8.231250644E-1;-8.446604013E-1;-1.046441793E0
2.304378131E2;-9.834950566E-1;-1.156137228E0;-1.175451636E0
2.304478451E2;-1.085172176E0;-1.657103419E0;-1.356475234E0
2.304578771E2;-1.370546222E0;-1.597586870E0;-1.496967196E0
2.304679091E2;-1.484045148E0;-1.461501479E0;-1.585592151E0
2.304779411E2;-1.528683543E0;-1.174310803E0;-1.501667261E0
2.304879745E2;-1.566577077E0;-9.992322922E-1;-1.229990721E0
2.304980065E2;-1.616247296E0;-9.227377772E-1;-8.904271126E-1
2.305080385E2;-1.553307533E0;-9.782444835E-1;-5.845486522E-1
2.305180705E2;-1.231804252E0;-1.054323196E0;-4.091652930E-1
2.305281025E2;-1.091298819E0;-7.459644079E-1;-2.273457199E-1
2.305381345E2;-1.331192613E0;-1.269351989E-1;3.323907778E-2
2.305481665E2;-1.802296519E0;5.661372542E-1;2.689583898E-1
2.305581985E2;-2.193980217E0;1.192898512E0;3.780574501E-1
2.305682305E2;-2.372162819E0;1.639665127E0;3.622699678E-1
2.305782625E2;-2.351407766E0;1.628439546E0;2.066917419E-1
2.305882945E2;-2.199651718E0;1.357572079E0;7.983019948E-2
2.305983265E2;-2.001406908E0;8.513986468E-1;-1.022091135E-1
2.306083595E2;-1.803758025E0;2.924538553E-1;-2.744429410E-1
2.306183915E2;-1.614380717E0;-2.848286927E-2;-3.766241968E-1
2.306284235E2;-1.527551889E0;-1.386716962E-1;-4.317340553E-1
2.306384555E2;-1.364081740E0;-3.790888786E-1;-4.052306712E-1
2.306484875E2;-1.089559674E0;-7.772815228E-1;-3.890413046E-1
2.306585195E2;-7.779712677E-1;-1.103105903E0;-3.063160479E-1
2.306685515E2;-5.077437758E-1;-1.329107881E0;-2.752710283E-1
2.306785835E2;-2.938292921E-1;-1.504511118E0;-2.141363025E-1
2.306886155E2;-1.113023609E-1;-1.639120698E0;-1.626419574E-1
2.306986475E2;8.204923570E-2;-1.799552679E0;-1.619219780E-1
2.307086795E2;3.231483996E-1;-2.038664103E0;-2.619884014E-1
2.307187115E2;5.710368752E-1;-2.259273767E0;-4.373754263E-1
2.307287435E2;7.900546789E-1;-2.355924845E0;-5.936009288E-1
2.307387765E2;1.034992576E0;-2.052536249E0;-6.946281195E-1
2.307488085E2;1.136084676E0;-1.321350217E0;-7.499371767E-1
2.307588405E2;1.090819001E0;-7.886980176E-1;-8.129276633E-1
2.307688725E2;8.410925269E-1;-3.218911588E-1;-8.171637058E-1
2.307789045E2;5.135273933E-1;1.512735151E-2;-8.230660558E-1
2.307889365E2;1.648050547E-1;3.275973797E-1;-7.961444259E-1
2.307989685E2;-2.424379289E-1;6.572899222E-1;-7.090396881E-1
2.308090005E2;-5.202152133E-1;7.035636902E-1;-6.908814311E-1
2.308190325E2;-6.878362894E-1;3.563542068E-1;-7.422590852E-1
2.308290645E2;-6.237031221E-1;1.044353917E-1;-5.484054685E-1
2.308390965E2;-3.461102545E-1;2.219373286E-1;-2.644172497E-2
2.308491285E2;-3.037066162E-1;1.645307541E-1;2.419926524E-1
2.308591615E2;-2.279239446E-1;-1.069042757E-1;2.961708307E-1
2.308691935E2;-1.665292978E-1;-3.674541116E-1;3.036889434E-1
2.308792255E2;-2.396519333E-1;-4.399204254E-1;4.655774534E-1
2.308892575E2;-3.729245067E-1;-6.476925611E-1;5.136922002E-1
2.308992895E2;-4.331676364E-1;-1.024423003E0;3.897586763E-1
2.309093215E2;-7.837719321E-1;-1.278877378E0;8.968222886E-2
2.309193535E2;-1.333332181E0;-1.141750932E0;-2.288093418E-1
2.309293855E2;-1.550985217E0;-1.087160468E0;-5.345320106E-1
2.309394175E2;-1.460353255E0;-1.202021599E0;-6.982522607E-1
2.309494495E2;-8.715304136E-1;-8.453703523E-1;-5.219656229E-1
2.309594815E2;5.765622482E-3;-1.931848973E-1;-2.348962426E-2
2.309695135E2;7.141137719E-1;-2.698314190E-2;5.237497687E-1
2.309795465E2;1.199075222E0;-7.094927877E-2;6.136889458E-1
2.309895785E2;1.290178180E0;-4.689536393E-1;4.458493292E-1
2.309996105E2;1.073887825E0;-8.252221346E-1;2.210351527E-1
2.310096425E2;9.301179051E-1;-3.174904883E-1;2.167530507E-1
2.310196745E2;1.128797531E0;6.929764748E-1;6.161084771E-1
2.310297065E2;1.256840706E0;1.412260890E0;9.958022833E-1
2.310397385E2;1.293032765E0;1.321025729E0;1.390976071E0
2.310497705E2;1.367691040E0;8.534458280E-1;1.667905092E0
2.310598025E2;1.621429324E0;4.579612017E-1;1.727030396E0
2.310698345E2;1.863962531E0;1.416729838E-1;1.724762440E0
2.310798665E2;1.922174931E0;-1.481687874E-1;1.476763248E0
2.310898985E2;1.888796449E0;-2.998374104E-1;1.101094842E0
2.310999315E2;1.989950061E0;-8.999149501E-2;6.806180477E-1
2.311099635E2;2.102961779E0;3.980304003E-1;3.512643874E-1
2.311199955E2;2.142617226E0;8.607061505E-1;5.223766342E-2
2.311300275E2;2.099544525E0;9.413381219E-1;-2.343629450E-1
2.311400595E2;1.938836575E0;8.234366179E-1;-3.782092929E-1
2.311500915E2;1.709562063E0;7.951636910E-1;-4.201426208E-1
2.311601235E2;1.466087103E0;9.762279391E-1;-4.222976267E-1
2.311701555E2;1.178869128E0;1.360316515E0;-4.754503369E-1
2.311801875E2;9.035685658E-1;1.796645761E0;-4.719912112E-1
2.311902195E2;7.214293480E-1;2.047984123E0;-3.789432943E-1
2.312002515E2;6.846172810E-1;2.006661892E0;-2.085575759E-1
2.312102835E2;7.914915085E-1;1.803933978E0;-1.988540404E-2
2.312203165E2;9.043689370E-1;1.625338912E0;1.134244353E-1
2.312303485E2;1.005224466E0;1.512760520E0;2.757779360E-1
2.312403805E2;1.098194599E0;1.502344012E0;4.517490566E-1
2.312504125E2;1.188892484E0;1.465673327E0;6.114926338E-1
2.312604445E2;1.273201108E0;1.273583531E0;8.181071281E-1
2.312704765E2;1.307097554E0;1.159646630E0;1.004362822E0
2.312805085E2;1.125657558E0;1.191551924E0;1.036171079E0
2.312905405E2;6.583044529E-1;1.148975730E0;1.021542311E0
2.313005725E2;3.923875690E-1;1.163841724E0;9.896610379E-1
2.313106045E2;3.905260265E-1;1.142208099E0;9.171040058E-1
2.313206365E2;4.035162330E-1;9.532903433E-1;7.629417777E-1
2.313306685E2;3.423484862E-1;5.085105300E-1;5.729673505E-1
2.313407005E2;3.418889344E-1;-3.417846188E-2;3.901637495E-1
2.313507335E2;3.277750015E-1;-3.813782334E-1;1.517493278E-1
2.313607655E2;1.521012783E-1;-3.837404847E-1;3.758057579E-2
2.313707975E2;-1.202197298E-1;-1.757308245E-1;-6.278491020E-2
2.313808295E2;-3.188336492E-1;1.022448391E-1;-1.363403499E-1
2.313908615E2;-4.057440460E-1;3.259367943E-1;-2.037249804E-1
2.314008935E2;-4.266967177E-1;3.833581507E-1;-2.736502588E-1
2.314109255E2;-4.327050745E-1;3.904994130E-1;-2.729639709E-1
2.314209575E2;-4.511256516E-1;4.426761866E-1;-1.891388446E-1
2.314309895E2;-4.361861050E-1;5.625626445E-1;-9.886141866E-2
2.314410215E2;-4.482677579E-1;6.927074194E-1;-1.406054497E-1
2.314510535E2;-4.492185116E-1;6.742532849E-1;-3.330257535E-1
2.314610865E2;-4.276606143E-1;4.439356029E-1;-5.952789783E-1
2.314711185E2;-3.881515563E-1;1.266537607E-1;-8.232607245E-1
2.314811505E2;-4.297437966E-1;-1.528976411E-1;-1.005083323E0
2.314911827E2;-5.418479443E-1;-3.491111100E-1;-1.141947508E0
2.315012147E2;-6.452899575E-1;-7.535911798E-1;-1.224807143E0
2.315112467E2;-8.578456640E-1;-1.253330946E0;-1.278771400E0
2.315212787E2;-1.120560169E0;-1.603632092E0;-1.386590362E0
2.315313107E2;-1.306028605E0;-1.691086292E0;-1.510450244E0
2.315413427E2;-1.376979589E0;-1.646937728E0;-1.612510443E0
2.315513747E2;-1.342239141E0;-1.533772349E0;-1.572048783E0
2.315614067E2;-1.317795277E0;-1.471959233E0;-1.396878958E0
2.315714387E2;-1.314119577E0;-1.463575840E0;-1.122257233E0
2.315814717E2;-1.259095550E0;-1.416218400E0;-8.131802678E-1
2.315915037E2;-1.037799597E0;-1.100666285E0;-5.169304609E-1
2.316015357E2;-1.196360588E0;-3.697904646E-1;-2.818845212E-1
2.316115677E2;-1.581980705E0;3.215336800E-1;1.392423641E-2
2.316215997E2;-1.910032630E0;9.410783648E-1;2.376046777E-1
2.316316317E2;-2.121348381E0;1.318904757E0;3.430253863E-1
2.316416637E2;-2.150679350E0;1.485341430E0;3.431273699E-1
2.316516957E2;-2.173568726E0;1.426676035E0;3.297172785E-1
2.316617277E2;-2.171118259E0;1.004316449E0;3.021508157E-1
2.316717597E2;-2.144047499E0;5.409657955E-1;1.633545756E-1
2.316817917E2;-1.991980314E0;-5.629808828E-2;-7.880951278E-3
2.316918237E2;-1.790100932E0;-5.562099218E-1;-3.758378327E-3
2.317018567E2;-1.609392762E0;-9.316182733E-1;-1.607519388E-2
2.317118887E2;-1.412693262E0;-1.269632459E0;-7.033257186E-2
2.317219207E2;-1.225015044E0;-1.483589649E0;-1.095967218E-1
2.317319527E2;-1.068690896E0;-1.459496021E0;-1.586484164E-1
2.317419847E2;-8.969237208E-1;-1.226856232E0;-2.131920010E-1
2.317520167E2;-7.185744643E-1;-1.129177094E0;-2.577408254E-1
2.317620487E2;-5.254289508E-1;-1.180069327E0;-2.548558116E-1
2.317720807E2;-3.147100210E-1;-1.133531094E0;-2.682128847E-1
2.317821127E2;-7.902024686E-2;-9.227328897E-1;-2.752853334E-1
2.317921447E2;1.807783097E-1;-8.113579154E-1;-3.370171487E-1
2.318021767E2;5.947937965E-1;-1.024349928E0;-3.714027405E-1
2.318122087E2;9.978352785E-1;-1.410638452E0;-4.714518487E-1
2.318222417E2;1.346366763E0;-1.747001290E0;-5.832016468E-1
2.318322737E2;1.550103188E0;-2.023062229E0;-6.403509378E-1
2.318423057E2;1.523145556E0;-2.063767910E0;-6.472874880E-1
2.318523377E2;1.293876410E0;-1.742358446E0;-6.399880648E-1
2.318623697E2;9.527928233E-1;-1.213170409E0;-6.709346771E-1
2.318724017E2;3.758035302E-1;-6.811195016E-1;-6.702781916E-1
2.318824337E2;-3.348618746E-1;8.950155228E-2;-5.880250931E-1
2.318924657E2;-9.074953198E-1;8.199903965E-1;-4.564282298E-1
2.319024977E2;-9.993744493E-1;1.301877022E0;-1.415756345E-1
2.319125297E2;-8.297691345E-1;1.264414549E0;1.987743936E-2
2.319225617E2;-6.449884772E-1;8.044102788E-1;7.607157528E-2
2.319325937E2;-4.004248083E-1;2.762471735E-1;1.897315532E-1
2.319426267E2;-2.040490508E-1;4.736757651E-2;4.326734841E-1
2.319526587E2;-3.215852007E-2;-5.739319604E-3;6.313916445E-1
2.319626907E2;5.928489566E-2;-2.352957129E-1;7.302516103E-1
2.319727227E2;-5.738872290E-2;-5.523713827E-1;7.597754002E-1
2.319827547E2;-4.389534593E-1;-8.382364511E-1;6.174743772E-1
2.319927867E2;-1.411156178E0;-1.005844593E0;3.278747499E-1
2.320028187E2;-1.856037498E0;-7.954199910E-1;-1.447803229E-1
2.320128507E2;-1.644167304E0;-4.936582744E-1;-6.659292579E-1
2.320228827E2;-1.285237312E0;-2.736048996E-1;-9.197269678E-1
2.320329147E2;-5.595843196E-1;4.238741100E-2;-6.840888858E-1
2.320429467E2;3.874974847E-1;2.492320985E-1;3.659771755E-2
2.320529787E2;1.038064957E0;8.558244258E-2;5.350740552E-1
2.320630117E2;1.336303234E0;-2.846577466E-1;5.721770525E-1
2.320730437E2;1.312465549E0;-6.411247849E-1;4.341635704E-1
2.320830757E2;1.058793068E0;-6.538795829E-1;4.050912857E-1
2.320931077E2;9.760649204E-1;-1.408231556E-1;5.860903859E-1
2.321031397E2;1.165837526E0;4.998435378E-1;8.615616560E-1
2.321131717E2;1.347427011E0;7.338461876E-1;1.107847333E0
2.321232037E2;1.494073153E0;5.348618627E-1;1.281072736E0
2.321332357E2;1.673238635E0;2.064480484E-1;1.305426359E0
2.321432677E2;1.914104104E0;-4.835590720E-2;1.064124107E0
2.321532997E2;1.987817764E0;-4.652684554E-2;6.302901506E-1
2.321633317E2;1.893535495E0;5.325940251E-2;3.199905753E-1
2.321733637E2;1.800894499E0;1.486618221E-1;8.588463068E-2
2.321833967E2;1.776921868E0;2.046949267E-1;-2.753585577E-2
2.321934287E2;1.853844881E0;2.437893301E-1;-5.532807112E-2
2.322034607E2;1.927448034E0;3.266026378E-1;-5.806358159E-2
2.322134927E2;1.876018763E0;4.102940559E-1;-9.614571929E-2
2.322235247E2;1.684469342E0;5.418847203E-1;-1.586546302E-1
2.322335567E2;1.461769104E0;8.368905187E-1;-2.367757857E-1
2.322435887E2;1.194574833E0;1.333437443E0;-3.264843524E-1
2.322536207E2;9.081979394E-1;1.810879827E0;-3.007888496E-1
2.322636527E2;6.790817380E-1;2.009942293E0;-1.758910269E-1
2.322736847E2;5.586596727E-1;2.067016840E0;-8.544903249E-3
2.322837167E2;5.563216805E-1;1.956696749E0;1.209887117E-1
2.322937487E2;6.892613173E-1;1.769420147E0;2.388088256E-1
2.323037817E2;8.841603398E-1;1.680850506E0;3.319095671E-1
2.323138137E2;1.098356009E0;1.643467188E0;4.380248189E-1
2.323238457E2;1.297295213E0;1.645202637E0;5.169828534E-1
2.323338777E2;1.417573452E0;1.485242844E0;6.340780854E-1
2.323439097E2;1.496125102E0;1.093932748E0;8.020904064E-1
2.323539417E2;1.532600999E0;6.887011528E-1;9.775609970E-1
2.323639737E2;1.381527305E0;5.906327963E-1;1.103916287E0
2.323740057E2;1.158845186E0;8.782054186E-1;1.103432655E0
2.323840377E2;9.869675040E-1;1.233008385E0;1.061560154E0
2.323940697E2;7.390682101E-1;1.493746758E0;9.440636635E-1
2.324041017E2;4.768701494E-1;1.414042354E0;7.183904648E-1
2.324141337E2;3.159590364E-1;8.818622828E-1;4.578843117E-1
2.324241667E2;2.652364373E-1;2.562773824E-1;2.132713497E-1
2.324341987E2;1.746340692E-1;-3.838354722E-2;-1.338708866E-2
2.324442307E2;3.273092955E-2;4.672357067E-2;-1.189208031E-1
2.324542627E2;-1.689340174E-1;4.061685801E-1;-1.421081573E-1
2.324642947E2;-3.809974492E-1;8.453922868E-1;-1.333120316E-1
2.324743267E2;-5.196911097E-1;1.080001831E0;-1.132144779E-1
2.324843590E2;-5.249285698E-1;1.093693852E0;-1.053805351E-1
2.324943910E2;-5.135728121E-1;1.021615028E0;-6.904303282E-2
2.325044230E2;-4.345780909E-1;8.890283704E-1;-3.444964066E-3
2.325144550E2;-3.392427862E-1;7.693794370E-1;-2.193395980E-2
2.325244870E2;-2.775692046E-1;6.418166757E-1;-1.391109824E-1
2.325345200E2;-2.195125520E-1;3.995584846E-1;-3.466404974E-1
2.325445520E2;-1.976649761E-1;5.007007718E-2;-6.351924539E-1
2.325545840E2;-1.718056798E-1;-2.612651587E-1;-9.049174190E-1
2.325646160E2;-2.305608988E-1;-5.821968317E-1;-1.099323392E0
2.325746480E2;-3.927607238E-1;-9.864526987E-1;-1.212706923E0
2.325846800E2;-6.078644395E-1;-1.394307852E0;-1.282947540E0
2.325947120E2;-8.996744156E-1;-1.764542103E0;-1.306717873E0
2.326047440E2;-1.187145472E0;-1.891590834E0;-1.380625844E0
2.326147760E2;-1.321274996E0;-1.804443359E0;-1.483310103E0
2.326248080E2;-1.333189130E0;-1.638118029E0;-1.529760242E0
2.326348400E2;-1.272538066E0;-1.554432273E0;-1.442315936E0
2.326448720E2;-1.225797415E0;-1.639731288E0;-1.248545408E0
2.326549050E2;-1.140134096E0;-1.752349734E0;-1.012573838E0
2.326649370E2;-1.153371572E0;-1.449605584E0;-8.005804420E-1
2.326749690E2;-1.339733481E0;-7.018510103E-1;-5.418756604E-1
2.326850010E2;-1.610394716E0;8.926999569E-2;-1.711893231E-1
2.326950330E2;-1.902363896E0;6.403009295E-1;1.069000885E-1
2.327050650E2;-2.144671202E0;1.220721841E0;1.935142875E-1
2.327150970E2;-2.335996151E0;1.684091687E0;1.879932880E-1
2.327251290E2;-2.475640774E0;1.835863948E0;1.303893626E-1
2.327351610E2;-2.526529551E0;1.944227457E0;2.689040639E-2
2.327451930E2;-2.160573006E0;1.281715035E0;-1.477490515E-1
2.327552250E2;-1.868722439E0;5.161094069E-1;-2.924529612E-1
2.327652570E2;-1.636503339E0;-1.426992752E-2;-3.582331538E-1
2.327752900E2;-1.347426534E0;-5.063938498E-1;-3.889569938E-1
2.327853220E2;-1.094851255E0;-9.901362062E-1;-3.943161368E-1
2.327953540E2;-8.066146970E-1;-1.353913665E0;-3.448891938E-1
2.328053860E2;-5.725416541E-1;-1.590148211E0;-2.330257893E-1
2.328154180E2;-4.379875660E-1;-1.734303594E0;-1.410881430E-1
2.328254500E2;-3.710452020E-1;-1.734068155E0;-1.175268441E-1
2.328354820E2;-4.363507032E-1;-1.588372231E0;-2.117755860E-1
2.328455140E2;-4.669530988E-1;-1.435532451E0;-2.936843336E-1
2.328555460E2;-3.015910387E-1;-1.476024032E0;-3.323787153E-1
2.328655780E2;-3.686856478E-2;-1.658116102E0;-3.464152515E-1
2.328756100E2;1.882401854E-1;-1.698426485E0;-3.551464081E-1
2.328856420E2;4.610087872E-1;-1.725329757E0;-3.941182792E-1
2.328956750E2;7.584838867E-1;-1.869110942E0;-4.117465615E-1
2.329057070E2;9.967269301E-1;-2.054533243E0;-3.940603435E-1
2.329157390E2;1.146289468E0;-2.156124115E0;-3.959999084E-1
2.329257710E2;1.191530347E0;-2.211607933E0;-4.451537430E-1
2.329358030E2;1.210611105E0;-2.280762911E0;-5.118917823E-1
2.329458350E2;1.211254239E0;-2.329549551E0;-5.884622335E-1
2.329558670E2;1.216474295E0;-2.317518234E0;-6.630371213E-1
2.329658990E2;6.590008140E-1;-1.395048976E0;-8.404476047E-1
2.329759310E2;-2.252778858E-1;-4.541211724E-1;-7.077630162E-1
2.329859630E2;-4.129858017E-1;1.620945781E-1;-3.279702961E-1
2.329959950E2;-5.236604214E-1;6.725786328E-1;-4.437665641E-2
2.330060270E2;-5.583943725E-1;7.761000991E-1;2.682837844E-1
2.330160600E2;-5.381338596E-1;5.393011570E-1;4.736819565E-1
2.330260920E2;-3.903956115E-1;1.058791280E-1;6.047430634E-1
2.330361240E2;-1.971198767E-1;-2.809705734E-1;4.733035266E-1
2.330461560E2;-2.235369682E-1;-5.169909000E-1;2.938696742E-1
2.330561880E2;-4.225164056E-1;-4.338721037E-1;2.270924896E-1
2.330662200E2;-1.137273192E0;-3.206241727E-1;1.443012506E-1
2.330762520E2;-2.023668289E0;1.728920341E-1;1.179069281E-1
2.330862840E2;-1.986566782E0;7.266888022E-1;-2.388061583E-1
2.330963160E2;-1.416245222E0;6.195346713E-1;-6.188429594E-1
2.331063480E2;-6.084307432E-1;6.873541474E-1;-7.052817941E-1
2.331163800E2;3.087168932E-1;9.170541763E-1;-1.870181561E-1
2.331264130E2;1.042095065E0;5.536531806E-1;3.575370014E-1
2.331364450E2;1.364993691E0;-4.326035082E-1;5.351024866E-1
2.331464770E2;1.489938378E0;-1.057628274E0;4.892551899E-1
2.331565090E2;1.311804652E0;-1.528788090E0;2.904076278E-1
2.331665410E2;1.105446577E0;-1.320264101E0;2.325300723E-1
2.331765730E2;1.088744879E0;-6.219982505E-1;3.811784089E-1
2.331866050E2;1.289888382E0;2.138720751E-1;7.146083713E-1
2.331966370E2;1.597989798E0;6.298248172E-1;1.107440114E0
2.332066690E2;1.724446654E0;5.029260516E-1;1.461164832E0
2.332167010E2;1.728379130E0;-1.928929090E-1;1.507279038E0
2.332267330E2;1.763036013E0;-7.164029479E-1;1.088372707E0
2.332367650E2;1.942589045E0;-1.884480566E-1;7.635613084E-1
2.332467980E2;2.020442247E0;3.115443885E-1;5.027788281E-1
2.332568300E2;2.003924131E0;4.711723924E-1;2.973923683E-1
2.332668620E2;1.986555338E0;4.762803614E-1;1.182740778E-1
2.332768940E2;1.965287805E0;4.812077582E-1;-6.173723564E-2
2.332869260E2;1.923757434E0;5.527883768E-1;-2.168792784E-1
2.332969580E2;1.823102474E0;6.725331545E-1;-3.933206201E-1
2.333069900E2;1.666470051E0;8.825357556E-1;-5.539451838E-1
2.333170220E2;1.455782890E0;1.229319334E0;-6.058866978E-1
2.333270540E2;1.170960665E0;1.578034043E0;-5.618274808E-1
2.333370860E2;8.640834689E-1;1.874487519E0;-4.071383178E-1
2.333471180E2;6.687057614E-1;2.073547363E0;-2.483216226E-1
2.333571510E2;6.944468021E-1;1.985838532E0;-1.025436521E-1
2.333671830E2;8.843316436E-1;1.686630487E0;3.218958899E-2
2.333772150E2;1.103406429E0;1.449520707E0;1.714966148E-1
2.333872470E2;1.270228386E0;1.402969599E0;2.913054824E-1
2.333972790E2;1.371975780E0;1.451188803E0;4.236568809E-1
2.334073110E2;1.395902276E0;1.507620692E0;5.606359839E-1
2.334173430E2;1.299646378E0;1.551774621E0;6.872282624E-1
2.334273750E2;1.046480775E0;1.632086277E0;7.702777982E-1
2.334374070E2;6.267525554E-1;1.801051617E0;7.984068990E-1
2.334474390E2;1.808876395E-1;2.015064001E0;8.520045280E-1
2.334574710E2;-7.703924924E-2;2.081251860E0;9.466685057E-1
2.334675030E2;-9.418904036E-2;1.708570480E0;9.661104679E-1
2.334775360E2;6.994569674E-3;1.353394866E0;8.635547757E-1
2.334875675E2;1.235539839E-1;8.524887562E-1;6.816310883E-1
2.334975995E2;1.884855777E-1;1.888955534E-1;4.977315664E-1
2.335076315E2;2.101689130E-1;-1.949689239E-1;3.378241360E-1
2.335176635E2;1.696691662E-1;-2.145173252E-1;1.920615882E-1
2.335276955E2;1.291370094E-1;1.375735365E-2;7.121738791E-2
2.335377275E2;1.059139818E-1;2.764022946E-1;-3.103734180E-2
2.335477595E2;4.425501078E-2;2.920932174E-1;-1.429430842E-1
2.335577915E2;-1.229563504E-1;3.259001672E-2;-1.898120642E-1
2.335678235E2;-2.569714785E-1;1.459666528E-2;-1.580506712E-1
2.335778555E2;-3.546381295E-1;1.941070408E-1;-9.409406036E-2
2.335878885E2;-3.890713453E-1;4.613910019E-1;-7.604585588E-2
2.335979205E2;-3.233287930E-1;5.960598588E-1;-2.022636980E-1
2.336079525E2;-2.556223869E-1;4.511365592E-1;-4.562080801E-1
2.336179845E2;-1.816083342E-1;1.382393204E-2;-7.007762790E-1
2.336280165E2;-1.518630534E-1;-3.749451339E-1;-9.105177522E-1
2.336380485E2;-2.907863259E-1;-7.247006893E-1;-1.023122907E0
2.336480805E2;-4.014175832E-1;-1.217294097E0;-1.109107018E0
2.336581125E2;-6.714839339E-1;-1.833154082E0;-1.146255136E0
2.336681445E2;-1.045089722E0;-2.175994158E0;-1.184099674E0
2.336781765E2;-1.298984766E0;-2.097332001E0;-1.254932404E0
2.336882085E2;-1.353186011E0;-1.915667176E0;-1.334114194E0
2.336982415E2;-1.316264749E0;-1.801078081E0;-1.294267178E0
2.337082735E2;-1.297395229E0;-1.744522810E0;-1.142260790E0
2.337183055E2;-1.261711478E0;-1.736454725E0;-9.287082553E-1
2.337283375E2;-1.199950099E0;-1.668392062E0;-7.816445231E-1
2.337383695E2;-1.189622641E0;-1.400106549E0;-6.101270914E-1
2.337484015E2;-1.363901019E0;-8.495386243E-1;-3.350273371E-1
2.337584335E2;-1.718660951E0;-1.172255501E-1;-1.290017068E-1
2.337684655E2;-2.108394384E0;8.090328574E-1;-1.868216507E-2
2.337784975E2;-2.556925774E0;1.750473142E0;1.199068725E-1
2.337885295E2;-2.805380106E0;2.128751516E0;1.222406924E-1
2.337985615E2;-2.761815786E0;2.141967058E0;2.600315809E-1
2.338085935E2;-2.527392387E0;1.672660470E0;3.030019701E-1
2.338186265E2;-2.243466616E0;7.955585718E-1;1.676963568E-1
2.338286585E2;-1.989136577E0;2.695059963E-2;4.367221519E-2
2.338386905E2;-1.740928173E0;-6.484129429E-1;1.496759895E-2
2.338487225E2;-1.471457720E0;-1.109880447E0;1.655454934E-2
2.338587545E2;-1.218028665E0;-1.485537648E0;-5.444491748E-3
2.338687865E2;-9.529367089E-1;-1.825776100E0;-3.984951228E-2
2.338788185E2;-6.811619401E-1;-2.082911015E0;-9.550745040E-2
2.338888505E2;-4.493148625E-1;-2.180016041E0;-1.690595150E-1
2.338988825E2;-3.242616057E-1;-2.188717604E0;-1.955925822E-1
