"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)"
3.109205477E0;1.821936607E0;6.225171089E-1;2.158049583E0
3.126918855E0;-1.349476337E0;1.768771648E0;-1.676619887E0
3.144647553E0;-1.762803555E0;-1.701450348E-2;-1.276456833E0
3.162376192E0;-5.408453941E-1;4.654531479E-1;-1.207088232E0
3.180097567E0;8.689165115E-2;2.252723932E0;-1.295017481E0
3.197824190E0;6.697883606E-1;1.732517481E0;4.647297382E0
3.215546297E0;-2.459747791E0;8.087301254E-1;1.379137993E0
3.233258577E0;-3.579640388E0;1.832818985E0;-1.339448452E0
3.250981722E0;-2.895085335E0;2.966779709E0;-4.458971977E0
3.268706941E0;-2.115602016E0;2.047592402E0;-2.218819618E0
3.286439180E0;-7.163429260E-1;1.456510067E0;-9.761493206E-1
3.304167513E0;-1.272369862E0;1.373941898E0;-1.386911869E0
3.321886201E0;-8.436183929E-1;1.261495590E0;-3.830854893E-1
3.339612215E0;-1.150469303E0;7.445807457E-1;-2.784626484E-1
3.357332796E0;-1.159672737E0;1.159498692E0;-7.514955997E-1
3.375057527E0;-2.340996742E0;6.569933891E-1;-8.046084642E-1
3.392776461E0;-4.065638542E0;-4.410524368E-1;-6.360127926E-1
3.410505586E0;-3.148339748E0;1.476578712E-1;-7.789577246E-1
3.428215547E0;-1.442191601E0;1.110582352E-1;-1.685478091E0
3.445952852E0;2.535452366E0;-1.808776855E-1;-6.547775269E-1
3.463671358E0;3.527172565E0;1.911371708E0;7.515497208E-1
3.481401093E0;-5.705409050E-1;3.526816845E0;4.417918205E0
3.499121980E0;9.437734604E0;-9.546523094E-1;-4.154276371E0
3.516840975E0;1.823959827E0;-1.673256874E0;-3.679862976E0
3.534572053E0;4.600918293E0;-7.810173035E-1;1.851179719E0
3.552294770E0;4.011425018E0;-1.725490570E0;-4.736547470E-1
3.570014802E0;2.000810146E0;-2.092733383E0;-6.809798479E-1
3.587739168E0;1.112588406E0;-1.427313805E0;-6.686961651E-1
3.605461580E0;2.023835182E0;3.352490425E0;4.018673897E-1
3.623190706E0;1.764716625E0;-1.324808121E0;-1.079559565E0
3.640909761E0;4.800534248E-1;-2.914819717E0;-1.736394644E0
3.658626740E0;1.262698174E-1;-1.208136559E0;-7.550643086E-1
3.676356905E0;6.380386353E-1;-1.927709579E-1;1.062478304E0
3.694069063E0;1.173837185E0;1.983627319E0;2.307279110E0
3.711806611E0;-4.809707165E0;-1.241489410E0;8.556588292E-1
3.729527071E0;-4.728469372E0;-2.079263687E0;-6.025868654E-1
3.747250582E0;8.687191010E-1;-1.004272461E0;3.486075997E-2
3.764970369E0;7.961382866E-1;-5.498886108E-3;1.453040361E0
3.782693819E0;-1.199052095E0;3.624534607E-1;2.349903136E-1
3.800419771E0;-1.358582973E0;-1.413085938E0;1.414569139E0
3.818145600E0;-1.693368912E0;-1.066244125E0;1.251938581E0
3.835867647E0;-1.287604094E0;-2.090482712E-1;9.534476995E-1
