"Time (s)";"X (rad/s)";"Y (rad/s)";"Z (rad/s)"
1.074349142E1;9.774771333E-1;1.671192944E-1;2.181706727E-1
1.075345342E1;4.845013320E-1;2.995548025E-2;2.094109058E-1
1.076341442E1;4.150341079E-2;-4.671951830E-1;1.146047637E-1
1.077337642E1;-2.472826689E-1;-7.326884866E-1;-7.433098741E-3
1.078333742E1;-4.381969571E-1;-7.242693901E-1;-1.257328391E-1
1.079329942E1;-6.341414452E-1;-6.885676384E-1;-2.320192009E-1
1.080326042E1;-7.506539822E-1;-6.728936434E-1;-3.231877387E-1
1.081322242E1;-7.103119493E-1;-5.063402653E-1;-4.056402445E-1
1.082318342E1;-5.378283262E-1;-2.115536332E-1;-4.299700856E-1
1.083314542E1;-2.872205377E-1;1.720575988E-1;-3.572303951E-1
1.084310742E1;-9.023262560E-2;6.803205609E-1;-2.309342325E-1
1.085306842E1;9.859973192E-2;1.394582272E0;-4.266115278E-2
1.086303042E1;3.633213937E-1;1.928954363E0;3.653724194E-1
1.087299142E1;4.709293544E-1;1.964709640E0;9.036731124E-1
1.088295342E1;2.378479093E-1;1.494263053E0;1.196761727E0
1.089291442E1;-2.439665794E-1;7.192315459E-1;9.804180861E-1
1.090287642E1;-4.543126225E-1;9.056413919E-2;8.878215551E-1
1.091283842E1;-2.248385251E-1;-2.519204319E-1;9.529889226E-1
1.092279942E1;3.907748461E-1;-3.786202967E-1;9.450484514E-1
1.093276142E1;1.037011266E0;-2.114715725E-1;8.782077432E-1
1.094272242E1;1.449027658E0;1.958043277E-1;7.511291504E-1
1.095268442E1;1.741513848E0;5.122847483E-2;6.408252716E-1
1.096264542E1;2.092053890E0;-6.318649054E-1;6.826409101E-1
1.097260742E1;2.305183411E0;-1.058281541E0;6.729756594E-1
1.098256942E1;2.231799364E0;-5.870857835E-1;6.597070098E-1
1.099253042E1;1.957580924E0;6.267759204E-1;7.208560109E-1
1.100249242E1;1.723092437E0;1.857496023E0;8.746583462E-1
1.101245342E1;1.816303611E0;2.548202991E0;8.810747266E-1
1.102241542E1;2.275339842E0;2.412545204E0;5.238808990E-1
1.103237642E1;2.619698763E0;1.707893610E0;-4.762801528E-2
1.104233842E1;2.515635014E0;8.964502215E-1;-2.784172595E-1
1.105230042E1;2.098443270E0;2.264548540E-1;-3.144146204E-1
1.106226142E1;1.611377954E0;-1.189896241E-1;-3.611307442E-1
1.107222342E1;1.365160346E0;1.357687563E-1;-4.019882381E-1
1.108218442E1;1.254549146E0;6.858449578E-1;-2.774827778E-1
1.109214642E1;1.153089404E0;1.109627247E0;-2.026351392E-1
1.110210742E1;1.181373239E0;1.361709833E0;-1.812246442E-1
1.111206942E1;1.348572731E0;1.453153849E0;-1.211837456E-1
1.112203142E1;1.553202868E0;1.253335714E0;3.444659337E-2
1.113199242E1;1.807504773E0;9.366422892E-1;1.636065394E-1
1.114195442E1;2.094953537E0;4.216516614E-1;2.912185788E-1
1.115191542E1;2.298903704E0;-4.309649020E-2;3.262642026E-1
1.116187742E1;2.204278231E0;-1.426960528E-1;3.298805058E-1
1.117183842E1;1.757471800E0;1.964862645E-1;3.974736631E-1
1.118180042E1;1.211602330E0;7.734888792E-1;5.036951900E-1
1.119176242E1;8.877592087E-1;1.059339523E0;5.220498443E-1
1.120172342E1;8.457766175E-1;1.034637094E0;5.007442832E-1
1.121168542E1;9.126927257E-1;9.233956337E-1;5.256313086E-1
1.122164642E1;1.000888109E0;7.738139033E-1;5.911213756E-1
1.123160842E1;1.110893250E0;7.486584783E-1;6.272720098E-1
1.124156942E1;1.203250170E0;7.753419876E-1;6.538298130E-1
1.125153142E1;1.222547531E0;7.297130823E-1;6.615906954E-1
1.126149242E1;1.122457743E0;6.683596969E-1;6.763880253E-1
1.127145442E1;8.890188932E-1;7.824881673E-1;7.471290231E-1
1.128141642E1;5.805135369E-1;1.014044285E0;8.161246181E-1
1.129137742E1;3.233703673E-1;1.160913706E0;8.762225509E-1
1.130133942E1;2.153552324E-1;1.083262563E0;9.215252995E-1
1.131130042E1;2.702028453E-1;7.667467594E-1;9.122877121E-1
1.132126242E1;4.314127862E-1;3.681386411E-1;8.256915808E-1
1.133122342E1;5.426110029E-1;1.350578517E-1;6.883014441E-1
1.134118542E1;5.181840062E-1;1.672389656E-1;5.498359799E-1
1.135114742E1;4.000052512E-1;3.554120064E-1;4.341197312E-1
1.136110842E1;2.523231208E-1;5.103281140E-1;3.570920527E-1
1.137107042E1;1.545507610E-1;5.361583233E-1;3.203297257E-1
1.138103142E1;1.171250865E-1;4.381225407E-1;3.071460128E-1
1.139099342E1;1.085367873E-1;2.877722979E-1;2.921344340E-1
1.140095442E1;2.838815562E-2;1.696773469E-1;2.959288955E-1
1.141091642E1;-2.025227249E-1;1.588005126E-1;3.432188630E-1
1.142087842E1;-6.449071169E-1;2.515237927E-1;3.863293231E-1
1.143083942E1;-1.242279410E0;3.165792227E-1;4.118022919E-1
1.144080142E1;-1.813003540E0;3.034607470E-1;3.652324080E-1
1.145076242E1;-2.237626314E0;2.538369596E-1;2.390841544E-1
1.146072442E1;-2.671138048E0;2.599795461E-1;2.910882048E-2
1.147068542E1;-3.078289509E0;4.663052559E-1;-2.155940235E-1
1.148064742E1;-3.201491594E0;6.826722026E-1;-5.490819812E-1
1.149060942E1;-3.035377741E0;5.133346319E-1;-1.019011855E0
1.150057042E1;-2.833331823E0;-1.176963300E-1;-1.419710279E0
1.151053242E1;-2.752846003E0;-7.985355854E-1;-1.581300020E0
1.152049342E1;-2.674278021E0;-1.015042663E0;-1.604706764E0
1.153045542E1;-2.592091084E0;-1.055424690E0;-1.607393861E0
1.154041642E1;-2.502690554E0;-1.008813620E0;-1.720981956E0
1.155037842E1;-2.374576807E0;-7.918056846E-1;-1.896699071E0
1.156034042E1;-2.183596849E0;-3.890031278E-1;-1.971412539E0
1.157030079E1;-1.916247368E0;2.085140049E-1;-1.879857302E0
1.158026279E1;-1.611442804E0;8.444936275E-1;-1.695523262E0
1.159022379E1;-1.347267509E0;1.717559457E0;-1.465346694E0
1.160018579E1;-1.188690662E0;2.460969448E0;-1.446607113E0
1.161014679E1;-1.067564607E0;2.694683552E0;-1.515640259E0
1.162010879E1;-9.889987707E-1;2.095165730E0;-1.447538376E0
1.163007079E1;-1.109614491E0;3.752366602E-1;-1.315772653E0
1.164003179E1;-1.445992231E0;-1.779525876E0;-1.212365508E0
1.164999379E1;-1.835832953E0;-2.350940704E0;-1.371027470E0
1.165995479E1;-2.160687447E0;-1.329848766E0;-1.496385098E0
1.166991679E1;-2.263304710E0;-5.635222197E-1;-1.454744935E0
1.167987779E1;-2.314979792E0;-7.786473632E-1;-1.271451116E0
1.168983979E1;-2.434304953E0;-1.376541853E0;-1.133504391E0
1.169980179E1;-2.637597084E0;-2.019626856E0;-1.123367786E0
1.170976279E1;-2.849791765E0;-2.475158453E0;-1.111338854E0
1.171972479E1;-2.960649490E0;-2.819656372E0;-1.017069578E0
1.172968579E1;-2.810750723E0;-3.010455370E0;-9.362292886E-1
1.173964779E1;-2.463336229E0;-3.117419004E0;-9.269593358E-1
1.174960879E1;-2.039169550E0;-3.094360590E0;-9.213353992E-1
1.175957079E1;-1.590565205E0;-3.069411039E0;-8.982777596E-1
1.176953279E1;-1.071672678E0;-2.951643467E0;-9.004124999E-1
1.177949379E1;-5.190486312E-1;-2.789554596E0;-9.095593691E-1
1.178945579E1;-8.510894328E-2;-2.723574877E0;-8.856875896E-1
1.179941679E1;2.867346406E-1;-2.623926163E0;-8.674475551E-1
1.180937879E1;6.464201212E-1;-2.399133921E0;-8.356315494E-1
1.181933979E1;9.365371466E-1;-2.088574409E0;-7.714145184E-1
1.182930179E1;1.139379859E0;-1.718927979E0;-6.675537825E-1
1.183926279E1;1.250403404E0;-1.409813762E0;-5.570733547E-1
1.184922479E1;1.325737953E0;-1.233135462E0;-4.599252045E-1
1.185918679E1;1.426173687E0;-1.169180989E0;-3.808905780E-1
1.186914779E1;1.562101603E0;-1.040285230E0;-3.134764731E-1
1.187910979E1;1.677481413E0;-7.637282014E-1;-2.325281203E-1
1.188907079E1;1.652353168E0;-3.892215490E-1;-1.228895485E-1
1.189903279E1;1.391253471E0;-1.125510707E-1;-2.065585554E-2
1.190899379E1;9.083125591E-1;-2.728670835E-1;8.774927258E-2
1.191895579E1;2.809042931E-1;-9.955585003E-1;1.470565349E-1
1.192891779E1;-4.024272859E-1;-1.702821255E0;6.870157272E-2
1.193887879E1;-8.509864211E-1;-1.906254053E0;-7.478684653E-3
1.194884079E1;-9.789394736E-1;-1.649744987E0;-4.627440125E-2
1.195880179E1;-8.810041547E-1;-1.096489191E0;-1.190737709E-1
1.196876379E1;-6.961529851E-1;-4.922345579E-1;-2.016791254E-1
1.197872479E1;-4.309114814E-1;-4.267778620E-2;-3.246436715E-1
1.198868679E1;-1.268094331E-1;8.825813234E-2;-4.838680327E-1
1.199864879E1;1.555625945E-1;-4.577316716E-2;-5.430328250E-1
1.200860979E1;4.246670306E-1;-1.695618182E-1;-4.598208368E-1
1.201857179E1;6.647999883E-1;-7.897093147E-2;-3.005494475E-1
1.202853279E1;8.995996118E-1;2.759410739E-1;-1.168466546E-2
1.203849479E1;1.119997263E0;6.577379704E-1;4.976491332E-1
1.204845579E1;1.333371878E0;6.124561429E-1;1.039720654E0
1.205841779E1;1.107228518E0;4.153177440E-1;1.106535077E0
1.206837979E1;3.749161363E-1;6.817395687E-1;6.811162829E-1
1.207834079E1;-6.265916824E-1;1.404275894E0;-2.007646114E-2
1.208830279E1;-1.195005298E0;7.116929293E-1;-1.691596061E-1
1.209826379E1;-7.945431471E-1;-9.306910038E-1;1.623714566E-1
1.210822579E1;-1.201434955E-1;-1.249619722E0;9.041412175E-2
1.211818679E1;5.949961543E-1;-7.903866768E-1;7.278320193E-2
1.212814879E1;1.322805047E0;-6.285220981E-1;1.574549228E-1
1.213811079E1;1.781190157E0;-6.860584021E-1;1.883659661E-1
1.214807179E1;1.929949284E0;-5.425965190E-1;1.658708453E-1
1.215803379E1;1.967879057E0;3.679041564E-1;2.561445236E-1
1.216799479E1;1.951027155E0;1.257103086E0;4.350924790E-1
1.217795679E1;1.790184975E0;1.685687542E0;5.453768969E-1
1.218791779E1;1.527848959E0;1.908938169E0;7.897969484E-1
1.219787979E1;1.405862808E0;1.994622231E0;1.001407981E0
1.220784179E1;1.882995009E0;1.411010504E0;9.573783875E-1
1.221780279E1;2.509531498E0;4.487639964E-1;6.625776291E-1
1.222776479E1;2.822974443E0;1.070560515E-1;2.939472198E-1
1.223772579E1;2.730039120E0;9.793685377E-2;1.378880627E-2
1.224768779E1;2.252323389E0;1.784439087E-1;-8.333007991E-2
1.225764879E1;1.686935544E0;4.629520476E-1;-8.495514095E-2
1.226761079E1;1.275215268E0;6.924332976E-1;-5.684242025E-2
1.227757279E1;1.127734780E0;6.936951280E-1;-4.554529116E-2
1.228753379E1;1.186836362E0;5.158277750E-1;7.635327429E-2
1.229749579E1;1.273152947E0;1.200998500E-1;2.067991644E-1
1.230745679E1;1.239382386E0;-3.344987929E-1;3.024520278E-1
1.231741879E1;1.195703626E0;-4.853335917E-1;3.874614537E-1
1.232737979E1;1.317015171E0;-2.771085799E-1;3.932272494E-1
1.233734179E1;1.625566840E0;2.963994145E-1;3.388825059E-1
1.234730379E1;1.910719752E0;9.457597136E-1;2.729125619E-1
1.235726479E1;1.998497486E0;1.311733007E0;2.268918008E-1
1.236722679E1;1.929502726E0;1.387531519E0;2.018216550E-1
1.237718779E1;1.858049750E0;1.384097934E0;2.202757597E-1
1.238714979E1;1.793163657E0;1.297714949E0;2.700131536E-1
1.239711079E1;1.719877481E0;1.122009158E0;3.416005373E-1
1.240707279E1;1.658677697E0;8.821724057E-1;4.192771912E-1
1.241703479E1;1.596177578E0;7.240426540E-1;5.018897653E-1
1.242699579E1;1.507078171E0;6.887468696E-1;5.991423726E-1
1.243695779E1;1.393741250E0;7.221059203E-1;7.006796598E-1
1.244691879E1;1.305252433E0;7.589511871E-1;7.953852415E-1
1.245688079E1;1.233921051E0;7.383937240E-1;8.691105843E-1
1.246684179E1;1.125628591E0;7.446187735E-1;9.026155472E-1
1.247680379E1;9.643683434E-1;7.738589048E-1;8.440830112E-1
1.248676579E1;7.828402519E-1;8.268135786E-1;7.456927896E-1
1.249672679E1;5.934825540E-1;8.506161571E-1;6.742079258E-1
1.250668879E1;4.070714414E-1;8.115373254E-1;6.122381091E-1
1.251664979E1;2.506178916E-1;6.250289679E-1;5.779458880E-1
1.252661179E1;1.364593357E-1;3.368420601E-1;5.286586285E-1
1.253657279E1;6.422455609E-2;1.068914458E-1;4.492122829E-1
1.254653479E1;3.098510765E-2;7.799215149E-3;3.360516429E-1
1.255649679E1;2.808199450E-2;-1.274440996E-2;1.807443500E-1
1.256645792E1;5.276884511E-2;1.737410948E-2;-1.741882786E-2
1.257641992E1;7.722465694E-2;9.817974269E-2;-2.077237815E-1
1.258638092E1;3.124080226E-2;2.625315487E-1;-3.486012220E-1
1.259634292E1;-1.880406737E-1;4.641693234E-1;-4.308795631E-1
1.260630392E1;-5.991622210E-1;6.036459804E-1;-4.454129338E-1
1.261626592E1;-1.092944264E0;5.825042129E-1;-4.330683947E-1
1.262622792E1;-1.617924929E0;3.323643208E-1;-4.041743875E-1
1.263618892E1;-2.155397415E0;-1.080610603E-2;-4.056103528E-1
1.264615092E1;-2.674885750E0;-1.543878168E-1;-4.321209192E-1
1.265611192E1;-3.114456177E0;1.645275801E-1;-5.417289138E-1
1.266607392E1;-3.353193998E0;8.206525445E-1;-8.304165602E-1
1.267603492E1;-3.373191833E0;1.335029244E0;-1.155165076E0
1.268599692E1;-3.272006512E0;1.343362451E0;-1.473316908E0
1.269595892E1;-3.082099438E0;1.063196898E0;-1.660232186E0
1.270591992E1;-2.705365419E0;7.185745835E-1;-1.694111705E0
1.271588192E1;-2.387929916E0;3.905085921E-1;-1.600169301E0
1.272584292E1;-2.253734350E0;2.098274678E-1;-1.514861584E0
1.273580492E1;-2.137687922E0;3.030239940E-1;-1.433253765E0
1.274576592E1;-2.034383535E0;7.324479222E-1;-1.328147292E0
1.275572792E1;-1.841446757E0;1.181714654E0;-1.248948932E0
1.276568992E1;-1.617999554E0;1.572518229E0;-1.170812726E0
1.277565092E1;-1.475476027E0;1.864782572E0;-1.180166483E0
1.278561292E1;-1.446412325E0;1.941787362E0;-1.194926858E0
1.279557392E1;-1.535654068E0;1.570754528E0;-1.096755266E0
1.280553592E1;-1.584451437E0;7.922965288E-1;-1.112278104E0
1.281549692E1;-1.622614861E0;-2.316845767E-2;-1.376877546E0
1.282545892E1;-1.737586260E0;-5.916910768E-1;-1.562701702E0
1.283542092E1;-1.815616012E0;-4.705036879E-1;-1.476506114E0
1.284538192E1;-1.787666917E0;-3.375683427E-1;-1.310760736E0
1.285534392E1;-1.728800654E0;-3.942377269E-1;-1.227114916E0
1.286530492E1;-1.654182434E0;-5.355535150E-1;-1.206923962E0
1.287526692E1;-1.550171018E0;-6.881281137E-1;-1.177358270E0
1.288522792E1;-1.435591578E0;-9.192237258E-1;-1.147154570E0
1.289518992E1;-1.377255797E0;-1.239889860E0;-1.150354862E0
1.290515192E1;-1.333188653E0;-1.592001319E0;-1.185728073E0
1.291511292E1;-1.256416917E0;-1.965557814E0;-1.229807377E0
1.292507492E1;-1.130281091E0;-2.318596125E0;-1.289670467E0
1.293503592E1;-9.130326509E-1;-2.426070452E0;-1.254727125E0
1.294499792E1;-6.518992186E-1;-2.355291128E0;-1.142845750E0
1.295495892E1;-3.826480210E-1;-2.233904123E0;-9.944853187E-1
1.296492092E1;-6.849050522E-2;-2.046213388E0;-8.113029599E-1
1.297488292E1;3.096703589E-1;-1.782150388E0;-6.160455942E-1
1.298484392E1;6.633850336E-1;-1.585045099E0;-4.324681461E-1
1.299480592E1;9.812476635E-1;-1.541415930E0;-2.344048470E-1
1.300476692E1;1.285579205E0;-1.652123451E0;-2.249271981E-2
1.301472892E1;1.556099415E0;-1.731352210E0;2.277975380E-1
1.302468992E1;1.751375675E0;-1.733019590E0;4.668267965E-1
1.303465192E1;1.856268048E0;-1.621459484E0;6.499904990E-1
1.304461392E1;1.893875241E0;-1.446317911E0;7.149844170E-1
1.305457492E1;1.788825750E0;-1.317182302E0;6.935542226E-1
1.306453692E1;1.502008438E0;-1.172289610E0;5.212801695E-1
1.307449792E1;9.844971299E-1;-9.258997440E-1;2.400271893E-1
1.308445992E1;1.179812327E-1;-7.674478292E-1;9.079771489E-2
1.309442092E1;-5.442907810E-1;-8.876693249E-1;-2.121883631E-2
1.310438292E1;-8.143383265E-1;-8.763794303E-1;-9.255239367E-2
1.311434492E1;-8.606661558E-1;-5.476893783E-1;-3.410265967E-2
1.312430592E1;-6.702051759E-1;-1.937663257E-1;1.199944094E-1
1.313426792E1;-4.159542620E-1;-6.074862927E-2;2.187273800E-1
1.314422892E1;-2.710337341E-1;-2.099571750E-2;1.894400418E-1
1.315419092E1;-2.326304168E-1;5.051681772E-2;7.766822726E-2
1.316415192E1;-2.269606292E-1;1.435069591E-1;1.386215817E-2
1.317411392E1;-1.323044151E-1;3.460994959E-1;2.698328719E-2
1.318407592E1;1.181770489E-1;6.798052192E-1;1.136976257E-1
1.319403692E1;4.292150736E-1;8.026280999E-1;4.219161570E-1
1.320399892E1;7.929328084E-1;5.471858382E-1;1.007382035E0
1.321395992E1;5.841729641E-1;8.157704473E-1;1.581387043E0
1.322392192E1;-3.993786573E-1;1.319857597E0;1.337406158E0
1.323388292E1;-8.049306870E-1;6.641756296E-1;6.073144674E-1
1.324384492E1;-3.490559161E-1;-4.594687223E-1;2.111206800E-1
1.325380692E1;4.553332329E-1;-8.306233287E-1;-1.678300947E-1
1.326376792E1;1.112794995E0;-4.823751450E-1;-4.573074281E-1
1.327372992E1;1.446462393E0;-1.267739087E-1;-3.692784905E-1
1.328369092E1;1.607050061E0;-1.837087981E-2;-1.157420874E-1
1.329365292E1;1.858177066E0;1.178615317E-1;2.076080143E-1
1.330361392E1;1.963817596E0;2.297907025E-1;6.026507616E-1
1.331357592E1;1.815695763E0;4.140436351E-1;7.679049969E-1
1.332353792E1;1.534232497E0;6.818988323E-1;8.304165602E-1
1.333349892E1;1.368405700E0;7.951955199E-1;1.014491081E0
1.334346092E1;1.324434400E0;7.064682841E-1;1.205495119E0
1.335342192E1;1.446193933E0;3.160510063E-1;1.189278364E0
1.336338392E1;1.889086366E0;-6.311774254E-2;9.676240683E-1
1.337334492E1;2.341998100E0;8.992560208E-2;5.538823009E-1
1.338330692E1;2.566801071E0;4.486593902E-1;1.120793819E-1
1.339326892E1;2.448244810E0;7.880308032E-1;-2.045627534E-1
1.340322992E1;2.011951923E0;9.224365950E-1;-2.491903454E-1
1.341319192E1;1.411053658E0;9.891903400E-1;-2.523379624E-1
1.342315292E1;1.070921540E0;1.052990794E0;-3.157315254E-1
1.343311492E1;1.087595344E0;9.840412736E-1;-2.295809090E-1
1.344307592E1;1.141530275E0;6.119855642E-1;-9.404196590E-2
1.345303792E1;1.147045970E0;2.676111162E-1;9.011854976E-2
1.346299992E1;1.103773713E0;-8.084545843E-3;2.053381950E-1
1.347296092E1;1.084360361E0;-1.846292317E-1;2.549419701E-1
1.348292292E1;1.166501284E0;-2.163378447E-1;1.947953254E-1
1.349288392E1;1.449600101E0;9.996712208E-2;2.219172269E-1
1.350284592E1;1.722590685E0;6.334277391E-1;2.565259933E-1
1.351280692E1;1.937509060E0;1.090911627E0;1.531332731E-1
1.352276892E1;2.057747602E0;1.461071491E0;5.165839940E-2
1.353273092E1;2.062058210E0;1.738844514E0;-2.711364999E-3
1.354269192E1;2.015262365E0;1.837606311E0;-1.353583671E-2
1.355265392E1;1.910561800E0;1.671593308E0;-1.371213794E-2
1.356261492E1;1.716986895E0;1.293282628E0;1.217260957E-1
1.357257671E1;1.460970640E0;9.653848410E-1;3.150939643E-1
1.358253771E1;1.205892682E0;8.560440540E-1;5.040527582E-1
1.359249971E1;1.083451509E0;8.486236930E-1;6.655609608E-1
1.360246171E1;1.119644046E0;8.483139873E-1;7.819804549E-1
1.361242271E1;1.200442195E0;8.143685460E-1;8.666082621E-1
1.362238471E1;1.230738401E0;7.371501923E-1;9.280971885E-1
1.363234571E1;1.207894087E0;6.268276572E-1;9.773326516E-1
1.364230771E1;1.155641675E0;5.094170570E-1;1.007348537E0
1.365226871E1;1.103877187E0;4.743482769E-1;9.929195642E-1
1.366223071E1;1.013375998E0;5.624667406E-1;9.572058916E-1
1.367219271E1;8.254417181E-1;7.456773520E-1;8.483744860E-1
1.368215371E1;5.857629776E-1;8.550682664E-1;7.389115095E-1
1.369211571E1;4.043692350E-1;7.932392955E-1;6.401082873E-1
1.370207671E1;3.299291134E-1;6.093110442E-1;5.313830376E-1
1.371203871E1;2.884304225E-1;3.988217115E-1;3.980305791E-1
1.372199971E1;1.953433305E-1;2.549909353E-1;2.581101358E-1
1.373196171E1;7.249462605E-2;1.992043406E-1;1.282482743E-1
1.374192371E1;-2.947464027E-2;1.886421293E-1;2.101528831E-2
1.375188471E1;-1.067225561E-1;2.358666360E-1;-7.213755697E-2
1.376184671E1;-2.144068182E-1;3.427630067E-1;-1.466383487E-1
1.377180771E1;-3.779938817E-1;3.617936969E-1;-1.938205063E-1
1.378176971E1;-6.131376624E-1;2.840172052E-1;-2.442201674E-1
1.379173071E1;-9.984467626E-1;2.058888525E-1;-2.975068092E-1
1.380169271E1;-1.569649339E0;2.558453754E-2;-2.899246812E-1
1.381165471E1;-2.150262117E0;-1.397897750E-1;-2.891678214E-1
1.382161571E1;-2.632270575E0;-1.471440941E-1;-3.513551056E-1
1.383157771E1;-2.904275417E0;-1.650326699E-2;-5.223929286E-1
1.384153871E1;-3.027224541E0;2.086886615E-1;-7.702355981E-1
1.385150071E1;-3.075281143E0;5.043262243E-1;-1.066610813E0
1.386146171E1;-3.118132591E0;6.992862225E-1;-1.334446430E0
1.387142371E1;-3.118096352E0;8.000453115E-1;-1.536623478E0
1.388138571E1;-2.949304104E0;7.004571557E-1;-1.608056188E0
1.389134671E1;-2.665311575E0;3.399079740E-1;-1.591362238E0
1.390130871E1;-2.439179897E0;-2.632260136E-2;-1.535125613E0
1.391126971E1;-2.190579891E0;3.008741140E-2;-1.462283850E0
1.392123171E1;-1.917843699E0;4.967937768E-1;-1.316119313E0
1.393119271E1;-1.650738716E0;1.170594811E0;-1.045782328E0
1.394115471E1;-1.468893170E0;1.988488197E0;-9.503836036E-1
1.395111671E1;-1.360290527E0;2.574940443E0;-1.020134568E0
1.396107771E1;-1.269760370E0;2.526432037E0;-9.985529780E-1
1.397103971E1;-1.159182191E0;1.641148090E0;-8.711332083E-1
1.398100071E1;-1.102471590E0;7.530844212E-2;-9.391331673E-1
1.399096271E1;-1.175601125E0;-1.006688833E0;-1.280966163E0
1.400092371E1;-1.481828213E0;-9.320957065E-1;-1.579502702E0
1.401088571E1;-1.811111569E0;-4.590724707E-1;-1.494356394E0
1.402084771E1;-1.982964993E0;-3.668575585E-1;-1.289358616E0
1.403080871E1;-2.005441189E0;-3.962191939E-1;-1.180808425E0
1.404077071E1;-1.967631578E0;-4.425656796E-1;-1.125430584E0
1.405073171E1;-1.907924771E0;-7.037240267E-1;-1.114244699E0
1.406069371E1;-1.889852762E0;-1.111924529E0;-1.128827453E0
1.407065471E1;-1.873351812E0;-1.562887907E0;-1.176339269E0
1.408061671E1;-1.826135635E0;-2.099139452E0;-1.239188552E0
1.409057871E1;-1.714721799E0;-2.504836321E0;-1.186893940E0
1.410053971E1;-1.526831150E0;-2.629929304E0;-1.128333807E0
1.411050171E1;-1.265463471E0;-2.553449154E0;-1.083125830E0
1.412046271E1;-9.604389071E-1;-2.379974842E0;-9.940943718E-1
1.413042471E1;-6.288908124E-1;-2.139881134E0;-8.940911293E-1
1.414038571E1;-2.804759741E-1;-1.823447824E0;-7.812187672E-1
1.415034771E1;8.099009842E-2;-1.463139534E0;-6.288145781E-1
1.416030971E1;4.117493927E-1;-1.242341638E0;-4.820675850E-1
1.417027071E1;7.078404427E-1;-1.151744843E0;-3.453978896E-1
1.418023271E1;9.591655731E-1;-1.205465198E0;-2.337100804E-1
1.419019371E1;1.140506029E0;-1.329817772E0;-1.102453992E-1
1.420015571E1;1.314630747E0;-1.370914459E0;2.520168573E-2
1.421011671E1;1.506626248E0;-1.324360251E0;1.681207567E-1
1.422007871E1;1.726482749E0;-1.223266125E0;2.976445258E-1
1.423004071E1;1.951812029E0;-1.084945798E0;4.030276835E-1
1.424000171E1;2.071473837E0;-1.042042375E0;4.667164385E-1
1.424996371E1;2.000551462E0;-1.029571056E0;4.566709995E-1
1.425992471E1;1.747957826E0;-9.034453630E-1;3.633640110E-1
1.426988671E1;1.372650027E0;-6.238584518E-1;3.020370007E-1
1.427984771E1;8.845316768E-1;-3.376154304E-1;2.740094960E-1
1.428980971E1;3.459004760E-1;-2.590814829E-1;2.290292382E-1
1.429977171E1;-1.371016502E-1;-3.921037912E-1;1.768984348E-1
1.430973271E1;-5.231907368E-1;-4.807441831E-1;1.012196392E-1
1.431969471E1;-7.953001261E-1;-5.234821439E-1;1.708494872E-2
1.432965571E1;-9.275809526E-1;-6.430255771E-1;-6.013606861E-2
1.433961771E1;-9.313284159E-1;-7.290580273E-1;-1.598643661E-1
1.434957871E1;-8.081972003E-1;-6.986892223E-1;-2.511596680E-1
1.435954071E1;-5.820987821E-1;-4.580141604E-1;-3.212345243E-1
1.436950271E1;-3.231942654E-1;-8.190017939E-2;-3.294298649E-1
1.437946371E1;-1.530397311E-2;3.688692451E-1;-1.922081709E-1
1.438942571E1;3.821254075E-1;9.042442441E-1;1.008023918E-1
1.439938671E1;7.571300864E-1;1.394008994E0;5.913352966E-1
1.440934871E1;9.974918365E-1;1.579925060E0;1.238058925E0
1.441930971E1;7.930772305E-1;1.685963750E0;1.329218984E0
1.442927171E1;1.089066863E-1;1.183592796E0;5.646491051E-1
1.443923371E1;-1.265070289E-1;-2.188834697E-1;8.067917824E-2
1.444919471E1;6.803821772E-2;-1.162968278E0;-2.197890282E-1
1.445915671E1;3.301483691E-1;-1.109119058E0;-4.433037043E-1
1.446911771E1;4.784336984E-1;-7.488141656E-1;-2.761567831E-1
1.447907971E1;5.898715854E-1;-4.074828029E-1;-3.731838986E-2
1.448904071E1;7.491051555E-1;-1.723853499E-1;3.182527721E-1
1.449900271E1;1.024236679E0;-4.259255901E-2;7.022202015E-1
1.450896471E1;1.283190489E0;4.102250040E-1;7.532982826E-1
1.451892571E1;1.425813079E0;1.001008391E0;6.332402825E-1
1.452888771E1;1.491169453E0;1.483898640E0;7.005197406E-1
1.453884871E1;1.537819028E0;1.778702736E0;9.075361490E-1
1.454881071E1;1.689248681E0;1.650711179E0;1.166765809E0
1.455877171E1;2.261494398E0;7.165696621E-1;1.201442242E0
1.456873367E1;2.894049406E0;-3.136637807E-1;9.111272693E-1
1.457869567E1;3.283597708E0;-1.005267501E0;5.444795489E-1
1.458865667E1;3.098184586E0;-7.539378405E-1;3.231509328E-1
1.459861867E1;2.293902159E0;4.253743682E-3;2.653696537E-1
1.460857967E1;1.417673707E0;5.886900425E-1;1.676870584E-1
1.461854167E1;8.736702204E-1;5.559824705E-1;3.727666289E-2
1.462850267E1;7.182548046E-1;1.709934622E-1;5.930393189E-2
1.463846467E1;7.261672020E-1;-2.757305801E-1;5.291453004E-2
1.464842667E1;7.661697268E-1;-6.393806934E-1;2.632792667E-2
1.465838767E1;9.236832857E-1;-6.283360124E-1;5.231742933E-2
1.466834967E1;1.187481642E0;-2.175940275E-1;4.795064405E-2
1.467831067E1;1.508169532E0;3.849598467E-1;3.373383731E-2
1.468827267E1;1.795030117E0;9.626764655E-1;-4.815543815E-2
