"Time (s)";"X (rad/s)";"Y (rad/s)";"Z (rad/s)"
3.057572915E2;6.524451971E-1;-1.460259318E0;9.599345922E-1
3.057672535E2;1.024648309E0;-9.460698366E-1;1.062909961E0
3.057772145E2;1.813753486E0;1.646251827E-1;1.117681026E0
3.057871765E2;2.342162609E0;1.070001364E0;1.266679525E0
3.057971385E2;2.254769564E0;1.601903796E0;1.483444571E0
3.058071005E2;1.727851510E0;1.741201043E0;1.569621205E0
3.058170625E2;1.169503450E0;1.308955908E0;1.430259705E0
3.058270235E2;1.542984724E0;9.538076520E-1;1.316305518E0
3.058369848E2;2.886367321E0;7.287567854E-1;1.181993008E0
3.058469468E2;3.826358318E0;3.215656281E-1;8.165255189E-1
3.058569088E2;3.829675198E0;-2.834030092E-1;3.205100298E-1
3.058668698E2;3.037605286E0;-5.044941306E-1;8.499258757E-2
3.058768318E2;2.036336184E0;1.955412328E-3;3.120422363E-1
3.058867938E2;1.309939623E0;3.045680225E-1;4.695666134E-1
3.058967558E2;1.016207695E0;1.160436049E-1;3.012840152E-1
3.059067178E2;9.673195481E-1;-3.269913495E-1;8.795844018E-2
3.059166788E2;9.315923452E-1;-5.550703406E-1;-1.350717433E-2
3.059266408E2;9.127683640E-1;-3.471696079E-1;-1.072911918E-1
3.059366028E2;1.041420817E0;3.827411234E-1;-2.214879990E-1
3.059465648E2;1.265124440E0;1.420121074E0;-2.695814967E-1
3.059565258E2;1.458633065E0;2.190648317E0;-2.917404175E-1
3.059664878E2;1.535639644E0;2.466664791E0;-3.037914932E-1
3.059764498E2;1.591553330E0;2.351755619E0;-2.744169235E-1
3.059864118E2;1.755121827E0;1.962162018E0;-1.536998153E-1
3.059963728E2;2.012302399E0;1.344975948E0;2.926750481E-2
3.060063348E2;2.217291832E0;5.362102389E-1;1.803542227E-1
3.060162968E2;2.184924126E0;-1.591755152E-1;3.151208758E-1
3.060262588E2;1.877799630E0;-3.785113096E-1;4.777454734E-1
3.060362208E2;1.416378379E0;-4.674116895E-2;6.286364794E-1
3.060461818E2;1.016015172E0;5.933141708E-1;7.301785946E-1
3.060561438E2;8.309905529E-1;1.140165925E0;7.930492759E-1
3.060661058E2;8.311793804E-1;1.358220220E0;8.375557661E-1
3.060760678E2;9.081513882E-1;1.283907056E0;8.581405878E-1
3.060860288E2;9.380972981E-1;1.004189610E0;8.608232141E-1
3.060959908E2;8.741172552E-1;7.110262513E-1;8.746261597E-1
3.061059528E2;7.422050238E-1;4.520304203E-1;9.265245199E-1
3.061159148E2;5.922707915E-1;2.392796874E-1;9.994665384E-1
3.061258768E2;4.667022228E-1;1.132360026E-1;1.025301337E0
3.061358378E2;3.779462874E-1;9.140192717E-2;9.530002475E-1
3.061457998E2;3.047828674E-1;1.579093039E-1;7.916496992E-1
3.061557618E2;2.235523015E-1;2.665208876E-1;5.791770220E-1
3.061657238E2;1.477166563E-1;3.892143369E-1;3.300167918E-1
3.061756848E2;1.305668056E-1;5.026313663E-1;7.305394113E-2
3.061856468E2;2.180045098E-1;5.548434258E-1;-1.647519618E-1
3.061956088E2;3.177824020E-1;5.009025335E-1;-3.365298212E-1
3.062055708E2;2.454506755E-1;3.194221854E-1;-4.151982665E-1
3.062155318E2;1.224552188E-2;7.835583389E-2;-4.051919580E-1
3.062254938E2;-3.781296611E-1;-1.415642798E-1;-3.642762005E-1
3.062354558E2;-1.010313392E0;-3.458744586E-1;-3.398314118E-1
3.062454178E2;-1.672649503E0;-5.104503036E-1;-3.530161977E-1
3.062553798E2;-2.132293224E0;-7.867805958E-1;-4.487966299E-1
3.062653408E2;-2.218200922E0;-1.377058506E0;-6.616880894E-1
3.062753028E2;-2.673782587E0;-9.718152881E-1;-7.498975396E-1
3.062852648E2;-3.338598967E0;-8.104251325E-2;-8.314318061E-1
3.062952268E2;-3.780700922E0;7.270124555E-1;-1.040845156E0
3.063051878E2;-3.783581734E0;1.062577367E0;-1.370282650E0
3.063151498E2;-3.500392437E0;8.277559280E-1;-1.663342237E0
3.063251118E2;-3.119097233E0;4.660406411E-1;-1.838544726E0
3.063350738E2;-2.878142595E0;8.746413887E-2;-1.929443121E0
3.063450348E2;-2.677047968E0;-1.164730191E-1;-1.876519680E0
3.063549968E2;-2.439505577E0;7.563011348E-2;-1.742803693E0
3.063649588E2;-2.289182663E0;6.165295839E-1;-1.601938725E0
3.063749208E2;-2.200953484E0;1.333010435E0;-1.418074131E0
3.063848828E2;-2.102917671E0;1.932595253E0;-1.257867694E0
3.063948438E2;-1.869491339E0;2.046541929E0;-1.304718971E0
3.064048058E2;-1.492317080E0;1.410112023E0;-1.553440928E0
3.064147678E2;-1.021197796E0;-3.399038017E-1;-1.782566309E0
3.064247298E2;-9.755234718E-1;-1.798203230E0;-1.946554184E0
3.064346908E2;-1.545163035E0;-2.093414068E0;-1.842759013E0
3.064446528E2;-2.244736195E0;-1.643025875E0;-1.669610620E0
3.064546148E2;-2.581729889E0;-1.008565187E0;-1.562112808E0
3.064645768E2;-2.609031677E0;-6.280263066E-1;-1.523331881E0
3.064745388E2;-2.473489761E0;-4.339659214E-1;-1.407261014E0
3.064844998E2;-2.381831169E0;-6.648345590E-1;-1.220343590E0
3.064944618E2;-2.252030849E0;-1.231172681E0;-1.049291253E0
3.065044238E2;-2.118904114E0;-1.981973767E0;-9.125499725E-1
3.065143858E2;-1.981660962E0;-2.549825191E0;-8.144087791E-1
3.065243468E2;-1.797989726E0;-2.793976068E0;-7.829118371E-1
3.065343088E2;-1.543418407E0;-2.883364201E0;-8.150093555E-1
3.065442708E2;-1.219057083E0;-2.772544384E0;-8.191260695E-1
3.065542328E2;-8.535699844E-1;-2.456050396E0;-7.993968725E-1
3.065641938E2;-5.163853168E-1;-2.000152826E0;-7.548019886E-1
3.065741558E2;-2.303884327E-1;-1.530147314E0;-6.799626350E-1
3.065841178E2;3.819189221E-2;-1.243453741E0;-6.317530274E-1
3.065940798E2;3.079584837E-1;-1.022551060E0;-5.810164213E-1
3.066040418E2;5.631322265E-1;-9.517844319E-1;-4.836513102E-1
3.066140028E2;8.158389330E-1;-9.470719695E-1;-3.127954304E-1
3.066239648E2;1.071945190E0;-1.006377816E0;-1.367754042E-1
3.066339268E2;1.355447769E0;-1.069771528E0;8.264340460E-3
3.066438888E2;1.681948066E0;-1.015079975E0;1.783947796E-1
3.066538498E2;2.014327765E0;-8.972280025E-1;4.147104025E-1
3.066638118E2;2.292289495E0;-8.693590760E-1;6.607897282E-1
3.066737738E2;2.520446777E0;-9.877102375E-1;8.240749836E-1
3.066837358E2;2.657925367E0;-1.125753641E0;8.438380361E-1
3.066936968E2;2.382994890E0;-1.155987978E0;7.608054876E-1
3.067036588E2;1.349643230E0;-9.679546952E-1;5.761408210E-1
3.067136208E2;1.780577749E-1;-3.091413975E-1;2.609396577E-1
3.067235828E2;-2.898292542E-1;2.107512951E-1;1.372832209E-1
3.067335448E2;-4.285136163E-1;-2.210331559E-1;1.333259344E-1
3.067435058E2;-6.162188053E-1;-9.879968762E-1;4.426157102E-2
3.067534678E2;-7.703015804E-1;-1.249836206E0;-8.913066983E-2
3.067634298E2;-8.086178303E-1;-1.001341462E0;-1.863954216E-1
3.067733918E2;-8.113487959E-1;-6.029059291E-1;-2.477856576E-1
3.067833528E2;-7.429077029E-1;-3.595724106E-1;-2.981961071E-1
3.067933148E2;-5.897268653E-1;-4.526602849E-2;-2.866467535E-1
3.068032768E2;-3.715647161E-1;6.497045159E-1;-1.267606616E-1
3.068132388E2;-1.418942958E-1;1.378822088E0;2.555306256E-1
3.068231998E2;1.565491259E-1;1.891647577E0;9.062641859E-1
3.068331618E2;4.745168984E-2;2.407956123E0;1.340864301E0
3.068431237E2;-6.182836890E-1;2.648316860E0;4.057999849E-1
3.068530857E2;-5.932148099E-1;1.537996054E0;-5.041071177E-1
3.068630477E2;8.345176280E-2;5.145082474E-1;-6.323359609E-1
3.068730087E2;5.746454597E-1;5.570549369E-1;-6.514797807E-1
3.068829707E2;7.501677871E-1;9.901935458E-1;-5.506874323E-1
3.068929327E2;9.558653235E-1;5.129508376E-1;-4.126719534E-1
3.069028947E2;1.100666165E0;-6.768538952E-1;-1.428444833E-1
3.069128557E2;1.280561924E0;-8.564169407E-1;5.048033595E-1
3.069228177E2;1.493452072E0;-2.489294410E-1;1.185998917E0
3.069327797E2;1.872508287E0;3.568723798E-1;1.639110088E0
3.069427417E2;2.562613964E0;5.693383217E-1;1.764061689E0
3.069527027E2;3.277218819E0;4.919849336E-1;1.958190322E0
3.069626647E2;3.450169325E0;3.857692778E-1;2.256444693E0
3.069726267E2;3.104887962E0;2.576184273E-1;2.352257252E0
3.069825887E2;2.505278826E0;2.080929279E-1;1.936500907E0
3.069925507E2;2.360112906E0;3.556866169E0;1.133784771E0
3.070025117E2;2.679937363E0;5.084053516E0;7.115551829E-1
3.070124737E2;2.826630831E0;4.998394966E0;6.160488725E-1
3.070224357E2;2.525880814E0;3.687783241E0;4.329160452E-1
3.070323977E2;1.894532919E0;1.562931776E0;3.297949433E-1
3.070423587E2;1.236523628E0;-5.765052140E-2;3.600990474E-1
3.070523207E2;8.194465637E-1;-9.058611989E-1;3.733530641E-1
3.070622827E2;6.549790502E-1;-1.417178035E0;4.085342288E-1
3.070722447E2;5.405492783E-1;-1.769340992E0;4.136241376E-1
3.070822057E2;4.070471525E-1;-1.992974162E0;3.854354024E-1
3.070921677E2;2.947517931E-1;-2.034183741E0;3.383203447E-1
3.071021297E2;2.760907710E-1;-1.838451028E0;2.446023673E-1
3.071120917E2;4.034020603E-1;-1.192342281E0;1.153478697E-1
3.071220537E2;6.450306773E-1;-3.464591503E-2;-7.230698317E-2
3.071320147E2;9.985152483E-1;1.094362378E0;-2.206895500E-1
3.071419767E2;1.264630079E0;1.861251235E0;-3.564151824E-1
3.071519387E2;1.385490060E0;2.132530928E0;-4.357219338E-1
3.071619007E2;1.439796448E0;2.288656473E0;-4.255337417E-1
3.071718617E2;1.484742045E0;2.456132174E0;-3.222464025E-1
3.071818237E2;1.579001665E0;2.368561268E0;-1.328743398E-1
3.071917857E2;1.706649184E0;1.965714335E0;6.721123308E-2
3.072017477E2;1.753826499E0;1.420768976E0;2.173069865E-1
3.072117087E2;1.704267263E0;8.944565058E-1;3.878002465E-1
3.072216707E2;1.613869667E0;5.414824486E-1;5.808863640E-1
3.072316327E2;1.564191818E0;4.391327202E-1;7.754018307E-1
3.072415947E2;1.553448677E0;4.988559783E-1;9.278219938E-1
3.072515567E2;1.568752050E0;5.757297277E-1;1.033083320E0
3.072615177E2;1.545349002E0;5.324198008E-1;1.091465950E0
3.072714797E2;1.455378175E0;4.516921639E-1;1.138758898E0
3.072814417E2;1.280406356E0;3.794131577E-1;1.201540828E0
3.072914037E2;1.008087993E0;4.091657102E-1;1.241991997E0
3.073013647E2;6.624392271E-1;5.205004811E-1;1.207594633E0
3.073113267E2;3.376225233E-1;6.515226364E-1;1.077671528E0
3.073212887E2;1.252341270E-1;8.116851449E-1;9.024842381E-1
3.073312507E2;-1.672558486E-2;9.022995234E-1;7.084057927E-1
3.073412117E2;-1.260062754E-1;8.750042915E-1;5.189506412E-1
3.073511737E2;-1.582874507E-1;7.635886669E-1;3.366013467E-1
3.073611357E2;-6.658442318E-2;5.779479742E-1;1.554824263E-1
3.073710977E2;4.980155081E-2;2.845368087E-1;-1.962551475E-2
3.073810597E2;1.395229101E-1;-7.680808753E-2;-1.834858060E-1
3.073910207E2;1.795522422E-1;-3.832105994E-1;-3.427436352E-1
3.074009827E2;2.776662819E-3;-5.262939930E-1;-5.104335546E-1
3.074109447E2;-4.356057346E-1;-5.452233553E-1;-6.330009103E-1
3.074209067E2;-9.291978478E-1;-6.308251023E-1;-6.752871275E-1
3.074308677E2;-1.356737018E0;-1.150558472E0;-7.468117476E-1
3.074408297E2;-1.773549438E0;-1.694114447E0;-8.424860835E-1
3.074507917E2;-2.273366213E0;-1.639098883E0;-8.102709055E-1
3.074607537E2;-2.864332914E0;-1.134416103E0;-8.006414771E-1
3.074707147E2;-3.425170660E0;-3.903949559E-1;-8.303239346E-1
3.074806767E2;-3.737170219E0;3.447940946E-1;-1.065287948E0
3.074906387E2;-3.679968834E0;4.315612316E-1;-1.379658341E0
3.075006007E2;-3.259255171E0;-4.583410174E-2;-1.603026986E0
3.075105617E2;-2.812431812E0;-2.328522503E-1;-1.677796602E0
3.075205237E2;-2.591527939E0;-2.005449086E-1;-1.638230562E0
3.075304857E2;-2.462792635E0;9.174289554E-2;-1.540898204E0
3.075404477E2;-2.337629318E0;5.828444362E-1;-1.502891421E0
3.075504097E2;-2.285997391E0;1.318584561E0;-1.492913604E0
3.075603707E2;-2.244782209E0;2.028876781E0;-1.424612880E0
3.075703327E2;-2.149775267E0;2.410430908E0;-1.337636471E0
3.075802947E2;-1.860738873E0;1.867692471E0;-1.406608939E0
3.075902567E2;-1.353433967E0;2.360003591E-1;-1.601904392E0
3.076002177E2;-1.024531126E0;-1.473646998E0;-1.674962878E0
3.076101797E2;-1.167536616E0;-2.001654863E0;-1.705044985E0
3.076201417E2;-1.792136908E0;-1.642641902E0;-1.568921566E0
3.076301037E2;-2.378522158E0;-8.014193177E-1;-1.484137297E0
3.076400657E2;-2.574465036E0;-4.131072760E-1;-1.498869061E0
3.076500267E2;-2.535466671E0;-3.609174192E-1;-1.476296186E0
3.076599887E2;-2.476772070E0;-5.384213924E-1;-1.372540236E0
3.076699507E2;-2.357168198E0;-7.943410277E-1;-1.253153324E0
3.076799127E2;-2.163594007E0;-1.172800422E0;-1.133197188E0
3.076898737E2;-1.988235950E0;-1.793423891E0;-1.039735794E0
3.076998357E2;-1.809168220E0;-2.364385605E0;-9.959637523E-1
3.077097977E2;-1.556596875E0;-2.574977160E0;-1.028964996E0
3.077197597E2;-1.281458020E0;-2.629930973E0;-1.074429154E0
3.077297207E2;-9.834023714E-1;-2.595631838E0;-1.070304394E0
3.077396827E2;-6.438679695E-1;-2.363087893E0;-1.005852222E0
3.077496447E2;-3.140856922E-1;-2.014774561E0;-9.001590014E-1
3.077596067E2;-3.772919625E-2;-1.627200723E0;-7.718031406E-1
3.077695677E2;1.911835670E-1;-1.272736311E0;-6.305082440E-1
3.077795297E2;4.088437259E-1;-1.016274095E0;-4.811978936E-1
3.077894917E2;6.324142218E-1;-8.795134425E-1;-3.259772956E-1
3.077994537E2;8.763136864E-1;-8.551295400E-1;-1.811002642E-1
3.078094157E2;1.114469171E0;-9.447373748E-1;-3.741100058E-2
3.078193767E2;1.347032428E0;-9.703478813E-1;1.512608975E-1
3.078293387E2;1.620957613E0;-8.490403295E-1;3.696538806E-1
3.078393006E2;1.920562387E0;-7.143112421E-1;6.161286235E-1
3.078492626E2;2.194821358E0;-7.566822171E-1;8.751096129E-1
3.078592236E2;2.407089710E0;-9.941347241E-1;1.053350449E0
3.078691856E2;2.397126436E0;-1.324639797E0;1.104854584E0
3.078791476E2;1.796373606E0;-1.549735308E0;1.079641581E0
3.078891096E2;7.494835854E-1;-1.556040168E0;9.359797239E-1
3.078990706E2;1.314541996E-1;-1.094321609E0;6.590042710E-1
3.079090326E2;-2.635611594E-1;-4.425612390E-1;3.626729548E-1
3.079189946E2;-7.680033445E-1;-2.227857560E-1;1.640234143E-2
3.079289566E2;-1.077651024E0;-6.198633909E-1;-1.938092560E-1
3.079389186E2;-1.149136901E0;-1.031922340E0;-3.322227895E-1
3.079488796E2;-1.054654956E0;-1.164386034E0;-3.932459950E-1
3.079588416E2;-7.906955481E-1;-1.011680961E0;-3.802548349E-1
3.079688036E2;-6.285200715E-1;-6.115069389E-1;-2.015159726E-1
3.079787656E2;-6.359146237E-1;-9.495144710E-3;5.703675002E-2
3.079887266E2;-5.603628755E-1;6.877416968E-1;3.148311973E-1
3.079986886E2;-2.788507640E-1;1.114748955E0;6.117968559E-1
3.080086506E2;-1.006624773E-1;1.411161065E0;6.742206812E-1
3.080186126E2;-1.022443920E-1;1.486571670E0;1.267700642E-1
3.080285736E2;2.358569503E-1;7.712265253E-1;-4.852886498E-1
3.080385356E2;6.183760762E-1;3.494944572E-1;-7.228905559E-1
3.080484976E2;8.706618547E-1;7.786173820E-1;-7.510003448E-1
3.080584596E2;1.012466669E0;1.575021744E0;-6.431766748E-1
3.080684206E2;8.605816364E-1;1.552336335E0;-4.175043404E-1
3.080783826E2;6.168456674E-1;6.100068688E-1;-6.141147763E-2
3.080883446E2;5.365288854E-1;9.091147035E-2;4.585112929E-1
3.080983066E2;5.201110244E-1;-3.110151924E-2;9.358578920E-1
3.081082686E2;7.132825851E-1;-2.294917703E-1;1.342543960E0
3.081182296E2;1.181165457E0;-3.072592914E-1;1.627757549E0
3.081281916E2;1.778254151E0;-2.948211432E-1;1.766692162E0
3.081381536E2;2.319713831E0;-2.691591680E-1;1.797421813E0
3.081481156E2;2.589848042E0;-3.178931028E-2;1.794406295E0
3.081580766E2;2.520571470E0;3.632962406E-1;1.671965957E0
3.081680386E2;2.570598841E0;8.504487872E-1;1.214726090E0
3.081780006E2;2.873430967E0;2.317669630E0;7.923173904E-1
3.081879626E2;3.061207056E0;3.327428579E0;5.044511557E-1
3.081979236E2;2.920048714E0;3.244803190E0;3.484317362E-1
3.082078856E2;2.403097153E0;2.362761974E0;2.443438768E-1
3.082178476E2;1.843562722E0;1.188916206E0;1.656783670E-1
3.082278096E2;1.529601574E0;2.049805671E-1;1.206368729E-1
3.082377706E2;1.398215055E0;-4.215035737E-1;8.690740168E-2
3.082477326E2;1.272561550E0;-7.531354427E-1;1.415272802E-2
3.082576946E2;1.062137365E0;-8.271601200E-1;-1.475375518E-2
3.082676566E2;8.021424413E-1;-7.006880641E-1;3.030120861E-3
3.082776186E2;6.202245355E-1;-5.527699590E-1;5.612156540E-2
3.082875796E2;5.778527260E-1;-3.990428746E-1;1.109268665E-1
3.082975416E2;5.629726052E-1;1.431826502E-3;9.851626307E-2
3.083075036E2;6.252298355E-1;6.002577543E-1;5.110167339E-2
3.083174656E2;8.459030986E-1;1.327569246E0;2.030194923E-2
3.083274266E2;1.133302450E0;2.082770824E0;-3.076365450E-3
3.083373886E2;1.360871792E0;2.535955667E0;7.307033055E-3
3.083473506E2;1.482462406E0;2.474081993E0;1.142898425E-1
3.083573126E2;1.622964144E0;2.045733929E0;2.711337805E-1
3.083672736E2;1.822638392E0;1.452436686E0;4.189168513E-1
3.083772356E2;1.986328840E0;8.623201251E-1;5.583568215E-1
3.083871976E2;2.039119720E0;4.308677614E-1;7.142198682E-1
3.083971596E2;1.995828032E0;2.252925187E-1;8.791083694E-1
3.084071206E2;1.876435995E0;2.880187035E-1;9.943123460E-1
3.084170826E2;1.775323749E0;5.500316620E-1;1.054423451E0
3.084270446E2;1.729448795E0;8.627606034E-1;1.075317860E0
3.084370066E2;1.707438231E0;1.097997308E0;1.066758156E0
3.084469686E2;1.636089921E0;1.132534266E0;1.073565483E0
3.084569296E2;1.422473431E0;9.595425129E-1;1.107477307E0
3.084668916E2;1.076099277E0;6.951034069E-1;1.169298291E0
3.084768536E2;6.934872270E-1;4.525682330E-1;1.195168018E0
3.084868156E2;4.064937234E-1;3.108993173E-1;1.148833036E0
3.084967766E2;2.781746387E-1;2.679291964E-1;9.686519504E-1
3.085067386E2;2.180372328E-1;3.521672487E-1;7.281758785E-1
3.085167006E2;1.364326477E-1;4.505721033E-1;5.168071389E-1
3.085266626E2;6.570794433E-2;5.158208013E-1;3.156434596E-1
3.085366236E2;5.096362531E-2;4.811831713E-1;1.024675295E-1
3.085465856E2;5.595612526E-2;2.950257957E-1;-1.203288361E-1
3.085565476E2;6.521487236E-2;-1.816567592E-2;-3.219932318E-1
3.085665096E2;2.135607414E-2;-3.838138878E-1;-4.712793231E-1
3.085764716E2;-2.381258160E-1;-6.890621781E-1;-5.855633020E-1
3.085864326E2;-6.731659770E-1;-8.367326260E-1;-6.654746532E-1
3.085963946E2;-1.079230666E0;-9.749767780E-1;-7.898206115E-1
3.086063566E2;-1.506830931E0;-1.340250969E0;-9.664390683E-1
3.086163186E2;-1.967290401E0;-1.671992779E0;-1.066430688E0
3.086262796E2;-2.495546103E0;-1.503618002E0;-9.963291287E-1
3.086362416E2;-3.176805496E0;-8.738481402E-1;-7.695527077E-1
3.086462036E2;-3.713402987E0;-4.239787161E-2;-7.015906572E-1
3.086561656E2;-3.951962471E0;8.470875621E-1;-9.651264548E-1
3.086661266E2;-3.773154497E0;9.365372062E-1;-1.336975813E0
3.086760886E2;-3.322335005E0;5.841314793E-1;-1.565479279E0
3.086860506E2;-2.932606936E0;2.831571400E-1;-1.566681623E0
3.086960126E2;-2.759010077E0;1.414724588E-1;-1.521539450E0
3.087059736E2;-2.618165731E0;3.155673742E-1;-1.423225164E0
3.087159356E2;-2.468463659E0;6.859489083E-1;-1.307462931E0
3.087258976E2;-2.295287609E0;1.253513098E0;-1.180388331E0
3.087358596E2;-2.099391222E0;1.876826048E0;-1.066851139E0
3.087458216E2;-1.880712748E0;2.246798515E0;-1.063452840E0
3.087557826E2;-1.565953016E0;2.105132818E0;-1.217788339E0
3.087657446E2;-1.247570872E0;1.692885160E0;-1.421559215E0
3.087757066E2;-9.770241380E-1;7.962489128E-1;-1.646816492E0
3.087856686E2;-9.447065592E-1;-3.830056787E-1;-1.840062141E0
3.087956296E2;-1.561248064E0;-1.951844811E0;-1.816477537E0
3.088055916E2;-2.226454258E0;-2.058625937E0;-1.676134586E0
3.088155536E2;-2.429349661E0;-1.424689174E0;-1.490706921E0
3.088255156E2;-2.339331865E0;-9.996976852E-1;-1.435689092E0
3.088354765E2;-2.249763489E0;-9.213389754E-1;-1.422057390E0
3.088454385E2;-2.228245735E0;-1.073516846E0;-1.302438974E0
3.088554005E2;-2.259029150E0;-1.426218748E0;-1.199053645E0
3.088653625E2;-2.207589149E0;-1.979516864E0;-1.137213469E0
3.088753235E2;-2.038991928E0;-2.598538876E0;-1.092946649E0
3.088852855E2;-1.781210542E0;-2.884556055E0;-1.072968841E0
3.088952475E2;-1.482251763E0;-2.832883596E0;-1.068146944E0
3.089052095E2;-1.133049846E0;-2.591015577E0;-1.070904732E0
3.089151715E2;-7.445843816E-1;-2.193564892E0;-1.054506898E0
3.089251325E2;-3.591172397E-1;-1.714379311E0;-9.900977612E-1
3.089350945E2;-2.762239054E-2;-1.332983971E0;-8.860304952E-1
3.089450565E2;2.440173924E-1;-1.130423665E0;-7.532020211E-1
3.089550185E2;4.707530737E-1;-1.018568277E0;-5.845530629E-1
3.089649795E2;7.027320862E-1;-9.365190268E-1;-3.962837160E-1
3.089749415E2;9.489203095E-1;-9.379032850E-1;-2.293248475E-1
3.089849035E2;1.159734249E0;-1.073618054E0;-5.330585688E-2
3.089948655E2;1.372673988E0;-1.094301581E0;1.399624050E-1
3.090048265E2;1.641707063E0;-9.916957021E-1;3.582291603E-1
3.090147885E2;1.982179165E0;-9.257795215E-1;5.938592553E-1
3.090247505E2;2.354190588E0;-1.029955387E0;7.958687544E-1
3.090347125E2;2.658859730E0;-1.288861513E0;9.795845747E-1
3.090446735E2;2.704703093E0;-1.581984758E0;1.127922177E0
3.090546355E2;2.260331869E0;-1.664835930E0;1.110533357E0
3.090645975E2;1.179022551E0;-1.495821357E0;8.561736345E-1
3.090745595E2;-2.292021811E-1;-1.197152376E0;2.837401927E-1
3.090845215E2;-1.016093016E0;-6.582656503E-1;-8.511430025E-2
3.090944825E2;-1.277652502E0;-2.376747429E-1;-2.100852728E-1
3.091044445E2;-1.219377160E0;-3.133569658E-1;-3.140486181E-1
3.091144065E2;-9.958865047E-1;-5.680627823E-1;-2.596812546E-1
3.091243685E2;-8.188067079E-1;-1.117913723E0;-1.600415707E-1
3.091343295E2;-6.938269734E-1;-1.320190430E0;-1.263081133E-1
3.091442915E2;-6.685098410E-1;-9.638643265E-1;-1.291756183E-1
3.091542535E2;-6.217732430E-1;8.256916702E-2;-1.731875539E-1
3.091642155E2;-3.212068379E-1;1.319254756E0;-1.479010284E-1
3.091741765E2;2.288746685E-1;2.125420809E0;2.409854680E-1
3.091841385E2;6.023583412E-1;2.413713932E0;8.941729069E-1
3.091941005E2;4.139972031E-1;2.280287743E0;1.106420398E0
3.092040625E2;-9.393814951E-2;1.668693423E0;5.787034035E-1
3.092140235E2;-1.503260583E-1;1.093426943E0;1.856985539E-1
3.092239855E2;1.753500402E-1;6.508357525E-1;1.071207151E-1
3.092339475E2;4.630926251E-1;6.522334218E-1;6.975869834E-2
3.092439095E2;7.498766184E-1;6.418706179E-1;9.170828015E-2
3.092538715E2;9.987477064E-1;3.562140763E-1;2.333588898E-1
3.092638325E2;1.228292823E0;-1.860534102E-1;3.354876935E-1
3.092737945E2;1.553287983E0;-5.035312176E-1;4.873001277E-1
3.092837565E2;1.944378495E0;-4.659928083E-1;7.503422499E-1
3.092937185E2;2.297280312E0;-2.763720155E-1;1.031884432E0
3.093036795E2;2.570720196E0;-1.701217741E-1;1.163324475E0
3.093136415E2;2.681640625E0;-3.711685911E-2;1.210302114E0
3.093236035E2;2.530386925E0;3.628646731E-1;1.311149120E0
3.093335655E2;2.224802494E0;1.090595603E0;1.322005272E0
3.093435265E2;2.152288675E0;2.129060984E0;9.876480103E-1
3.093534885E2;2.390081882E0;2.983435869E0;6.576821208E-1
3.093634505E2;2.655932188E0;3.376928329E0;5.254523754E-1
3.093734125E2;2.711791515E0;3.224596977E0;3.814667165E-1
3.093833735E2;2.470261335E0;2.368828773E0;2.058485448E-1
3.093933355E2;2.035286665E0;1.005400896E0;8.224377781E-2
3.094032975E2;1.494247675E0;-1.611546129E-1;4.329293966E-2
3.094132595E2;9.775736928E-1;-7.410800457E-1;6.818789989E-2
3.094232215E2;5.558516979E-1;-9.286007881E-1;1.429497302E-1
3.094331825E2;2.928024828E-1;-1.011093259E0;2.283256203E-1
3.094431445E2;2.310584635E-1;-1.057043195E0;2.921775579E-1
3.094531065E2;3.198107183E-1;-1.061588645E0;2.996855378E-1
3.094630685E2;4.963701367E-1;-5.611348748E-1;2.016764134E-1
3.094730295E2;9.242098331E-1;4.405830204E-1;1.154054329E-1
3.094829915E2;1.471581578E0;1.696788073E0;8.196993917E-2
3.094929535E2;1.766338110E0;2.397459745E0;6.946959347E-2
3.095029155E2;1.859206080E0;2.487686872E0;7.221040130E-2
3.095128765E2;1.968181372E0;2.342869997E0;7.974182069E-2
3.095228385E2;2.083582878E0;2.051507473E0;1.471509784E-1
3.095328005E2;2.132302999E0;1.671922445E0;2.468986064E-1
3.095427625E2;2.084400415E0;1.255438805E0;3.552833498E-1
3.095527235E2;1.896535873E0;8.763820529E-1;4.958809614E-1
3.095626855E2;1.581373096E0;6.635825038E-1;6.535996199E-1
3.095726475E2;1.300556660E0;7.227390409E-1;8.262081146E-1
3.095826095E2;1.150197983E0;8.842030168E-1;9.796160460E-1
3.095925705E2;1.124278545E0;9.895832539E-1;1.065463781E0
3.096025325E2;1.180342913E0;1.037644506E0;1.119815111E0
3.096124945E2;1.250232816E0;9.513601661E-1;1.170733452E0
3.096224565E2;1.254170299E0;6.410251856E-1;1.195111394E0
3.096324185E2;1.155493259E0;2.399645746E-1;1.161317945E0
3.096423795E2;1.018403888E0;-1.733545028E-2;1.074338913E0
3.096523415E2;8.702529073E-1;-5.124589428E-3;9.074122906E-1
3.096623035E2;6.960386634E-1;2.059643418E-1;6.900283694E-1
3.096722655E2;4.638320804E-1;4.103923142E-1;4.964951277E-1
3.096822265E2;1.637189239E-1;5.458256006E-1;3.566625416E-1
3.096921885E2;-7.591816038E-2;5.809846520E-1;2.000239193E-1
3.097021505E2;-1.213097125E-1;5.236601830E-1;2.261158824E-2
3.097121125E2;3.043774143E-2;3.912009001E-1;-1.431222558E-1
3.097220735E2;1.367585957E-1;2.088351548E-1;-2.689571083E-1
