"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)"
4.102496742E0;-8.985793591E-1;1.088351250E0;8.352103233E-1
4.120223244E0;-2.577579975E0;1.673741341E0;-9.762645960E-1
4.137930641E0;-2.947223663E0;1.198520660E-1;-1.608411551E0
4.155671608E0;-3.713083267E0;-1.522150040E0;-2.927879333E0
4.173394814E0;-3.756080389E0;-2.242300034E0;-2.552282095E0
4.191116004E0;-2.602755785E0;-1.432444572E0;-1.566831350E0
4.208842323E0;-3.806635857E0;-2.339420319E-1;-6.598818302E-1
4.226566078E0;-3.268919945E0;1.975045204E0;-3.384857178E0
4.244290199E0;-1.307518244E0;2.911629200E0;-5.459700584E0
4.262014198E0;1.373690367E-2;2.088499069E0;-5.933197021E0
4.279738258E0;1.724667072E0;7.958574295E-1;-3.841904163E0
4.297460243E0;5.511488914E0;-8.235597610E-1;-1.212538600E0
4.315185402E0;7.902571201E0;-3.266844749E0;-7.651114464E-2
4.332909584E0;5.553128242E0;-2.518207550E0;1.036879420E0
4.350633339E0;1.703743815E0;5.595655441E-1;-8.770498037E-1
4.368357643E0;-8.371901512E-1;1.877575874E0;-1.336732984E0
4.386081154E0;-1.567632198E0;1.715620041E0;-5.737579465E-1
4.403802040E0;-2.113540411E0;1.358063698E0;-6.357465386E-1
4.421531227E0;-1.944083214E0;1.116846085E0;1.070117712E0
4.439252724E0;-5.799665451E-1;5.052824020E-1;1.786294281E-1
4.456976418E0;5.386860371E-1;1.243028641E-1;1.050010324E0
4.474700234E0;6.632854939E-1;2.028579712E-1;1.333236575E0
4.492424110E0;1.250412464E0;6.541938782E-1;9.810004234E-1
4.510136574E0;1.538173437E0;8.723421097E-1;1.771746874E0
4.527875099E0;2.272828102E0;6.249532700E-1;3.008077383E0
4.545595741E0;3.314762592E0;-2.720346451E-1;3.993661404E0
4.563319618E0;4.032445431E0;-1.729134560E0;4.248287201E0
4.581043190E0;5.271596909E0;-3.007791519E0;4.488422394E0
4.598767372E0;6.300361633E0;-2.836315155E0;5.223753929E0
4.616491249E0;5.082935333E0;-3.759943008E0;6.322658539E0
4.634214882E0;1.058631897E0;-5.490612984E0;6.153815269E0
4.651938820E0;-2.704107761E0;-6.583328247E0;9.093690872E0
4.669659706E0;-4.353024483E0;-6.944975853E0;4.790038109E0
4.687386635E0;-5.124429703E0;-4.568185806E0;-5.088869572E0
4.705097267E0;-5.740011215E0;-2.829473495E0;-8.762193680E0
4.722833229E0;-5.632245064E0;-1.674461365E0;-6.508772373E0
4.740557900E0;-2.873314619E0;-1.099250793E0;-8.512609005E-1
4.758280068E0;1.707034349E0;-2.806545258E0;7.756614685E-1
4.776005653E0;3.426736355E0;-2.046873093E0;-8.529536724E-1
4.793730324E0;1.356659532E0;-3.286199570E-1;-2.625833035E0
4.811455848E0;-1.174268723E0;1.108533859E0;-3.845941782E0
4.829177284E0;-2.027568579E0;2.037449837E0;-4.118265629E0
4.846900062E0;-1.500949621E0;2.360138893E0;-3.987021446E0
4.864625038E0;5.623698235E-4;2.890541553E0;-4.287107944E0
4.882348793E0;2.453225851E-2;2.783596516E0;-4.374403954E0
4.900075538E0;-9.937390089E-1;2.643058777E0;-3.734807253E0
4.917796730E0;-1.739104986E0;2.759785652E0;-3.424659014E0
4.935519630E0;-2.113695621E0;2.987090111E0;-3.392328501E0
4.953244240E0;-2.177399874E0;3.615277767E0;-3.261963367E0
4.970961769E0;-2.123640060E0;4.230352402E0;-3.071134329E0
4.988691689E0;-1.862896442E0;4.349785328E0;-2.608178854E0
5.006412697E0;-1.327815294E0;3.441903114E0;-1.200372696E0
5.024142189E0;-2.478780150E-1;1.245426178E0;3.761922836E0
5.041863503E0;2.137718678E0;-2.166320801E0;8.334444046E0
5.059572609E0;5.034561634E0;-5.657355309E0;1.049664211E1
5.077311073E0;4.988041878E0;-5.163015366E0;1.084764767E1
5.095035011E0;1.391609430E0;-1.988009453E0;6.414281845E0
5.112758583E0;3.276160657E-1;7.706422806E-1;1.020853758E0
5.130482521E0;1.666827440E0;1.117157936E0;-3.461088896E0
5.148206337E0;1.071396470E0;-9.625225067E-1;-7.216623306E0
5.165930275E0;-3.852903128E0;-2.024251938E0;-6.146634102E0
5.183654091E0;-6.192690372E0;-2.955554962E0;1.223433018E0
5.201380653E0;-4.421347618E0;-8.243913651E-1;5.613707066E0
5.219101601E0;-3.234266520E0;1.687821388E0;-1.436655998E0
5.236825783E0;-1.539600253E0;1.609139919E0;-7.471467495E0
5.254549721E0;2.405463457E-1;3.041229248E-1;-9.384154320E0
5.272272560E0;2.241582155E0;-1.062448502E0;-6.476973534E0
5.289998391E0;4.927431583E0;-2.362887383E0;-2.084909678E0
5.307721046E0;5.307914734E0;-2.391136169E0;3.001558781E-1
5.325445228E0;3.359651089E0;-1.287418365E0;-6.215012074E-1
5.343168556E0;4.364906251E-1;-4.427528381E-1;-2.943653584E0
5.360887306E0;-1.552054405E0;3.046083450E-1;-2.898434639E0
5.378616371E0;-1.582839012E0;7.199993134E-1;-1.894541621E0
5.396340126E0;-1.343412876E0;8.334798813E-1;-9.261206388E-1
5.414061012E0;-1.500663877E0;9.215173721E-1;-1.545410752E-1
5.431787636E0;-8.444542885E-1;1.099329948E0;7.147831917E-1
5.449511269E0;-7.677465677E-3;1.220647812E0;2.629949152E-1
5.467235451E0;2.402576804E-1;5.734195709E-1;-9.138728380E-1
5.484959328E0;-5.131483078E-3;3.681049347E-1;-8.560065925E-2
5.502682534E0;1.982465386E-1;5.298986435E-1;4.308348298E-1
5.520406960E0;9.035792351E-1;4.482069016E-1;4.745549858E-1
5.538131081E0;1.052261949E0;1.934137344E-1;8.804662228E-1
5.555856849E0;7.718601823E-1;9.516334534E-2;1.269619226E0
5.573578224E0;5.204073787E-1;-2.299880981E-1;1.705470204E0
5.591299781E0;9.748652577E-1;-7.640638351E-1;2.312024117E0
5.609025978E0;2.050238132E0;-1.333582878E0;2.952486515E0
5.626749855E0;3.956038713E0;-1.876141548E0;3.280683041E0
5.644473732E0;6.116710186E0;-1.429517746E0;2.330820084E0
5.662197609E0;7.031088352E0;-3.865547180E-1;1.096395969E0
5.679923988E0;4.744713783E0;-6.074066162E-1;3.083352089E0
5.697645119E0;1.257222652E0;-1.988214493E0;8.496150970E0
5.715368996E0;6.422753334E-1;-4.319067955E0;1.067716599E1
5.733092873E0;8.966645598E-1;-5.122263908E0;6.357003689E0
5.750816689E0;6.230156422E-1;-4.067604065E0;1.658039570E0
5.768543189E0;2.880575657E-1;-2.988757133E0;-7.871511579E-2
5.786264259E0;-1.218236446E0;-2.480648994E0;-7.794413567E-1
5.803988075E0;-2.609761715E0;-2.523962021E0;-1.545703173E0
5.821711708E0;-3.605442047E0;-2.966942787E0;-2.064881325E0
5.839423927E0;-2.621582270E0;-2.943980217E0;-4.057726860E-1
5.857162696E0;-1.870409250E0;-3.206317902E0;-8.895965219E-1
5.874883400E0;-1.666973114E0;-2.756501198E0;-1.298898935E0
5.892606178E0;-1.787812471E0;-9.652881622E-1;-1.609938145E0
