time,seconds_elapsed,steps
1713800601588867600,180.66686767578125,341
1713800602616757500,181.69475756835936,343
1713800603675661000,182.7536611328125,345
1713800604743429600,183.8214296875,347
1713800605664993500,184.74299365234376,349
1713800606828011300,185.90601123046875,351
1713800607827093500,186.90509350585938,353
1713800608928078600,188.00607861328126,355
1713800609856265500,188.9342653808594,357
1713800610861990400,189.93999047851563,359
1713800611912013300,190.99001342773437,361
1713800613028489200,192.1064892578125,363
1713800613932305200,193.01030517578124,365
1713800615031061000,194.10906103515626,367
1713800616041204200,195.11920434570314,369
1713800616980455200,196.058455078125,371
1713800618079211300,197.15721118164063,373
1713800619089351200,198.16735107421874,375
1713800620092851500,199.1708515625,377
1713800621109636900,200.18763696289062,379
1713800622119778600,201.19777856445313,381
1713800623129919200,202.20791918945312,383
1713800624140059100,203.21805908203126,385
1713800625167923200,204.24592309570312,387
1713800626160345000,205.23834497070314,389
1713800627205934000,206.28393408203124,391
1713800628216077000,207.2940771484375,393
1713800629261659600,208.33965966796876,395
1713800630289527800,209.36752783203124,397
1713800631281947600,210.35994775390625,399
1713800632327530200,211.4055302734375,401
1713800633319949800,212.39794970703124,403
1713800634347806000,213.42580590820313,405
1713800635375667700,214.45366772460937,407
1713800636414611000,215.49261083984376,409
1713800637449116000,216.52711596679688,411
1713800638512419600,217.5904196777344,413
1713800639540283000,218.61828295898437,415
1713800640479534000,219.5575341796875,417
1713800641578283800,220.65628369140626,419
1713800642572916500,221.65091650390625,421
1713800643518813400,222.5968134765625,423
1713800644723889400,223.80188940429687,425
1713800645716308000,224.79430786132812,427
1713800646719800800,225.79780078125,429
1713800647612535600,226.69053564453125,431
1713800648658120700,227.73612060546876,433
1713800649632817400,228.7108173828125,435
1713800650607513600,229.685513671875,437
1713800651564486000,230.64248583984374,439
1713800652521461000,231.5994609375,441
1713800653531599000,232.60959912109374,443
1713800654524015400,233.60201538085937,445
1713800655534152700,234.61215258789062,447
1713800655906308400,234.98430834960936,448
1713800656792393700,235.87039379882813,450
1713800657430360600,236.50836059570312,451
1713800658387342600,237.46534252929686,453
1713800659344311800,238.42231176757812,455
1713800659663301600,238.74130151367189,456
1713800660726596000,239.80459619140626,458
1713800661594963500,240.67296337890625,460
1713800662587374600,241.66537451171874,462
1713800663278521000,242.35652099609376,463
1713800664317446700,243.39544677734375,465
1713800665298785300,244.37678540039062,467
1713800666291196400,245.36919653320314,469
1713800667283607300,246.36160717773438,471
1713800668329183200,247.40718334960937,473
1713800669199754200,248.27775415039062,475
1713800670234256000,249.312255859375,477
1713800671616538600,250.69453857421874,479
1713800671935532800,251.01353271484376,480
1713800672626672000,251.70467211914064,481
1713800673264655000,252.34265502929688,483
1713800673636804900,252.71480493164063,484
1713800674345667000,253.4236669921875,486
1713800674859599400,253.93759936523438,487
1713800675373523700,254.45152368164062,488
1713800676011502000,255.08950219726563,489
1713800676649479200,255.72747924804688,490
1713800677287455700,256.36545581054685,491
1713800678279859700,257.35785961914064,493
1713800679201386800,258.27938671875,495
1713800679573540900,258.65154077148435,496
1713800680229236500,259.30723657226565,498
1713800680601392000,259.67939208984376,499
1713800681203925000,260.2819250488281,500
1713800681558356500,260.6363564453125,501
1713800682214053400,261.29205346679686,502
1713800683206461000,262.2844609375,504
1713800684234311200,263.31231127929686,506
1713800685208994300,264.28699438476565,508
1713800686219125000,265.297125,510
1713800687211532000,266.28953198242186,512
1713800688239384600,267.31738452148437,514
1713800689207433000,268.2854328613281,516
1713800690224209200,269.3022092285156,518
1713800691216620500,270.29462060546877,520
1713800692244473300,271.3224733886719,522
1713800693272328700,272.35032861328125,524
1713800694300180000,273.3781799316406,526
1713800695292586800,274.37058666992186,528
1713800696320439000,275.39843896484376,530
1713800697312846300,276.39084643554685,532
1713800698305252000,277.3832521972656,534
1713800699333103400,278.41110327148436,536
1713800700343229200,279.42122924804687,538
1713800701337853000,280.41585302734376,540
1713800702354624300,281.43262426757815,542
1713800703382474000,282.46047387695313,544
1713800704403679000,283.4816789550781,546
1713800705420449300,284.49844921875,548
1713800706430578000,285.5085778808594,550
1713800707476148200,286.55414819335937,552
1713800708486274600,287.56427465820315,554
1713800709514124800,288.5921247558594,556
1713800710541974000,289.6199741210938,558
1713800711552096500,290.6300964355469,560
1713800712579949300,291.65794921875,562
1713800713572361000,292.65036083984376,564
1713800714511597600,293.58959765625,566
1713800715663499000,294.7414990234375,568
1713800716709066500,295.78706640625,570
1713800717010337800,296.088337890625,571
1713800718055905000,297.1339050292969,573
1713800718835656000,297.91365600585937,574
1713800720200219000,299.2782189941406,576
1713800720430598700,299.5085986328125,577
1713800721493886200,300.57188623046875,579
1713800722858447400,301.936447265625,581
1713800723992626700,303.0706267089844,583
1713800724612880600,303.6908806152344,584
1713800725250856000,304.32885595703124,585
1713800725926486300,305.004486328125,586
1713800726777125000,305.855125,587
1713800727113833700,306.19183374023436,588
1713800727811618800,306.88961889648436,589
1713800728786302700,307.864302734375,591
1713800729831877000,308.90987719726564,593
1713800730824287200,309.90228735351565,595
1713800731845501000,310.9235009765625,597
1713800732879999700,311.95799975585936,599
1713800733894562000,312.97256201171876,601
1713800734909123600,313.98712353515623,603
1713800735901532700,314.97953271484374,605
1713800736964827600,316.04282763671876,607
1713800737974957800,317.0529577636719,609
1713800738931918000,318.00991796875,611
1713800740048381400,319.12638134765626,613
1713800741076231400,320.1542314453125,615
1713800742104084000,321.182083984375,617
1713800743149653000,322.22765307617186,619
1713800744177507800,323.2555078125,621
1713800745216439000,324.2944389648438,623
1713800746162324200,325.24032421875,625
1713800747316438000,326.39443798828125,627
1713800748350935600,327.428935546875,629
1713800749361066200,328.4390661621094,631
1713800750353473300,329.43147338867186,633
1713800751328158000,330.40615795898435,635
1713800752338287400,331.4162873535156,637
1713800753366137000,332.44413720703125,639
1713800754393988000,333.4719880371094,641
1713800755386393600,334.4643935546875,643
1713800756378799900,335.4567998046875,645
1713800757406653200,336.48465307617187,647
1713800758452222000,337.53022192382815,649
1713800759444625000,338.522625,651
1713800760472475400,339.55047534179687,653
1713800761571210800,340.64921069335935,655
1713800762581339400,341.6593393554688,657
1713800763622480100,342.70048022460935,659
1713800764530704100,343.6087041015625,661
1713800765658243800,344.7362438964844,663
1713800766657293000,345.73529296875,665
1713800767702862600,346.7808625488281,667
1713800768712992800,347.79099267578124,669
1713800769723118000,348.8011181640625,671
1713800770733246700,349.8112468261719,673
1713800771743373000,350.821373046875,675
1713800772753502500,351.83150244140626,677
1713800773745906400,352.8239064941406,679
1713800774809197800,353.88719775390626,681
1713800775819323000,354.8973229980469,683
1713800776829450000,355.9074499511719,685
1713800777868375000,356.946375,687
1713800778902867700,357.98086767578127,689
1713800779912994600,358.99099462890626,691
1713800780819007700,359.8970078125,693
1713800781977550300,361.05555029296875,695
1713800783005399800,362.08339990234373,697
1713800784033247000,363.1112470703125,699
1713800785078819000,364.1568190917969,701
1713800786088942600,365.16694262695313,703
1713800787116793900,366.1947939453125,705
1713800788180080000,367.258080078125,707
1713800789207932400,368.2859323730469,709
1713800790235780900,369.31378076171876,711
1713800791263628800,370.34162890625,713
1713800792291477000,371.36947705078126,715
1713800793337035800,372.41503588867187,717
1713800794400336600,373.4783366699219,719
1713800795410462500,374.48846240234377,721
1713800796456032300,375.5340322265625,723
1713800797483880000,376.5618798828125,725
1713800798529449200,377.60744921875,727
1713800799592739800,378.6707397460938,729
1713800800638308900,379.7163088378906,731
1713800801719320800,380.7973208007812,733
1713800802758244900,381.8362448730469,735
1713800803810457300,382.88845727539064,737
1713800804838304500,383.91630444335937,739
1713800805883872500,384.96187255859377,741
1713800806911719200,385.9897192382812,743
1713800807957287200,387.035287109375,745
1713800808985133800,388.0631337890625,747
1713800809988614400,389.0666145019531,749
1713800811040828000,390.1188278808594,751
1713800812050954200,391.1289543457031,753
1713800812954759200,392.03275927734376,755
1713800814000334300,393.07833422851564,757
1713800815134514400,394.2125144042969,759
1713800816091475200,395.16947509765623,761
1713800817207936300,396.2859362792969,763
1713800818253508400,397.33150830078125,765
1713800819175026400,398.2530263671875,767
1713800820309205200,399.38720532226563,769
1713800821354774500,400.4327744140625,771
1713800822276294100,401.3542941894531,773
1713800823321864200,402.3998642578125,775
1713800824456042000,403.5340419921875,777
1713800825395283700,404.47328369140627,779
1713800826582624000,405.6606240234375,781
1713800827575030300,406.6530302734375,783
1713800828620597500,407.6985974121094,785
1713800829630718200,408.70871826171873,787
1713800830694013000,409.77201293945313,789
1713800831633251000,410.7112509765625,791
1713800832767427600,411.8454274902344,793
1713800833795273000,412.87327294921874,795
1713800834663626200,413.7416262207031,797
1713800835088938200,414.1669382324219,798
1713800835709192000,414.78719189453125,799
1713800836311725600,415.3897255859375,800
1713800836914256100,415.9922561035156,801
