time,seconds_elapsed,z,y,x
1713800421020121600,0.09812158203125,0.009162978269159794,-0.01572977937757969,0.02626720629632473
1713800421037829600,0.11582958984375,0.005955935921519995,0.0032070425804704428,0.058337632566690445
1713800421055561000,0.13356103515625,-0.00733038317412138,0.03848451003432274,0.04489859566092491
1713800421073279500,0.151279541015625,-0.01725694350898266,0.014966198243200779,0.001527163083665073
1713800421090994000,0.168993896484375,-0.03237585723400116,-0.013286318629980087,-0.02871066704392433
1713800421108731100,0.186731201171875,-0.015118914656341076,-0.010231993161141872,-0.02076941914856434
1713800421126451000,0.204450927734375,0.0010690141934901476,0.014813481830060482,0.006261368747800589
1713800421144173600,0.222173583984375,0.0022907445672899485,0.00855211354792118,0.032528575509786606
1713800421161894100,0.23989404296875,-0.0022907445672899485,0.021838432177901268,0.03787364438176155
1713800421179616500,0.257616455078125,-0.0074830991216003895,0.003359758760780096,0.043676864355802536
1713800421197340700,0.275340576171875,-0.015577063895761967,0.017562376335263252,0.027947084978222847
1713800421215062000,0.29306201171875,-0.011759156361222267,0.0065668015740811825,0.01863138936460018
1713800421232783600,0.31078369140625,-0.014813481830060482,0.0022907445672899485,0.011301007121801376
1713800421250508500,0.328508544921875,-0.010231993161141872,-0.02076941914856434,0.003359758760780096
1713800421268228900,0.346228759765625,-0.004428773187100887,-0.04001167416572571,0.01038470957428217
1713800421285953300,0.363953369140625,-0.0064140851609408855,-0.038179077208042145,0.014355333521962166
1713800421303669500,0.38166943359375,-0.005955935921519995,0.001527163083665073,0.010995574295520782
1713800421321396700,0.399396728515625,-0.004581489134579897,0.026572637259960175,0.004734205547720194
1713800421339119000,0.417119140625,-0.010842857882380486,-0.00366519158706069,-0.003512475173920393
1713800421356841700,0.434841796875,-0.016493361443281174,-0.03878994286060333,-0.013591751456260681
1713800421374562600,0.4525625,-0.012522737495601177,-0.039706241339445114,-0.016951510682702065
1713800421392287200,0.470287353515625,-0.011301007121801376,-0.01817324012517929,-0.01572977937757969
1713800421410008800,0.4880087890625,-0.007788531947880983,-0.007788531947880983,-0.005803219974040985
1713800421427731000,0.50573095703125,-0.011759156361222267,-0.0029016099870204926,-0.007024950347840786
1713800421445453300,0.523453369140625,-0.01664607785642147,-0.005497787147760391,-0.01237002108246088
1713800421463176200,0.54117626953125,-0.012828170321881771,-0.01542434748262167,-0.0064140851609408855
1713800421480886500,0.558886474609375,-0.0065668015740811825,-0.003817907767370343,-0.0010690141934901476
1713800421498616300,0.5766162109375,0.0019853119738399982,0.009468411095440388,-0.0006108652451075613
1713800421516347100,0.59434716796875,-0.00427605677396059,-0.00015271631127689034,0
1713800421534064600,0.612064697265625,-0.010690141469240189,-0.024129176512360573,0.001679879380390048
1713800421551787800,0.629787841796875,-0.015118914656341076,-0.03451388701796532,0.005803219974040985
1713800421569492700,0.64749267578125,-0.016493361443281174,-0.014355333521962166,0.005803219974040985
1713800421587230700,0.665230712890625,-0.009926560334861279,0.001527163083665073,0.015271631069481373
1713800421604956000,0.682955810546875,-0.001679879380390048,-0.003054326167330146,0.01542434748262167
1713800421622672100,0.700672119140625,-0.003817907767370343,-0.015118914656341076,-0.01160643994808197
1713800421640400100,0.718400146484375,0.001679879380390048,0,-0.0429132841527462
1713800421658111500,0.736111572265625,-0.0074830991216003895,-0.0029016099870204926,-0.039095375686883926
1713800421675844000,0.753843994140625,-0.01466076634824276,-0.029626963660120964,-0.0006108652451075613
1713800421693566200,0.771566162109375,-0.010690141469240189,-0.02519819140434265,0.017409659922122955
1713800421711288800,0.789288818359375,0.00809396430850029,0.029626963660120964,-0.005955935921519995
1713800421729023200,0.807023193359375,0.010690141469240189,0.02871066704392433,-0.030085112899541855
1713800421746728700,0.824728759765625,-0.009010262787342072,-0.035582900047302246,-0.01863138936460018
1713800421764455400,0.842455322265625,-0.03176499158143997,-0.06734789162874222,0.005345070734620094
1713800421782178800,0.8601787109375,-0.02168571576476097,-0.02321287989616394,0.022449297830462456
1713800421799900400,0.877900390625,0.0022907445672899485,0.028405234217643738,0.020005837082862854
1713800421817622800,0.895622802734375,0.015577063895761967,0.033597588539123535,-0.006719517521560192
1713800421835344100,0.91334423828125,0.010842857882380486,0.0029016099870204926,-0.02321287989616394
1713800421853068800,0.93106884765625,-0.0013744467869400978,-0.02535090781748295,0.0022907445672899485
1713800421870789600,0.94878955078125,0.0024434609804302454,-0.020616702735424042,0.03833179548382759
1713800421888512500,0.966512451171875,0.005955935921519995,0.018020525574684143,0.03375030308961868
1713800421906221600,0.9842216796875,-0.0029016099870204926,0.01878410577774048,-0.004428773187100887
1713800421923958300,1.001958251953125,-0.010995574295520782,-0.020922135561704636,-0.02474004216492176
1713800421941674200,1.01967431640625,-0.014355333521962166,-0.039706241339445114,-0.003817907767370343
1713800421959401700,1.037401611328125,-0.004734205547720194,-0.0024434609804302454,0.027488935738801956
1713800421977124400,1.055124267578125,0.003512475173920393,0.03588833287358284,0.031154127791523933
1713800421994846200,1.07284619140625,-0.003512475173920393,0.013439035043120384,0.0064140851609408855
1713800422012568300,1.090568359375,-0.01466076634824276,-0.01710422709584236,-0.01878410577774048
1713800422030291200,1.108291259765625,-0.014813481830060482,-0.016035212203860283,-0.019089538604021072
1713800422047998000,1.125998046875,-0.0074830991216003895,-0.008399397134780884,0.012675453908741474
1713800422065739000,1.143739013671875,-0.0006108652451075613,0.015118914656341076,0.034666601568460464
1713800422083457500,1.16145751953125,-0.001832595793530345,-0.005039638374000788,0.02321287989616394
1713800422101180400,1.179180419921875,-0.012522737495601177,-0.021074850112199783,-0.009010262787342072
1713800422118898000,1.19689794921875,-0.009162978269159794,-0.015118914656341076,-0.020311269909143448
1713800422136626700,1.214626708984375,-0.0006108652451075613,-0.008857546374201775,0.0010690141934901476
1713800422154346800,1.2323466796875,0.008704829961061478,0.011759156361222267,0.01771509274840355
1713800422172071200,1.2500712890625,0.007788531947880983,0.022907447069883347,0.007024950347840786
1713800422189792300,1.267792236328125,-0.0024434609804302454,-0.024434609338641167,-0.003054326167330146
1713800422207513600,1.285513671875,-0.017409659922122955,-0.04138612002134323,-0.00733038317412138
1713800422225236200,1.303236328125,-0.008857546374201775,-0.014202617108821869,-0.004734205547720194
1713800422242960100,1.320960205078125,0.008857546374201775,0.026114489883184433,-0.01725694350898266
1713800422260676600,1.338676513671875,0.005955935921519995,0.04764748737215996,-0.051312681287527084
1713800422278404000,1.356404052734375,0.0022907445672899485,0.028405234217643738,-0.05421429127454758
1713800422296125700,1.374125732421875,0.00855211354792118,-0.011301007121801376,-0.0024434609804302454
1713800422313839400,1.39183935546875,0.007024950347840786,-0.02733621932566166,0.04382958263158798
1713800422331572200,1.409572265625,0.0019853119738399982,-0.02672535367310047,0.03726277872920036
1713800422349292000,1.4272919921875,0.004581489134579897,-0.027947084978222847,0.00015271631127689034
1713800422367015200,1.44501513671875,-0.0039706239476799965,-0.08964447677135468,-0.05910121276974678
1713800422384737500,1.462737548828125,-0.022907447069883347,-0.0754418596625328,-0.0705549344420433
1713800422402460200,1.480460205078125,-0.009162978269159794,-0.021991148591041565,-0.028557950630784035
1713800422420178200,1.49817822265625,0.0019853119738399982,0.023060163483023643,0.03420845419168472
1713800422437904400,1.515904296875,0.008399397134780884,0.02229658141732216,0.056352317333221436
1713800422455627000,1.533626953125,0.00855211354792118,-0.0024434609804302454,0.02932153269648552
