time,seconds_elapsed,z,y,x
1713800421046693000,0.124693115234375,9.973882675170898,0.7962117195129395,-0.3888336718082428
1713800421064422400,0.14242236328125,9.611968994140625,0.776470959186554,-0.4097708761692047
1713800421082146300,0.160146240234375,9.463613510131836,0.8434699773788452,-0.3535395562648773
1713800421099868400,0.177868408203125,9.616754531860352,0.7334001660346985,-0.4815555512905121
1713800421117589500,0.195589599609375,9.731011390686035,0.8099704384803772,-0.4091726839542389
1713800421135301000,0.213301025390625,9.826126098632812,0.8201399445533752,-0.4133601188659668
1713800421153034500,0.231034423828125,9.945169448852539,0.8249256014823914,-0.3936193287372589
1713800421170757600,0.248757568359375,9.878767967224121,0.7914260625839233,-0.4701896607875824
1713800421188479200,0.266479248046875,9.80219841003418,0.877567708492279,-0.4325026869773865
1713800421206202400,0.284202392578125,9.602396965026855,0.7860422134399414,-0.47676992416381836
1713800421223924000,0.301924072265625,9.626325607299805,0.833898663520813,-0.41934216022491455
1713800421241647600,0.319647705078125,9.564111709594727,0.7956135272979736,-0.38644084334373474
1713800421259367000,0.337366943359375,9.678369522094727,0.8099704384803772,-0.4043870270252228
1713800421277091800,0.355091796875,9.683155059814453,0.8482556343078613,-0.4139583110809326
1713800421294813400,0.3728134765625,9.735796928405762,0.8201399445533752,-0.39481574296951294
1713800421312536600,0.39053662109375,9.863813400268555,0.7292127013206482,-0.3128615617752075
1713800421330257200,0.408257080078125,9.768698692321777,0.753140926361084,-0.33738797903060913
1713800421347981300,0.425981201171875,9.735796928405762,0.7962117195129395,-0.36610186100006104
1713800421365700000,0.4437001953125,9.740582466125488,0.8291130661964417,-0.4468596279621124
1713800421383426000,0.461426025390625,9.735796928405762,0.8530412912368774,-0.4660021960735321
1713800421401147400,0.4791474609375,9.692726135253906,0.8913264274597168,-0.4570291340351105
1713800421418866200,0.4968662109375,9.654440879821777,0.8919246196746826,-0.3810569941997528
1713800421436575500,0.514575439453125,9.664012908935547,0.8344969153404236,-0.357128769159317
1713800421454315800,0.532315673828125,9.830911636352539,0.7914260625839233,-0.42293140292167664
1713800421472032500,0.550032470703125,9.854840278625488,0.7914260625839233,-0.4085744619369507
1713800421489764000,0.56776416015625,9.854840278625488,0.7339983582496643,-0.39900317788124084
1713800421507481900,0.58548193359375,9.77826976776123,0.753140926361084,-0.380458801984787
1713800421525201200,0.603201171875,9.783055305480957,0.776470959186554,-0.4181457459926605
1713800421542923800,0.620923828125,9.683155059814453,0.8153542876243591,-0.36670008301734924
1713800421560655600,0.638655517578125,9.592227935791016,0.7908278703689575,-0.37148571014404297
1713800421578370800,0.656370849609375,9.683155059814453,0.7860422134399414,-0.36670008301734924
1713800421596094000,0.674093994140625,9.744770050048828,0.8057830333709717,-0.3613162338733673
1713800421613800000,0.691800048828125,9.601799011230469,0.8243274092674255,-0.3290131092071533
1713800421631539500,0.70953955078125,9.692726135253906,0.786640465259552,-0.357128769159317
1713800421649259500,0.727259521484375,9.730413436889648,0.7579265832901001,-0.3236292600631714
1713800421666985200,0.744985107421875,9.873982429504395,0.7818548083305359,-0.43190449476242065
1713800421684701200,0.762701171875,9.854840278625488,0.753140926361084,-0.3798605799674988
1713800421702425000,0.780425048828125,9.835697174072266,0.7148557901382446,-0.37507495284080505
1713800421720148700,0.798148681640625,9.754341125488281,0.7674978375434875,-0.3565305769443512
1713800421737874400,0.81587451171875,9.721440315246582,0.8057830333709717,-0.380458801984787
1713800421755594500,0.833594482421875,9.731011390686035,0.9014959335327148,-0.3517449200153351
1713800421773317600,0.851317626953125,9.797411918640137,0.8392825126647949,-0.39421752095222473
1713800421791039500,0.86903955078125,9.81655502319336,0.7579265832901001,-0.3517449200153351
1713800421808764000,0.886763916015625,9.625727653503418,0.747757077217102,-0.3242274820804596
1713800421826482700,0.904482666015625,9.553942680358887,0.7429714202880859,-0.3152543902397156
1713800421844207600,0.92220751953125,9.783055305480957,0.7962117195129395,-0.34217363595962524
1713800421861923800,0.939923828125,10.012167930603027,0.7292127013206482,-0.40737804770469666
1713800421879656000,0.957656005859375,9.983454704284668,0.7339983582496643,-0.3696911036968231
1713800421897373400,0.97537353515625,9.730413436889648,0.7483552694320679,-0.31405797600746155
1713800421915096600,0.9930966796875,9.659226417541504,0.7483552694320679,-0.2949153780937195
1713800421932813000,1.01081298828125,9.678369522094727,0.7722834944725037,-0.3188436031341553
1713800421950540300,1.028540283203125,9.678369522094727,0.8195417523384094,-0.3810569941997528
1713800421968263000,1.046262939453125,9.668798446655273,0.7962117195129395,-0.31405797600746155
1713800421985987300,1.0639873046875,9.601799011230469,0.8057830333709717,-0.28115665912628174
1713800422003703300,1.081703369140625,9.725627899169922,0.7627122402191162,-0.26620152592658997
1713800422021428000,1.099427978515625,9.911669731140137,0.666999340057373,-0.23629122972488403
1713800422039155000,1.117155029296875,10.006784439086914,0.6957131624221802,-0.3122633695602417
1713800422056875800,1.134875732421875,9.916455268859863,0.7818548083305359,-0.37926238775253296
1713800422074595800,1.152595947265625,9.58325481414795,0.8482556343078613,-0.36251261830329895
1713800422092313000,1.17031298828125,9.482755661010742,0.8817551732063293,-0.3487538993358612
1713800422110039800,1.188039794921875,9.70229721069336,0.7722834944725037,-0.357128769159317
1713800422127766800,1.205766845703125,9.868598937988281,0.7004988193511963,-0.3128615617752075
1713800422145486300,1.223486328125,9.830911636352539,0.7052844762802124,-0.39900317788124084
1713800422163209700,1.241209716796875,9.730413436889648,0.7579265832901001,-0.3284149169921875
1713800422180918500,1.25891845703125,9.56889820098877,0.7812566161155701,-0.3433700501918793
1713800422198651400,1.2766513671875,9.673583984375,0.8584251403808594,-0.3236292600631714
1713800422216360700,1.294360595703125,9.830911636352539,0.7722834944725037,-0.3655036687850952
1713800422234094000,1.312093994140625,9.840482711791992,0.8153542876243591,-0.34636107087135315
1713800422251820300,1.3298203125,9.588040351867676,0.833898663520813,-0.39062830805778503
1713800422269531600,1.34753173828125,9.644869804382324,0.7860422134399414,-0.3762713670730591
1713800422287264000,1.365263916015625,9.878767967224121,0.719641387462616,-0.4181457459926605
1713800422304984600,1.382984619140625,9.959526062011719,0.7914260625839233,-0.4504488706588745
1713800422322716000,1.4007158203125,9.77408218383789,0.8153542876243591,-0.4043870270252228
1713800422340434200,1.41843408203125,9.711869239807129,0.8243274092674255,-0.3900300860404968
1713800422358153700,1.43615380859375,9.53061294555664,0.8679963946342468,-0.28654050827026367
1713800422375877600,1.453877685546875,9.707083702087402,0.8769695162773132,-0.4091726839542389
1713800422393584400,1.47158447265625,9.968499183654785,0.753140926361084,-0.26919254660606384
1713800422411325000,1.489324951171875,10.045069694519043,0.7292127013206482,-0.37866419553756714
1713800422429039400,1.507039306640625,9.749555587768555,0.7962117195129395,-0.26620152592658997
1713800422446767400,1.524767333984375,9.492327690124512,0.7286145091056824,-0.31046873331069946
1713800422464487200,1.542487060546875,9.506684303283691,0.8195417523384094,-0.28175488114356995
1713800422482213000,1.560213134765625,9.601799011230469,0.8153542876243591,-0.3002992272377014
1713800422499932700,1.5779326171875,9.835697174072266,0.7483552694320679,-0.31764721870422363
1713800422517653500,1.595653564453125,9.892526626586914,0.7004988193511963,-0.29371899366378784
1713800422535377400,1.61337744140625,9.80219841003418,0.7292127013206482,-0.39421752095222473
1713800422553100800,1.631100830078125,9.744770050048828,0.8488538265228271,-0.31824541091918945
1713800422570810600,1.648810546875,9.606584548950195,0.8823533654212952,-0.2955136001110077
1713800422588544800,1.666544677734375,9.672985076904297,0.8871390223503113,-0.2470589429140091
1713800422606266600,1.6842666015625,9.735198974609375,0.7435696125030518,-0.22791635990142822
1713800422623991600,1.701991455078125,9.787840843200684,0.7148557901382446,-0.2470589429140091
1713800422641717200,1.71971728515625,9.787840843200684,0.7148557901382446,-0.2757728099822998
1713800422659439000,1.737439208984375,9.826126098632812,0.7100701332092285,-0.3086741268634796
1713800422677151700,1.75515185546875,9.835697174072266,0.7244270443916321,-0.3846462368965149
1713800422694883600,1.772883544921875,9.773484230041504,0.7722834944725037,-0.37088751792907715
1713800422712600800,1.790600830078125,9.68794059753418,0.7573283910751343,-0.3523431420326233
1713800422730324500,1.808324462890625,9.720842361450195,0.7914260625839233,-0.23270200192928314
1713800422748038100,1.8260380859375,9.768698692321777,0.7627122402191162,-0.275174617767334
1713800422765769000,1.84376904296875,9.859625816345215,0.786640465259552,-0.3367897868156433
1713800422783490000,1.861489990234375,9.787840843200684,0.7818548083305359,-0.380458801984787
1713800422801213700,1.879213623046875,9.750154495239258,0.8392825126647949,-0.3756731450557709
1713800422818930000,1.896929931640625,9.711270332336426,0.8057830333709717,-0.3236292600631714
1713800422836653800,1.91465380859375,9.749555587768555,0.7674978375434875,-0.2231307178735733
1713800422854379300,1.932379150390625,9.92124080657959,0.719641387462616,-0.24107688665390015
1713800422872100900,1.950100830078125,9.825528144836426,0.7244270443916321,-0.18005990982055664
1713800422889825800,1.96782568359375,9.701699256896973,0.7244270443916321,-0.31405797600746155
1713800422907542800,1.985542724609375,9.611370086669922,0.833898663520813,-0.3433700501918793
1713800422925273000,2.003273193359375,9.497113227844238,0.8243274092674255,-0.3439682424068451
1713800422942993200,2.0209931640625,9.640084266662598,0.8249256014823914,-0.3002992272377014
1713800422960716800,2.038716796875,9.77826976776123,0.7674978375434875,-0.2470589429140091
1713800422978436900,2.056436767578125,9.982855796813965,0.6771687865257263,-0.19800607860088348
1713800422996157000,2.074156982421875,10.083354949951172,0.6867401003837585,-0.24047867953777313
1713800423013882400,2.09188232421875,9.835697174072266,0.7435696125030518,-0.31345975399017334
1713800423031603000,2.10960302734375,9.606584548950195,0.8584251403808594,-0.30987054109573364
1713800423049326300,2.127326416015625,9.477970123291016,0.9056833982467651,-0.3152543902397156
1713800423067047400,2.14504736328125,9.635298728942871,0.844068169593811,-0.30508488416671753
1713800423084770600,2.1627705078125,9.825528144836426,0.7674978375434875,-0.21774685382843018
1713800423102492200,2.1804921875,9.902098655700684,0.7244270443916321,-0.25064817070961
1713800423120216300,2.19821630859375,9.768698692321777,0.7387840151786804,-0.2805584669113159
1713800423137940700,2.215940673828125,9.68794059753418,0.7770691514015198,-0.29012975096702576
1713800423155652900,2.23365283203125,9.659226417541504,0.7627122402191162,-0.28115665912628174
1713800423173384000,2.251384033203125,9.773484230041504,0.8249256014823914,-0.275174617767334
1713800423191104800,2.269104736328125,9.811769485473633,0.786640465259552,-0.32303106784820557
1713800423208821500,2.286821533203125,9.811769485473633,0.8153542876243591,-0.27038896083831787
1713800423226541000,2.304541015625,9.64965534210205,0.8009973764419556,-0.26201409101486206
1713800423244269000,2.32226904296875,9.558728218078613,0.8201399445533752,-0.28654050827026367
1713800423261995800,2.339995849609375,9.696913719177246,0.786640465259552,-0.29012975096702576
1713800423279710500,2.35771044921875,9.845269203186035,0.753140926361084,-0.3278166949748993
1713800423297437400,2.3754375,9.911669731140137,0.8009973764419556,-0.2841476798057556
1713800423315160600,2.39316064453125,9.826126098632812,0.6909275650978088,-0.2991028428077698
1713800423332882000,2.4108818359375,9.749555587768555,0.7292127013206482,-0.2566302418708801
1713800423350605600,2.42860546875,9.640084266662598,0.7668996453285217,-0.3475574851036072
1713800423368326700,2.44632666015625,9.678369522094727,0.8584251403808594,-0.3236292600631714
1713800423386050000,2.464050048828125,9.673583984375,0.877567708492279,-0.2805584669113159
1713800423403772200,2.481772216796875,9.80219841003418,0.8392825126647949,-0.2560320198535919
1713800423421490700,2.49949072265625,9.787242889404297,0.7818548083305359,-0.17527425289154053
1713800423439220700,2.517220703125,9.79681396484375,0.7292127013206482,-0.20877377688884735
1713800423456934700,2.5349345703125,9.744770050048828,0.7674978375434875,-0.26141586899757385
1713800423474660400,2.552660400390625,9.768698692321777,0.7483552694320679,-0.3278166949748993
1713800423492383200,2.57038330078125,9.821340560913086,0.7579265832901001,-0.34695929288864136
1713800423510108000,2.58810791015625,9.77826976776123,0.7483552694320679,-0.3326023519039154
1713800423527826400,2.605826416015625,9.678369522094727,0.786640465259552,-0.3188436031341553
1713800423545550800,2.62355078125,9.787840843200684,0.7818548083305359,-0.2991028428077698
1713800423563271200,2.641271240234375,9.81655502319336,0.7914260625839233,-0.32303106784820557
1713800423580992000,2.658991943359375,9.77408218383789,0.7956135272979736,-0.4139583110809326
1713800423598712600,2.676712646484375,9.787840843200684,0.8201399445533752,-0.3756731450557709
1713800423616429600,2.6944296875,9.754341125488281,0.8153542876243591,-0.3565305769443512
1713800423634158800,2.712158935546875,9.806983947753906,0.8249256014823914,-0.2991028428077698
1713800423651887600,2.7298876953125,9.863813400268555,0.7962117195129395,-0.23210379481315613
1713800423669604900,2.74760498046875,9.859027862548828,0.753140926361084,-0.2273181527853012
1713800423687330600,2.76533056640625,9.635298728942871,0.8057830333709717,-0.24287149310112
1713800423705050600,2.783050537109375,9.44447135925293,0.8291130661964417,-0.24406790733337402
1713800423722771200,2.800771240234375,9.573084831237793,0.8003991842269897,-0.30987054109573364
1713800423740498200,2.818498291015625,9.821340560913086,0.7292127013206482,-0.3086741268634796
1713800423758219300,2.83621923828125,9.90688419342041,0.7339983582496643,-0.2602194547653198
1713800423775938800,2.853938720703125,9.783055305480957,0.7627122402191162,-0.28953152894973755
1713800423793651700,2.871651611328125,9.7064847946167,0.7818548083305359,-0.251844584941864
1713800423811381500,2.889381591796875,9.606584548950195,0.8392825126647949,-0.2476571500301361
1713800423829111000,2.907111083984375,9.76391315460205,0.877567708492279,-0.2847459018230438
1713800423846829600,2.92482958984375,9.806983947753906,0.8632107973098755,-0.3038884699344635
1713800423864551400,2.942551513671875,9.811769485473633,0.8632107973098755,-0.24167509377002716
1713800423882274600,2.960274658203125,9.730413436889648,0.8297112584114075,-0.2231307178735733
1713800423899997200,2.9779970703125,9.744770050048828,0.8536394834518433,-0.23270200192928314
1713800423917719300,2.99571923828125,9.77826976776123,0.8488538265228271,-0.2512463629245758
1713800423935441400,3.01344140625,9.77826976776123,0.8392825126647949,-0.32303106784820557
1713800423953158100,3.031158203125,9.701699256896973,0.8679963946342468,-0.2470589429140091
1713800423970884900,3.048884765625,9.644869804382324,0.8099704384803772,-0.33798620104789734
1713800423988609000,3.066609130859375,9.682557106018066,0.8536394834518433,-0.20458634197711945
