"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)"
2.920275156E0;-2.586018801E0;-1.261763573E0;-2.308932304E0
2.938586191E0;-7.679431438E0;-4.897465706E0;-8.214793205E0
2.956898691E0;-5.019073486E0;-3.049365997E0;-5.218280792E0
2.975210764E0;-7.630701065E-1;-2.466323853E0;-2.077183485E0
2.993524485E0;-1.908250809E0;-1.047627449E0;-5.690498948E-1
3.011835459E0;-2.575484514E0;-1.267592430E0;8.943730593E-2
3.030144969E0;-2.677685738E0;-1.741256714E-1;-1.375331879E-1
3.048460215E0;-2.601863384E0;1.866722107E-2;-2.099319696E0
3.066773691E0;-3.134022474E0;-3.799219131E-1;-3.357434511E0
3.085085886E0;-2.977090120E0;-3.819980621E-1;-1.294322252E0
3.103397043E0;-3.342333794E0;-8.405942917E-1;-1.018417597E0
3.121709482E0;-3.198266029E0;-8.589611053E-1;-1.229344368E0
3.140022959E0;-2.917198420E0;-2.039394379E-1;-1.614029169E0
3.158334177E0;-2.568583965E0;-1.032791138E-1;-1.983533621E0
3.176649912E0;-2.245205879E0;-8.729362488E-2;-2.305963755E0
3.194958750E0;-1.763143301E0;4.457979202E-1;-2.201393604E0
3.213273447E0;-2.018606663E0;-1.832809448E-1;-2.693356276E0
3.231583506E0;-2.349297047E0;-7.263708115E-1;-3.111747026E0
3.249895517E0;-2.434937477E0;-4.698228836E-1;-2.233869314E0
3.268203440E0;-2.373089790E0;-2.245187759E-1;-2.387428761E0
3.286509775E0;-2.324069262E0;2.805004120E-1;-2.400556087E0
3.304827098E0;-2.201061010E0;3.274192810E-1;-2.312779427E0
3.323135203E0;-1.942311049E0;-1.173229218E-1;-2.720568895E0
3.341459482E0;-2.070676804E0;-2.664823532E-1;-2.169654608E0
3.359770578E0;-2.231409550E0;-2.547569275E-1;-1.745278955E0
3.378081858E0;-2.348433256E0;3.803348541E-2;-1.764364004E0
3.396388438E0;-2.678550243E0;-1.826028824E-1;-2.226072788E0
3.414706552E0;-3.133413315E0;-3.305883408E-1;-2.039862633E0
3.433019236E0;-3.264642000E0;-2.733802795E-1;-1.821536541E0
3.451331369E0;-3.159602404E0;-2.199392319E-1;-1.109614372E0
3.469643564E0;-2.536579132E0;6.603431702E-2;-1.830387115E0
3.487956675E0;-2.105330706E0;2.792730331E-1;-2.086409569E0
3.506269052E0;-2.596711636E0;1.644372940E-1;-2.196080446E0
3.524579173E0;-2.683549166E0;-2.769479752E-1;-2.241647243E0
3.542894847E0;-2.533291578E0;-5.048122406E-1;-2.100790024E0
3.561194101E0;-2.833052158E0;-6.918525696E-1;-2.070567369E0
3.579507761E0;-2.811145067E0;-4.034013748E-1;-1.847036600E0
3.597819040E0;-2.411195755E0;-2.442779541E-1;-2.287716389E0
3.616131479E0;-1.750641823E0;-3.535747528E-2;-3.270961046E0
3.634442942E0;-1.937923908E0;2.726459503E-2;-2.961727142E0
3.652756845E0;-2.352526665E0;-4.418773651E-1;-2.042099953E0
3.671067392E0;-2.307563782E0;-1.077318192E-1;-2.231441498E0
3.689379343E0;-2.154641390E0;-3.720378876E-2;-2.814192295E0
3.707693735E0;-2.089884520E0;2.537679672E-1;-2.415290356E0
3.726006418E0;-2.223482132E0;3.477802277E-1;-2.369672775E0
3.744317698E0;-2.605916500E0;2.155799866E-1;-2.271997929E0
3.762628977E0;-2.666493654E0;-8.937072754E-2;-1.965201497E0
3.780955759E0;-2.319347143E0;-1.085519791E-1;-2.160326004E0
3.799267344E0;-2.145161390E0;1.546354294E-1;-2.232148886E0
3.817577463E0;-1.690922976E0;8.227729797E-1;-2.308493614E0
3.835890146E0;-1.619935274E0;6.631393433E-1;-2.612771511E0
3.854203318E0;-1.834835052E0;-1.066293716E-1;-2.457391024E0
3.872515451E0;-1.967483759E0;8.928203583E-2;-2.320338249E0
3.890826670E0;-2.013295650E0;4.139747620E-1;-2.470321178E0
3.909134043E0;-2.121482849E0;3.111600876E-1;-2.764777899E0
3.927451242E0;-1.947430372E0;-6.964588165E-2;-2.691200733E0
3.945764414E0;-2.102264643E0;5.572509766E-2;-2.462322474E0
3.964075754E0;-2.238790035E0;1.215848923E-1;-2.458958149E0
3.982389353E0;-2.182779789E0;-1.795663834E-1;-2.514432430E0
4.000700205E0;-1.730857849E0;-4.940519333E-1;-2.932054758E0
4.019013925E0;-1.767354488E0;7.923698425E-2;-2.855891228E0
4.037320383E0;-2.263518572E0;6.800203323E-1;-2.271185398E0
4.055637766E0;-2.740060329E0;9.420423508E-1;-1.697800159E0
4.073949717E0;-2.250895500E0;1.896820068E-1;-2.957868099E0
4.092264292E0;-2.104493141E0;-4.383764267E-1;-3.086129427E0
4.110574289E0;-1.924607754E0;-6.249170303E-1;-2.943053246E0
4.128883555E0;-1.391716957E0;1.731185913E-1;-2.481401205E0
4.147198740E0;-1.009446144E0;1.644949913E-1;-2.581624269E0
4.165506419E0;-1.115479469E0;2.483801842E-1;-2.509651661E0
4.183823435E0;-1.120067596E0;-1.203265190E-1;-2.700019360E0
4.202136607E0;-8.980832100E-1;-3.987002373E-1;-3.616609812E0
4.220448252E0;-1.517415524E0;5.387587547E-1;-2.299062729E0
4.238761423E0;-1.411118031E0;6.720361710E-1;-1.818751812E0
4.257072885E0;-6.793117523E-2;-2.414655685E-1;-4.135338783E0
4.275381357E0;-3.741946220E-1;-1.808300495E0;-3.431061268E0
4.293696054E0;-5.578408241E-1;-1.545899868E0;-2.065643072E0
4.312010813E0;-3.732433319E-1;-1.532631874E0;-2.535525799E0
4.330318919E0;1.041873932E0;-1.681449890E0;-4.092852116E0
4.348634287E0;1.858413696E0;-1.841808319E0;-4.543787956E0
4.366946543E0;2.101353645E0;-1.996061802E0;-4.449542046E0
4.385256296E0;2.275597572E0;-1.984838009E0;-3.493069649E0
4.403571115E0;1.856287956E0;-2.290454865E0;-3.857797146E0
4.421883310E0;1.141190529E-1;-1.067786694E0;-2.825549841E0
4.440195627E0;2.913556099E-1;-1.117294312E0;-3.436377525E0
4.458509104E0;1.024677277E0;-2.441050529E0;-4.040488720E0
4.476820322E0;1.824714661E0;-2.621966839E0;-8.314386368E0
4.495133799E0;1.871614456E0;-1.732153893E0;-6.752642155E0
4.513444834E0;2.013211727E0;-2.046902657E0;-2.913635254E0
4.531758310E0;3.614621162E-1;-2.936439991E0;-2.018902063E0
4.550069468E0;1.579637527E0;-2.820420265E0;-1.710377693E0
4.568382090E0;3.611258030E0;-3.037991762E0;-5.708989143E0
4.586694040E0;3.646742344E0;-2.287591457E0;-5.289004326E0
4.605007639E0;2.938919067E0;-2.050004005E0;-1.797882557E0
4.623320078E0;9.957547188E-1;-1.769814014E0;-1.128769875E0
4.641631052E0;-3.967115879E-1;-1.776498318E0;-1.880848408E0
4.659943369E0;-6.417622566E-1;-1.464704752E0;-3.340098381E0
4.678252207E0;3.323652744E-1;-4.633376598E-1;-3.336627960E0
4.696567942E0;1.640703201E0;1.449124813E-1;-2.780198097E0
4.714880381E0;3.613947392E0;-4.010589123E-1;-7.310047150E-1
4.733178538E0;7.470300198E-1;-1.755275726E-1;-2.415894508E0
4.751505930E0;6.877181530E-1;-4.191074371E-1;-2.084635735E0
4.769813547E0;5.953645706E-2;-1.009532571E0;-1.924964428E0
4.788129465E0;5.772266388E-1;-8.536260128E-1;-1.213971138E0
4.806435923E0;1.383869886E0;-5.539181232E-1;-8.875942230E-1
4.824755197E0;2.099593401E0;-5.788370371E-1;-8.120765686E-1
4.843065440E0;2.143996954E0;-4.321889877E-1;-1.051096916E0
4.861378916E0;1.555880785E0;-5.267212391E-1;-1.393356323E0
4.879694102E0;9.366762638E-1;-7.863843441E-1;-1.615241051E0
4.898004465E0;7.364072800E-1;-7.699927092E-1;-1.833763599E0
4.916315439E0;1.201374531E0;-6.825041771E-1;-1.661311150E0
4.934626780E0;1.580479383E0;-6.913242340E-1;-1.467450142E0
4.952940256E0;1.616564274E0;-6.644669771E-1;-1.620306015E0
4.971253427E0;1.766797543E0;-7.846554518E-1;-1.733363152E0
4.989564646E0;1.797168255E0;-7.917561531E-1;-1.827125549E0
5.007877146E0;1.580601692E0;-7.573269606E-1;-2.214602947E0
5.026189218E0;1.322934866E0;-6.885809898E-1;-2.745298386E0
5.044502939E0;1.432194471E0;-3.858253956E-1;-3.225640297E0
5.062815439E0;1.111079693E0;-5.770052671E-1;-3.347111702E0
5.081126169E0;1.989672184E-1;-1.195726871E0;-3.290783405E0
5.099438730E0;-1.266002655E-4;-1.164679766E0;-4.318478107E0
5.117751963E0;-5.399036407E-2;-1.380145311E0;-4.008208275E0
5.136066172E0;8.152642250E-1;-1.151135445E0;-4.339625359E0
5.154361949E0;4.173369408E-1;-1.636735201E0;-5.075159073E0
5.172675913E0;-8.436322212E-1;-2.962822437E0;-3.541831017E0
5.191000986E0;-4.608492851E-1;-3.517110586E0;-3.382890463E0
5.209309641E0;1.273882389E0;-3.080669641E0;-1.659270287E0
5.227624704E0;2.330610275E0;-2.961016178E0;-1.251220226E0
5.245937021E0;2.481810570E0;-2.273574352E0;-1.628649712E0
5.264251719E0;2.765195847E0;-2.407928467E0;-2.045535088E0
5.282561533E0;3.923099518E0;-1.678325176E0;-1.716231585E0
5.300873728E0;3.089195728E0;-1.567021370E0;-1.291519642E0
5.319181406E0;1.667120457E0;-2.275854588E0;-8.974223137E-1
5.337502329E0;1.769589424E0;7.384145260E-1;-2.018807173E0
5.355810800E0;2.375607491E-1;-1.851413727E0;-2.403065681E0
5.374122080E0;-8.351173401E-1;-2.990555763E0;-3.320242882E0
5.392420847E0;-1.145161629E0;-2.180935860E0;-2.731418848E0
5.410737741E0;-1.049059868E0;-1.880614281E0;-2.471301079E0
5.429048960E0;2.624511719E-1;-1.028440714E0;-2.941543579E0
5.447364145E0;2.350502968E0;1.473140717E-1;-3.015211582E0
5.465673593E0;2.788789749E0;-2.818589211E-1;-2.718920708E0
5.483987925E0;2.042767525E0;-1.208790064E0;-1.287259579E0
5.502298956E0;1.490386009E0;-1.589737415E0;-1.155052423E0
5.520610788E0;6.433420181E-1;-1.462110043E0;-2.507876158E0
5.538922922E0;6.945152283E-1;-7.362983227E-1;-3.443029165E0
5.557236460E0;1.038537025E0;-3.139741421E-1;-3.496384621E0
5.575546395E0;1.132946968E0;-1.042633057E-1;-3.387770414E0
5.593859628E0;9.388189316E-1;3.798580170E-2;-2.484427929E0
5.612174143E0;7.299900055E-1;-1.106506348E0;-1.851434231E0
5.630496836E0;1.404102325E0;-1.837681770E0;-9.803138971E-1
5.648807383E0;1.460931778E0;-1.894796371E0;-6.850450039E-1
5.667119638E0;-3.075189590E-1;-2.154648781E0;-7.672271729E-1
5.685433359E0;-8.407893181E-1;-1.724767208E0;-3.591911793E-1
5.703746775E0;-4.350700378E-1;-1.609195709E0;4.845039845E-1
5.722056650E0;-3.145704269E-1;-1.666077614E0;1.039022923E0
5.740368967E0;-3.416223526E-1;-1.238596916E0;1.455654860E0
5.758681162E0;-1.839923859E-1;-1.089523315E0;3.774170876E-1
5.776994699E0;-1.660003662E-1;-6.365807056E-1;-1.015035152E0
5.795302256E0;1.389236450E-1;-4.889578819E-1;-2.166234255E0
5.813618174E0;-5.681152344E-1;-6.493270397E-1;-3.332431078E0
5.831930796E0;-2.623428822E0;-1.139317513E0;-4.183956146E0
5.850243662E0;-2.944135189E0;-1.737441778E0;-4.394530296E0
5.868555246E0;-2.665436745E0;-1.763677835E0;-3.811831951E0
5.886865183E0;-1.786679268E0;-1.178280115E0;-3.078278303E0
5.905163767E0;-7.078456879E-1;-8.464968204E-1;-2.410303593E0
5.923492990E0;-6.182384491E-1;-9.172134399E-1;-2.129108667E0
5.941804270E0;-2.002238274E0;-1.363484383E0;-2.432829857E0
5.960116709E0;-2.401050568E0;-2.191113710E0;-2.747412682E0
5.978428781E0;-1.825506210E0;-2.313941717E0;-2.582554579E0
5.996742136E0;-7.527847290E-1;-1.604820490E0;-2.830977917E0
6.015052256E0;-2.514629364E-1;-3.686873913E0;-1.131058931E0
6.033365427E0;6.871719360E-1;-4.396857262E0;-6.178784370E-1
6.051677805E0;-8.349180222E-1;-4.707309723E0;-2.191191435E0
6.069991220E0;-1.330718517E0;-3.245424032E0;-2.837150097E0
6.088297556E0;-1.640129089E-2;-2.354446650E0;-2.843111277E0
6.106614756E0;2.150410652E0;-2.536332130E0;-8.695113659E-1
6.124924082E0;1.901107788E0;-3.497225761E0;-9.132555723E-1
6.143239268E0;3.502374649E0;-4.306543827E0;-2.188719988E0
6.161551767E0;2.801413536E0;-3.039526701E0;-1.755700946E0
6.179863779E0;2.991069794E0;1.279700279E0;8.131504059E-3
6.198176523E0;-7.482843399E-1;-1.977826118E0;-1.364279628E0
6.216486643E0;-4.843921661E0;-2.525845051E0;-2.076781988E0
6.234800730E0;-6.935314178E0;-2.622792006E0;-2.652583361E0
6.253112010E0;-6.179512024E0;-1.940376878E0;-3.253375769E0
6.271425486E0;-5.143824577E0;-1.363872170E0;-3.723156929E0
6.289738535E0;-3.961108208E0;-9.571475983E-1;-3.619045258E0
6.308049814E0;-1.694592953E0;-1.323148251E0;-3.473211288E0
6.326359507E0;1.124757767E0;-1.484250546E0;-2.788414240E0
6.344675730E0;2.811839104E0;-1.645525932E0;-1.772368789E0
6.362987437E0;3.572884560E0;-2.474436522E0;-1.019870043E0
6.381299021E0;2.240402222E0;-2.733192921E0;1.293069601E0
6.399614512E0;-1.288576126E-1;-2.571420670E0;2.576808214E0
6.417923593E0;-2.334308624E-1;-1.763585806E0;-8.326282501E-1
6.436237070E0;-1.915908813E0;-7.264838219E-1;-1.729434013E0
6.454548349E0;-2.394060612E0;-1.309397459E0;-2.262144566E0
6.472861826E0;-1.603208065E0;-2.792277336E0;-2.793145180E0
6.491172617E0;-1.495594978E0;-2.747411728E0;-1.619236112E0
6.509486277E0;-6.363945007E-1;-2.489519119E0;-1.009072661E0
6.527786387E0;4.050827026E-1;-1.711234570E0;-9.332865477E-1
6.546101877E0;-7.919697762E-1;-1.430576324E0;-4.294705391E-1
6.564413096E0;-1.751967907E0;-1.506086826E0;-1.618247271E0
6.582735361E0;-1.435141087E0;-1.123955250E0;-2.966137409E0
6.601046640E0;-1.668106556E0;-1.102067947E0;-3.234304905E0
6.619358652E0;-1.664011955E0;-1.735596657E0;-2.674293995E0
6.637671152E0;-8.855242729E-1;-2.776953220E0;-2.158013344E0
6.655978648E0;-6.246604919E-1;-3.391170025E0;-1.735729814E0
6.674295908E0;-1.628751755E0;-2.345956802E0;-1.717696667E0
6.692607981E0;-1.582403660E0;1.889295578E-1;-1.995518446E0
6.710920481E0;-1.845800877E0;5.910620689E-1;-1.800215006E0
6.729229013E0;-1.839183807E0;-8.745193481E-2;-1.604240537E0
6.747544931E0;-8.958559036E-1;-8.612060547E-1;-1.861265898E0
6.765857187E0;9.453620911E-1;-1.400842667E-1;-2.833710432E0
6.784168222E0;-5.457687378E-1;-1.881525517E0;-1.588487148E0
6.802482920E0;-1.096752167E0;-1.499966621E0;-1.102209091E-3
6.820793894E0;-1.066133022E0;-1.103559971E0;-1.012502670E0
6.839106211E0;-1.438390732E0;-1.175128937E0;-2.481173277E0
6.857414133E0;-1.363696098E0;-2.774592400E0;-1.974713802E0
6.875731943E0;-5.539388657E-1;-3.811179638E0;-1.680232763E0
6.894043222E0;8.908138275E-1;-2.820717335E0;-9.182269573E-1
6.912360483E0;4.146318436E-1;-2.507465839E0;-7.867313623E-1
6.930667551E0;-2.222218037E0;-3.343266964E0;-1.544370651E0
6.948981150E0;-2.803029537E0;-2.401688576E0;-1.931533933E0
6.967292490E0;-1.582620621E0;-8.437728882E-1;-1.638418436E0
6.985605479E0;-6.994194984E-1;-8.665609360E-1;-1.796087146E0
7.003916758E0;-6.246104240E-1;-1.163900852E0;-1.663503289E0
7.022231638E0;-1.247417450E0;-1.853787422E0;-1.739439487E0
7.040541513E0;-3.194891930E0;-2.336960793E0;-1.266241193E0
7.058853769E0;-1.558253288E0;-1.185133934E0;-1.369000912E0
7.077166025E0;-1.420840740E0;-4.517774582E-1;-1.395779848E0
7.095479563E0;-1.452824593E0;3.269925117E-1;-1.813630581E0
7.113791941E0;-1.584430695E0;8.419747353E-1;-1.485462666E0
7.132105723E0;-2.322564125E0;-3.077936172E-2;-1.683913827E0
7.150415049E0;-3.100862503E0;-3.892316818E-1;-1.987995505E0
7.168696299E0;-3.800926685E0;-3.951330185E-1;-1.703181505E0
7.187039743E0;-4.453239441E0;-3.559241295E-1;-2.082155704E0
7.205348093E0;-3.844481945E0;-1.310753822E0;-2.630600929E0
